Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,4,A,600.0,21.3,21.3,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91195,509,15021,3902,124,191,908,916,460,1953,174,133,435559,4518,XRF2,1,2022-08-26,14:35:59,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,650.0,21.349999999999998,21.349999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91342,677,14681,3626,130,190,904,1016,442,1975,142,109,435864,4389,XRF2,1,2022-08-26,14:36:23,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,700.0,21.4,21.4,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91434,490,15019,3707,124,182,911,989,427,2028,105,97,436180,4348,XRF2,1,2022-08-26,14:36:47,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,750.0,21.45,21.45,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91601,481,14914,3840,78,266,867,1007,485,1895,170,190,436068,4003,XRF2,1,2022-08-26,14:37:11,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,800.0,21.5,21.5,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92018,680,15333,3706,80,192,916,1045,442,2024,165,99,435709,4351,XRF2,1,2022-08-26,14:37:35,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,850.0,21.55,21.55,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91829,556,15452,3826,123,266,921,1067,570,1930,190,152,434646,4135,XRF2,1,2022-08-26,14:37:59,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,900.0,21.599999999999998,21.599999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92116,616,15417,3867,64,237,898,1017,433,2030,188,94,433524,3784,XRF2,1,2022-08-26,14:38:23,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,940.0,21.64,21.64,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92128,631,15507,3792,78,247,846,980,522,2011,188,147,434661,3899,XRF2,1,2022-08-26,14:38:47,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1000.0,21.7,21.7,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92432,562,15114,3732,95,252,999,1041,500,2051,136,144,439132,3747,XRF2,1,2022-08-26,14:39:11,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1050.0,21.75,21.75,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92405,610,15154,3829,98,203,950,1015,440,2059,164,92,439716,4175,XRF2,1,2022-08-26,14:39:35,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1100.0,21.8,21.8,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92158,612,15004,3867,134,244,854,995,470,1915,203,137,437202,4471,XRF2,1,2022-08-26,14:39:59,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1150.0,21.849999999999998,21.849999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92445,559,15036,3695,131,228,893,1041,482,2000,175,180,439599,4479,XRF2,1,2022-08-26,14:40:23,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1200.0,21.9,21.9,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,92162,678,15233,3727,81,249,873,956,496,1923,140,153,437131,3749,XRF2,1,2022-08-26,14:40:47,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1250.0,21.95,21.95,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91376,680,15203,3786,107,279,856,918,481,1975,138,88,437607,3562,XRF2,1,2022-08-26,14:41:11,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1300.0,22.0,22.0,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90700,525,14523,3659,138,252,843,990,430,1865,160,166,437184,3902,XRF2,1,2022-08-26,14:41:35,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1350.0,22.05,22.05,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90514,421,14634,3730,93,251,813,908,523,1917,134,80,435121,3664,XRF2,1,2022-08-26,14:41:59,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1400.0,22.099999999999998,22.099999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91500,520,14620,3735,105,178,813,908,460,2041,180,135,442411,3547,XRF2,1,2022-08-26,14:42:23,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1430.0,22.13,22.13,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,91403,523,14843,3885,105,257,808,917,431,1970,195,117,437133,3471,XRF2,1,2022-08-26,14:42:47,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,1450.0,22.15,22.15,44834842,SHLF10903141,50,0.75,10,13,10,12,Cu,67301,156,1632,2686,33,41,127,190,90,294,68,35,437714,506,XRF2,1,2022-08-26,14:43:11,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,5,A,50.0,22.25,22.25,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91794,560,15583,3832,73,245,915,923,374,2058,183,158,433015,4009,XRF2,1,2022-08-26,15:15:35,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,100.0,22.3,22.3,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91437,499,15570,3746,82,189,886,994,477,2006,171,128,433558,3951,XRF2,1,2022-08-26,15:15:59,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,150.0,22.349999999999998,22.349999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91368,479,15128,3638,74,243,810,965,442,1991,142,165,436338,3366,XRF2,1,2022-08-26,15:16:23,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,200.0,22.4,22.4,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91266,481,15697,3639,94,220,914,1010,446,1948,197,204,436866,3516,XRF2,1,2022-08-26,15:16:47,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,250.0,22.45,22.45,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91609,592,15904,3759,92,159,868,1009,431,2129,160,176,437084,3797,XRF2,1,2022-08-26,15:17:11,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,300.0,22.5,22.5,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91529,473,15606,3731,91,228,868,1132,492,1964,133,147,437120,3692,XRF2,1,2022-08-26,15:17:36,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,350.0,22.55,22.55,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91832,615,15608,3699,85,195,920,1030,400,2060,204,109,437088,3635,XRF2,1,2022-08-26,15:18:00,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,400.0,22.599999999999998,22.599999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91306,610,15847,3640,76,227,837,1027,442,2069,156,109,435667,3697,XRF2,1,2022-08-26,15:18:24,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,440.0,22.64,22.64,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91456,636,16004,3787,88,241,823,914,382,1988,222,131,433990,3282,XRF2,1,2022-08-26,15:18:48,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,500.0,22.7,22.7,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92211,632,15939,3845,111,265,821,915,439,2224,233,167,433565,3550,XRF2,1,2022-08-26,15:19:12,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,560.0,22.759999999999998,22.759999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91898,645,16055,3829,131,239,852,1083,430,2091,164,98,433955,3637,XRF2,1,2022-08-26,15:19:36,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,600.0,22.8,22.8,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92159,568,15953,3866,132,208,880,901,417,2042,166,122,434617,3596,XRF2,1,2022-08-26,15:20:00,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,650.0,22.849999999999998,22.849999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92153,564,16297,3715,92,203,838,997,448,2096,216,169,433510,3340,XRF2,1,2022-08-26,15:20:24,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,700.0,22.9,22.9,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92261,527,16644,3710,82,176,825,968,505,2089,143,156,434768,3280,XRF2,1,2022-08-26,15:20:48,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,750.0,22.95,22.95,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92266,636,16765,3794,90,204,801,963,504,2172,213,181,435778,3682,XRF2,1,2022-08-26,15:21:12,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,800.0,23.0,23.0,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91877,546,16009,3657,61,213,902,985,454,2116,127,139,435305,3175,XRF2,1,2022-08-26,15:21:36,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,850.0,23.05,23.05,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91286,538,16114,3752,79,213,807,952,464,1972,183,134,432797,3152,XRF2,1,2022-08-26,15:22:01,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,898.0,23.098,23.098,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91389,579,15850,3653,105,229,828,901,442,2075,176,132,435528,3772,XRF2,1,2022-08-26,15:22:25,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,950.0,23.15,23.15,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91094,600,15855,3572,93,214,816,1006,493,1994,197,147,433976,3816,XRF2,1,2022-08-26,15:22:49,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1000.0,23.2,23.2,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91590,664,15994,3834,111,194,768,911,492,2049,159,209,434963,3699,XRF2,1,2022-08-26,15:23:13,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1050.0,23.25,23.25,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,92306,504,16249,3858,132,213,799,967,408,2087,130,138,437284,4213,XRF2,1,2022-08-26,15:23:37,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1100.0,23.3,23.3,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91443,534,16256,3744,94,160,750,937,484,2093,210,165,437238,3561,XRF2,1,2022-08-26,15:24:01,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1125.0,23.325,23.325,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91415,617,16838,3638,82,199,722,1005,504,2020,227,201,437296,3567,XRF2,1,2022-08-26,15:24:25,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1150.0,23.349999999999998,23.349999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91500,700,17115,3671,136,221,742,1065,531,2032,147,220,437476,3683,XRF2,1,2022-08-26,15:24:49,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1175.0,23.375,23.375,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91277,699,16161,3685,124,186,825,1029,480,2007,155,153,439117,3419,XRF2,1,2022-08-26,15:25:13,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1200.0,23.4,23.4,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,91292,785,17044,3695,168,211,672,1209,666,2030,233,293,438363,3341,XRF2,1,2022-08-26,15:25:37,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1225.0,23.425,23.425,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,89060,2444,13663,3539,121,217,502,1640,645,1459,94,234,437411,2927,XRF2,1,2022-08-26,15:26:01,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1250.0,23.45,23.45,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,87048,4985,8729,3512,156,190,391,2054,473,1188,116,157,436280,2411,XRF2,1,2022-08-26,15:26:26,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1275.0,23.474999999999998,23.474999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,86342,6023,7751,3448,116,187,382,2189,375,1040,66,231,438196,1831,XRF2,1,2022-08-26,15:26:50,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1300.0,23.5,23.5,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84554,7068,5569,3527,53,131,212,2729,259,611,86,161,437106,1496,XRF2,1,2022-08-26,15:27:14,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1325.0,23.525,23.525,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84482,8432,4630,3364,88,109,142,3030,203,578,72,206,437935,1478,XRF2,1,2022-08-26,15:27:38,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1350.0,23.55,23.55,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84084,8529,4713,3341,81,174,165,3140,301,643,41,140,437049,1196,XRF2,1,2022-08-26,15:28:02,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1375.0,23.575,23.575,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84396,8570,4690,3438,94,113,233,3236,228,607,12,166,439949,1526,XRF2,1,2022-08-26,15:28:26,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1400.0,23.599999999999998,23.599999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84167,8179,5061,3328,55,178,138,3093,279,622,77,200,438455,1501,XRF2,1,2022-08-26,15:28:50,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1425.0,23.625,23.625,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84249,7785,5360,3393,107,110,165,3064,264,593,47,192,438963,1724,XRF2,1,2022-08-26,15:29:14,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1450.0,23.65,23.65,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84419,8004,4724,3442,112,137,245,3448,238,684,40,134,445196,1702,XRF2,1,2022-08-26,15:29:38,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1475.0,23.675,23.675,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84266,8636,4127,3452,72,99,126,3425,226,468,49,158,446015,1424,XRF2,1,2022-08-26,15:30:03,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,5,A,1490.0,23.689999999999998,23.689999999999998,44834852,SHLF10903171,50,0.75,10,14,10,12,Cu,84492,9776,3864,3403,136,151,149,3526,226,477,18,126,443791,1422,XRF2,1,2022-08-26,15:30:25,YEON,2022-09-02 18:20:24,
395E,U1561,A,3,H,6,A,25.0,23.735,23.735,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,80812,8804,2253,3187,58,132,77,3308,126,335,54,106,437276,930,XRF2,1,2022-08-26,15:55:23,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,50.0,23.76,23.76,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83903,11022,2480,3407,39,131,211,4053,92,416,26,115,434932,1156,XRF2,1,2022-08-26,15:55:47,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,75.0,23.785,23.785,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83639,11027,2635,3428,97,124,106,3889,222,455,31,92,432902,1019,XRF2,1,2022-08-26,15:56:11,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,100.0,23.810000000000002,23.810000000000002,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83907,10885,2638,3494,65,109,155,3992,140,310,36,136,434105,1248,XRF2,1,2022-08-26,15:56:36,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,125.0,23.835,23.835,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84055,10618,3079,3401,39,145,116,4109,212,476,36,119,432330,1049,XRF2,1,2022-08-26,15:57:00,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,150.0,23.86,23.86,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84338,10235,3310,3409,61,161,81,4067,211,517,83,165,432589,1136,XRF2,1,2022-08-26,15:57:24,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,175.0,23.885,23.885,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84506,10397,3055,3385,82,163,125,4143,234,553,32,101,435439,1253,XRF2,1,2022-08-26,15:57:48,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,200.0,23.91,23.91,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84758,10005,3794,3606,126,158,147,3932,199,603,93,186,434343,1118,XRF2,1,2022-08-26,15:58:12,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,225.0,23.935000000000002,23.935000000000002,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84984,9874,3912,3446,30,161,94,4008,179,463,50,122,434938,1270,XRF2,1,2022-08-26,15:58:37,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,250.0,23.96,23.96,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84736,10539,3113,3318,77,174,167,4321,210,513,43,143,435110,1448,XRF2,1,2022-08-26,15:59:01,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,275.0,23.985,23.985,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84565,10360,3020,3578,80,142,125,4332,199,480,64,100,434886,1002,XRF2,1,2022-08-26,15:59:25,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,300.0,24.01,24.01,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84475,11042,2404,3358,43,160,108,4528,161,405,67,133,435300,1074,XRF2,1,2022-08-26,15:59:49,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,325.0,24.035,24.035,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84455,11020,2502,3246,72,87,152,4380,173,460,48,83,436415,858,XRF2,1,2022-08-26,16:00:13,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,338.0,24.048000000000002,24.048000000000002,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84308,10948,2341,3335,73,137,125,4405,173,337,33,100,437184,1100,XRF2,1,2022-08-26,16:00:37,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,375.0,24.085,24.085,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84455,9583,3194,3483,92,167,127,4034,180,450,59,83,437534,1308,XRF2,1,2022-08-26,16:01:02,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,400.0,24.11,24.11,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84037,9302,3428,3410,86,121,183,3898,194,545,40,138,435599,1533,XRF2,1,2022-08-26,16:01:26,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,425.0,24.135,24.135,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83866,8426,4272,3468,111,165,119,3648,196,579,25,90,436678,1305,XRF2,1,2022-08-26,16:01:50,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,450.0,24.16,24.16,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84377,6859,5815,3414,126,146,191,3225,321,778,43,153,435575,1824,XRF2,1,2022-08-26,16:02:14,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,475.0,24.185000000000002,24.185000000000002,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84853,6533,7052,3462,125,172,218,3231,397,768,65,195,433510,2273,XRF2,1,2022-08-26,16:02:38,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,500.0,24.21,24.21,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83746,7752,5005,3518,82,189,189,3721,228,681,50,94,433216,1944,XRF2,1,2022-08-26,16:03:03,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,525.0,24.235,24.235,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83708,8571,4607,3538,88,179,113,3925,239,501,60,106,433364,1348,XRF2,1,2022-08-26,16:03:27,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,550.0,24.26,24.26,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,83509,10724,2924,3354,108,97,103,4437,128,433,5,122,433139,1076,XRF2,1,2022-08-26,16:03:51,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,575.0,24.285,24.285,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84250,10638,2805,3353,109,104,97,4647,124,390,48,157,435509,1277,XRF2,1,2022-08-26,16:04:15,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,600.0,24.310000000000002,24.310000000000002,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,84826,11155,2617,3411,52,118,151,4923,172,364,63,160,440148,1059,XRF2,1,2022-08-26,16:04:39,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,6,A,625.0,24.335,24.335,44834862,SHLF10903201,50,0.75,10,14,10,12,Cu,85318,10338,2881,3385,109,156,90,4551,156,448,81,147,444940,1135,XRF2,1,2022-08-26,16:05:04,YEON,2022-09-02 18:20:26,
395E,U1561,A,3,H,7,A,25.0,24.415,24.415,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,79634,8242,1717,3176,97,152,128,4010,127,407,58,87,433570,846,XRF2,1,2022-08-26,16:32:16,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,50.0,24.44,24.44,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84752,10694,2244,3496,94,136,122,4856,152,408,88,127,434288,1088,XRF2,1,2022-08-26,16:32:40,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,75.0,24.465,24.465,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84628,10729,2243,3376,47,147,116,4806,157,390,22,89,432870,858,XRF2,1,2022-08-26,16:33:05,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,100.0,24.490000000000002,24.490000000000002,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84644,10735,1965,3402,71,142,134,5330,188,345,27,114,433007,920,XRF2,1,2022-08-26,16:33:29,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,125.0,24.515,24.515,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84817,10497,2188,3402,34,176,123,5228,87,431,71,120,433716,1223,XRF2,1,2022-08-26,16:33:53,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,150.0,24.54,24.54,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84814,10179,2341,3353,107,91,90,5306,144,402,38,89,434215,1209,XRF2,1,2022-08-26,16:34:17,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,175.0,24.565,24.565,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85289,10782,1884,3526,65,147,148,5961,105,416,84,75,434690,1304,XRF2,1,2022-08-26,16:34:42,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,200.0,24.59,24.59,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85730,10781,1615,3475,28,123,143,6209,123,498,26,87,436241,2702,XRF2,1,2022-08-26,16:35:06,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,250.0,24.64,24.64,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85292,10822,1709,3516,74,144,133,6349,79,416,69,62,436761,3266,XRF2,1,2022-08-26,16:35:30,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,300.0,24.69,24.69,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85098,10820,1695,3356,77,155,139,6115,49,500,36,59,437422,3752,XRF2,1,2022-08-26,16:35:54,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,350.0,24.740000000000002,24.740000000000002,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85696,10359,1732,3490,25,138,166,6297,97,442,37,61,437041,4618,XRF2,1,2022-08-26,16:36:19,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,400.0,24.79,24.79,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85603,10749,1239,3549,40,124,96,6485,71,388,20,60,436244,3572,XRF2,1,2022-08-26,16:36:43,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,450.0,24.84,24.84,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85050,10954,1226,3494,69,176,89,6325,42,428,22,67,434380,3535,XRF2,1,2022-08-26,16:37:07,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,490.0,24.88,24.88,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85209,11081,1177,3463,87,148,123,6538,81,364,21,69,433424,3303,XRF2,1,2022-08-26,16:37:31,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,550.0,24.94,24.94,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85908,10882,1249,3503,69,174,100,6618,34,375,39,101,434475,4462,XRF2,1,2022-08-26,16:37:56,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,600.0,24.990000000000002,24.990000000000002,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85875,10585,1265,3501,34,152,107,6343,112,450,22,53,437836,4803,XRF2,1,2022-08-26,16:38:20,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,650.0,25.04,25.04,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85648,10295,1479,3567,60,151,97,6399,87,430,28,103,438528,3797,XRF2,1,2022-08-26,16:38:44,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,700.0,25.09,25.09,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85539,10108,1338,3388,28,142,127,6417,160,532,42,93,440280,3636,XRF2,1,2022-08-26,16:39:08,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,750.0,25.14,25.14,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,85248,9810,1371,3421,64,118,111,6374,20,430,24,28,438994,3174,XRF2,1,2022-08-26,16:39:33,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,800.0,25.19,25.19,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,86767,10112,1461,3462,51,150,70,6475,107,431,33,45,442812,3810,XRF2,1,2022-08-26,16:39:57,YEON,2022-09-02 18:20:27,
