Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,5,H,1,A,1100.0,36.300000000000004,36.300000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86055,9980,1735,3460,54,133,89,6259,105,356,31,86,438155,5143,XRF2,1,2022-08-30,13:06:44,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1150.0,36.35,36.35,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85983,10409,1872,3571,97,106,117,6157,21,409,29,42,437667,4352,XRF2,1,2022-08-30,13:07:07,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1200.0,36.400000000000006,36.400000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85595,10053,1887,3383,23,137,62,6056,63,430,34,58,436954,3833,XRF2,1,2022-08-30,13:07:30,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1250.0,36.45,36.45,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86050,10820,1745,3567,66,121,158,6147,105,484,24,70,436230,4103,XRF2,1,2022-08-30,13:07:53,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1300.0,36.5,36.5,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85251,10677,1633,3429,64,138,144,6114,122,424,34,48,434355,4171,XRF2,1,2022-08-30,13:08:15,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1350.0,36.550000000000004,36.550000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85485,10644,1717,3590,39,147,120,6020,77,452,43,47,435244,5237,XRF2,1,2022-08-30,13:08:38,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1400.0,36.6,36.6,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85044,9562,1852,3486,41,132,127,5802,109,422,36,109,436757,4480,XRF2,1,2022-08-30,13:09:03,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1450.0,36.650000000000006,36.650000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,84615,9195,2025,3420,116,142,129,5579,96,489,46,55,437329,4168,XRF2,1,2022-08-30,13:09:26,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1480.0,36.68,36.68,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,83478,9585,1692,3481,92,133,144,5339,57,406,28,74,438523,4035,XRF2,1,2022-08-30,13:09:49,YEON,2022-09-02 18:20:44,
395E,U1561,A,4,H,CC,A,25.0,35.324999999999996,35.324999999999996,44834962,SHLF10903541,50,0.75,10,14,10,12,Cu,86171,9390,1962,3599,82,192,122,6079,136,483,35,45,445998,4358,XRF2,1,2022-08-30,12:28:20,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,CC,A,75.0,35.375,35.375,44834962,SHLF10903541,50,0.75,10,14,10,12,Cu,85911,8234,1897,3419,68,189,136,6195,76,450,54,50,435137,4092,XRF2,1,2022-08-30,12:28:42,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,CC,A,125.0,35.425,35.425,44834962,SHLF10903541,50,0.75,10,14,10,12,Cu,85387,8621,2052,3507,91,154,145,6154,84,493,50,81,435695,4596,XRF2,1,2022-08-30,12:29:05,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,CC,A,175.0,35.474999999999994,35.474999999999994,44834962,SHLF10903541,50,0.75,10,14,10,12,Cu,87492,9469,2064,3587,75,222,180,6505,60,453,67,65,436834,4720,XRF2,1,2022-08-30,12:29:28,YEON,2022-09-02 18:20:42,
395E,U1561,A,5,H,2,A,50.0,36.75,36.75,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86315,10167,1754,3604,29,110,162,6089,71,534,37,63,437574,5201,XRF2,1,2022-08-30,14:00:07,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,100.0,36.800000000000004,36.800000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85970,9124,2001,3350,35,156,151,6086,89,544,45,72,435368,3630,XRF2,1,2022-08-30,14:00:30,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,150.0,36.85,36.85,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86264,10009,1969,3590,62,145,144,6166,120,460,35,117,436000,3749,XRF2,1,2022-08-30,14:00:53,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,200.0,36.900000000000006,36.900000000000006,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86247,10765,1727,3504,23,142,100,6429,85,355,47,12,435590,4028,XRF2,1,2022-08-30,14:01:16,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,250.0,36.95,36.95,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86716,10649,1534,3534,57,189,95,6467,90,436,62,48,435977,4260,XRF2,1,2022-08-30,14:01:39,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,300.0,37.0,37.0,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,87231,10296,1697,3632,58,139,103,6555,93,529,43,53,437176,4456,XRF2,1,2022-08-30,14:02:03,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,350.0,37.050000000000004,37.050000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86406,11015,1513,3653,48,134,90,6644,74,430,65,56,434372,3817,XRF2,1,2022-08-30,14:02:26,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,400.0,37.1,37.1,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86469,11102,1731,3529,32,187,94,6691,107,526,64,51,436608,3801,XRF2,1,2022-08-30,14:02:49,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,450.0,37.150000000000006,37.150000000000006,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86435,11103,1562,3419,54,137,154,6443,74,399,78,65,437028,4468,XRF2,1,2022-08-30,14:03:12,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,500.0,37.2,37.2,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86293,10946,1468,3466,45,150,164,6440,48,466,33,53,435632,4283,XRF2,1,2022-08-30,14:03:35,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,550.0,37.25,37.25,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85702,10335,1551,3416,54,151,144,6482,105,427,22,70,433559,4013,XRF2,1,2022-08-30,14:03:58,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,600.0,37.300000000000004,37.300000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86145,10759,1415,3593,38,137,105,6748,106,449,21,66,434329,4215,XRF2,1,2022-08-30,14:04:22,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,650.0,37.35,37.35,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86386,10946,1604,3554,97,139,133,6617,106,408,43,49,435733,4255,XRF2,1,2022-08-30,14:04:45,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,700.0,37.400000000000006,37.400000000000006,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86532,11005,1538,3573,42,175,90,6588,79,425,60,85,435662,4667,XRF2,1,2022-08-30,14:05:08,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,750.0,37.45,37.45,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86154,11078,1601,3426,24,113,132,6757,84,478,46,93,433749,4392,XRF2,1,2022-08-30,14:05:32,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,800.0,37.5,37.5,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86448,11215,1426,3546,65,120,157,6848,17,435,49,76,436574,4302,XRF2,1,2022-08-30,14:05:55,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,850.0,37.550000000000004,37.550000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86192,11078,1387,3537,66,136,100,6834,58,489,59,100,436838,3971,XRF2,1,2022-08-30,14:06:19,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,900.0,37.6,37.6,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86842,10967,1630,3456,40,142,134,6629,58,413,63,75,441332,4425,XRF2,1,2022-08-30,14:06:42,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,950.0,37.650000000000006,37.650000000000006,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86361,10916,1569,3476,76,128,139,6704,74,349,56,110,440924,4149,XRF2,1,2022-08-30,14:07:05,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1000.0,37.7,37.7,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86321,10772,1718,3476,75,127,83,6828,84,386,48,79,440620,4132,XRF2,1,2022-08-30,14:07:30,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1050.0,37.75,37.75,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85839,10383,1638,3553,31,133,133,6601,65,414,76,98,438682,3683,XRF2,1,2022-08-30,14:07:53,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1100.0,37.800000000000004,37.800000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86059,10105,1681,3465,51,145,92,6561,103,552,49,80,437005,3880,XRF2,1,2022-08-30,14:08:16,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1150.0,37.85,37.85,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85928,10634,1718,3393,62,163,159,6473,35,415,40,39,437591,4245,XRF2,1,2022-08-30,14:08:39,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1200.0,37.900000000000006,37.900000000000006,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,86255,10866,1849,3522,88,185,136,6761,105,375,46,36,434868,4379,XRF2,1,2022-08-30,14:09:02,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1250.0,37.95,37.95,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85487,10790,1677,3495,46,161,149,6548,81,352,35,69,436082,4192,XRF2,1,2022-08-30,14:09:25,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1300.0,38.0,38.0,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85644,10905,1550,3490,57,152,136,6612,80,376,50,90,436129,4285,XRF2,1,2022-08-30,14:09:48,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1350.0,38.050000000000004,38.050000000000004,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,85209,10694,1536,3370,55,162,124,6302,44,386,40,29,436604,3782,XRF2,1,2022-08-30,14:10:11,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1400.0,38.1,38.1,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,84196,10253,1740,3353,43,123,30,5925,47,358,29,40,437122,4240,XRF2,1,2022-08-30,14:10:34,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,2,A,1430.0,38.13,38.13,44834982,SHLF10903781,50,0.75,10,14,10,12,Cu,83872,9874,1592,3470,70,103,112,5882,23,421,47,70,440423,3713,XRF2,1,2022-08-30,14:10:57,YEON,2022-09-02 18:20:46,
395E,U1561,A,5,H,3,A,50.0,38.25,38.25,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,85707,9746,1914,3546,86,153,140,6416,68,445,54,80,435429,4039,XRF2,1,2022-08-30,14:39:38,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,100.0,38.300000000000004,38.300000000000004,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86007,10239,2013,3434,55,132,105,6721,128,527,47,35,435334,4107,XRF2,1,2022-08-30,14:40:01,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,150.0,38.35,38.35,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,85759,10554,1908,3500,99,128,149,6475,99,327,33,74,434554,4498,XRF2,1,2022-08-30,14:40:24,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,200.0,38.400000000000006,38.400000000000006,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,85616,10102,2097,3543,87,147,166,6378,103,489,89,85,433568,4818,XRF2,1,2022-08-30,14:40:47,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,250.0,38.45,38.45,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86082,10076,2058,3479,67,167,188,6141,82,447,34,59,435695,3915,XRF2,1,2022-08-30,14:41:10,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,300.0,38.5,38.5,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86550,10790,2144,3475,58,96,108,6508,56,421,58,74,439256,3356,XRF2,1,2022-08-30,14:41:33,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,350.0,38.550000000000004,38.550000000000004,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86587,11207,1966,3506,93,158,87,6473,100,469,20,47,438818,3997,XRF2,1,2022-08-30,14:41:56,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,400.0,38.6,38.6,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86176,10793,1982,3521,54,169,142,6275,90,393,42,115,438754,4881,XRF2,1,2022-08-30,14:42:19,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,450.0,38.650000000000006,38.650000000000006,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86153,10494,2084,3561,45,167,73,6417,64,436,38,104,437417,3736,XRF2,1,2022-08-30,14:42:42,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,500.0,38.7,38.7,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,85550,10685,1858,3444,63,173,136,6340,98,418,16,33,436448,3130,XRF2,1,2022-08-30,14:43:05,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,550.0,38.75,38.75,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,85384,9833,1631,3455,34,156,112,6315,121,398,37,77,435505,3741,XRF2,1,2022-08-30,14:43:28,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,600.0,38.800000000000004,38.800000000000004,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86145,10154,1626,3509,64,184,88,6300,109,476,41,68,435114,4108,XRF2,1,2022-08-30,14:43:51,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,650.0,38.85,38.85,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86393,10317,2108,3595,89,187,216,6295,37,451,86,92,437503,3900,XRF2,1,2022-08-30,14:44:14,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,700.0,38.900000000000006,38.900000000000006,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,86503,10100,1867,3420,39,147,151,6202,69,389,84,69,442728,3815,XRF2,1,2022-08-30,14:44:37,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,750.0,38.95,38.95,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,87020,11172,1799,3529,51,134,116,6093,122,449,52,131,452627,3270,XRF2,1,2022-08-30,14:45:01,YEON,2022-09-02 18:20:47,
395E,U1561,A,5,H,3,A,775.0,38.975,38.975,44834992,SHLF10903811,50,0.75,10,14,10,12,Cu,87393,11536,1800,3478,56,95,117,6214,67,445,36,52,453726,3483,XRF2,1,2022-08-30,14:45:24,YEON,2022-09-02 18:20:47,
395E,U1561,A,6,H,1,A,50.0,44.75,44.75,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85107,9094,3260,3444,88,141,263,4929,53,523,108,26,435830,1589,XRF2,1,2022-08-30,15:14:27,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,100.0,44.800000000000004,44.800000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84660,9461,2770,3414,61,111,166,5003,87,468,29,96,434537,1131,XRF2,1,2022-08-30,15:14:50,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,150.0,44.85,44.85,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84946,9406,3218,3457,33,141,210,4932,119,527,34,87,434748,1401,XRF2,1,2022-08-30,15:15:13,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,200.0,44.900000000000006,44.900000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85440,9752,2985,3561,73,191,130,5194,112,556,84,74,435358,1298,XRF2,1,2022-08-30,15:15:36,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,250.0,44.95,44.95,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84623,9940,2554,3557,96,122,113,4974,66,386,55,145,439339,1197,XRF2,1,2022-08-30,15:15:59,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,300.0,45.0,45.0,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85212,10530,2533,3430,73,67,130,5037,79,512,34,109,438929,968,XRF2,1,2022-08-30,15:16:24,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,350.0,45.050000000000004,45.050000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84813,9987,2435,3447,25,129,127,5029,129,446,31,74,438606,1264,XRF2,1,2022-08-30,15:16:47,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,400.0,45.1,45.1,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84974,9706,2705,3512,58,106,170,4916,111,515,48,103,437230,1063,XRF2,1,2022-08-30,15:17:10,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,450.0,45.150000000000006,45.150000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84782,9336,2967,3499,59,135,153,4806,139,558,32,75,436835,1111,XRF2,1,2022-08-30,15:17:33,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,500.0,45.2,45.2,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84836,9272,2885,3411,32,138,176,4958,72,520,83,83,434949,1293,XRF2,1,2022-08-30,15:17:56,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,550.0,45.25,45.25,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84838,9784,2457,3316,65,140,157,5184,127,559,61,74,433186,855,XRF2,1,2022-08-30,15:18:19,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,600.0,45.300000000000004,45.300000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85151,9911,2630,3557,107,173,142,5020,115,551,83,103,434773,1261,XRF2,1,2022-08-30,15:18:42,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,650.0,45.35,45.35,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85307,9438,2865,3486,67,166,192,5109,162,538,55,146,432305,1191,XRF2,1,2022-08-30,15:19:05,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,700.0,45.400000000000006,45.400000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85624,9260,3058,3390,49,134,182,5208,105,524,39,81,434089,1445,XRF2,1,2022-08-30,15:19:29,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,750.0,45.45,45.45,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85677,9655,2822,3585,84,124,146,5228,86,588,23,71,435394,1008,XRF2,1,2022-08-30,15:19:52,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,800.0,45.5,45.5,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85427,9717,2790,3447,34,138,161,5288,130,575,47,43,435228,1150,XRF2,1,2022-08-30,15:20:15,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,850.0,45.550000000000004,45.550000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85885,9463,3071,3437,71,157,155,5429,58,545,75,131,436873,1063,XRF2,1,2022-08-30,15:20:38,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,900.0,45.6,45.6,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,86276,9075,3099,3498,58,173,130,5459,53,516,56,43,441322,1245,XRF2,1,2022-08-30,15:21:01,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,950.0,45.650000000000006,45.650000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85971,8631,3541,3498,70,210,163,5126,40,414,75,110,442153,939,XRF2,1,2022-08-30,15:21:24,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1000.0,45.7,45.7,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85483,8951,3134,3552,72,186,97,4912,95,495,49,56,442161,962,XRF2,1,2022-08-30,15:21:47,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1050.0,45.75,45.75,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,84412,8563,2635,3360,48,130,132,4381,94,411,39,76,443272,1012,XRF2,1,2022-08-30,15:22:10,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1100.0,45.800000000000004,45.800000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85331,7939,3070,3398,67,205,152,4632,139,432,26,75,440832,1147,XRF2,1,2022-08-30,15:22:34,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1150.0,45.85,45.85,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85581,7674,2796,3452,91,176,185,4476,55,491,39,56,442131,848,XRF2,1,2022-08-30,15:22:57,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1200.0,45.900000000000006,45.900000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85350,8527,2863,3497,84,202,142,4749,151,489,86,52,442524,867,XRF2,1,2022-08-30,15:23:20,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1250.0,45.95,45.95,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85947,8856,3047,3572,113,180,200,4878,141,513,91,173,439768,931,XRF2,1,2022-08-30,15:23:43,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1300.0,46.0,46.0,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,86265,9180,3136,3522,93,144,161,4860,116,469,51,96,438418,964,XRF2,1,2022-08-30,15:24:06,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1350.0,46.050000000000004,46.050000000000004,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,86237,9040,3187,3490,31,211,106,4911,135,479,38,118,436538,1062,XRF2,1,2022-08-30,15:24:29,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1400.0,46.1,46.1,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,85942,8730,3310,3471,85,189,190,4944,101,460,46,96,436112,1152,XRF2,1,2022-08-30,15:24:54,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1450.0,46.150000000000006,46.150000000000006,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,86050,8916,3122,3538,65,143,172,5048,110,438,107,71,436386,855,XRF2,1,2022-08-30,15:25:17,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,1,A,1480.0,46.18,46.18,44835002,SHLF10903911,50,0.75,10,14,10,12,Cu,86481,8809,3043,3540,80,189,146,4811,101,487,32,102,445015,932,XRF2,1,2022-08-30,15:25:40,YEON,2022-09-02 18:20:49,
395E,U1561,A,6,H,2,A,80.0,46.28,46.28,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,88310,8419,3493,3529,72,190,214,4827,153,600,32,127,439849,1296,XRF2,1,2022-08-30,15:36:34,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,2,A,100.0,46.300000000000004,46.300000000000004,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,87480,9063,3342,3675,99,169,177,5076,125,527,45,81,439874,903,XRF2,1,2022-08-30,15:36:58,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,2,A,150.0,46.35,46.35,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,88030,8045,2960,3591,48,211,185,4967,75,472,88,139,439781,1063,XRF2,1,2022-08-30,15:37:21,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,2,A,200.0,46.400000000000006,46.400000000000006,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,87814,8804,3273,3791,46,172,166,5203,98,455,53,107,438453,1228,XRF2,1,2022-08-30,15:37:44,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,2,A,250.0,46.45,46.45,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,87555,8381,3297,3544,81,197,175,5020,109,453,47,87,438705,1163,XRF2,1,2022-08-30,15:38:07,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,2,A,300.0,46.5,46.5,44835012,SHLF10903941,50,0.75,10,14,10,12,Cu,86467,8365,3218,3568,57,165,164,4797,75,540,62,77,440404,1061,XRF2,1,2022-08-30,15:38:32,YEON,2022-09-02 18:20:50,
395E,U1561,A,6,H,3,A,50.0,46.76,46.76,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,85586,7401,2798,3453,111,200,152,4578,137,417,53,57,440219,997,XRF2,1,2022-08-30,16:06:23,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,100.0,46.81,46.81,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,86548,7699,3012,3724,93,193,138,4892,138,406,43,127,438497,1133,XRF2,1,2022-08-30,16:06:46,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,150.0,46.86,46.86,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,86329,8388,3074,3477,54,160,127,4926,117,451,89,116,434973,1034,XRF2,1,2022-08-30,16:07:09,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,200.0,46.910000000000004,46.910000000000004,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,86673,8537,3218,3641,57,219,138,4961,77,526,69,71,434986,981,XRF2,1,2022-08-30,16:07:32,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,250.0,46.96,46.96,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,87118,7960,2944,3621,97,212,165,5116,130,480,94,83,437043,858,XRF2,1,2022-08-30,16:07:57,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,800.0,47.51,47.51,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,88023,8708,3170,3488,89,162,223,5018,136,441,52,52,444101,1006,XRF2,1,2022-08-30,16:08:26,YEON,2022-09-02 18:20:52,
395E,U1561,A,6,H,3,A,850.0,47.56,47.56,44835022,SHLF10903971,50,0.75,10,14,10,12,Cu,89195,9514,3390,3673,84,207,131,5386,157,572,37,152,443994,1328,XRF2,1,2022-08-30,16:08:49,YEON,2022-09-02 18:20:52,
