Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1557-AB-20220529-Shipboard2 (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1557,B,44,X,3,A,700.0,405.4,409.86,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,346458,0,1421,14566,855,990,27232,-4374,9806,1353063,1212,259,1929,20852,43978,XRF1,2,2022-12-14,12:51:46,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,740.0,405.44,409.90000000000003,44859652,SHLF10868001,10,0.16,6,11,10,12,No-Filter,395150,-77,1587,16590,582,828,31530,-5718,11061,1538716,1496,271,1986,23449,49537,XRF1,2,2022-12-14,12:52:09,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,760.0,405.46,409.92,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,380568,-77,1490,16455,519,760,26508,-4441,10682,1489278,1360,57,2156,22671,47570,XRF1,2,2022-12-14,12:52:29,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,770.0,405.46999999999997,409.93,44741162,SHLF10868001,10,0.16,6,9,10,12,No-Filter,294089,-66,480,12070,506,1668,61668,-766,6136,1080157,1305,555,2004,20814,43792,XRF2,1,2021-09-17,17:25:00,HERTZBERG,2021-09-22 21:03:31,
390C,U1557,B,44,X,3,A,780.0,405.47999999999996,409.94,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,360465,-43,1287,12795,803,1111,32113,-3975,9791,1407141,1587,123,1899,21437,44260,XRF1,2,2022-12-14,12:52:49,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,800.0,405.5,409.96000000000004,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,375891,-45,1361,14764,660,614,28646,-4323,10492,1473060,1152,298,1828,22106,46049,XRF1,2,2022-12-14,12:53:09,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,820.0,405.52,409.98,44859652,SHLF10868001,10,0.16,6,11,10,12,No-Filter,385457,-46,1491,15606,733,974,28718,-4767,10847,1510104,1334,156,1869,22145,46865,XRF1,2,2022-12-14,12:53:29,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,830.0,405.53,409.99,44741162,SHLF10868001,10,0.16,6,9,10,12,No-Filter,300420,-94,463,11862,317,1696,74561,-2743,6186,1078030,1384,503,1805,21871,47401,XRF2,1,2021-09-17,17:25:22,HERTZBERG,2021-09-22 21:03:31,
390C,U1557,B,44,X,3,A,840.0,405.53999999999996,410.0,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,372063,-31,1474,14951,517,1206,34921,-5184,9987,1443720,1333,25,1782,22604,45852,XRF1,2,2022-12-14,12:53:49,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,860.0,405.56,410.02000000000004,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,351904,-77,1482,14755,619,828,27498,-4294,9697,1374936,1272,260,1809,21219,44119,XRF1,2,2022-12-14,12:54:09,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,880.0,405.58,410.04,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,365161,-24,1599,15524,634,558,30326,-4631,10293,1424593,1270,348,2038,21963,45558,XRF1,2,2022-12-14,12:54:32,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,900.0,405.59999999999997,410.06,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,367479,-76,1493,14915,600,872,33156,-5104,10374,1425646,1319,448,2025,22238,46640,XRF1,2,2022-12-14,12:54:54,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,920.0,405.62,410.08000000000004,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,358138,-47,1402,14350,566,934,29747,-4924,9962,1397031,1450,209,2010,21412,44976,XRF1,2,2022-12-14,12:55:15,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,935.0,405.635,410.095,44741162,SHLF10868001,10,0.16,6,9,10,12,No-Filter,289888,-87,398,10823,267,2463,81849,-2648,5690,1020842,1270,363,1766,21804,46512,XRF2,1,2021-09-17,17:25:45,HERTZBERG,2021-09-22 21:03:31,
390C,U1557,B,44,X,3,A,940.0,405.64,410.1,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,373410,-75,1487,14684,465,629,30558,-4349,10435,1458330,1548,576,2034,21932,45447,XRF1,2,2022-12-14,12:55:34,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,960.0,405.65999999999997,410.12,44859652,SHLF10868001,10,0.16,6,10,10,12,No-Filter,372849,-16,1523,15655,691,1007,29881,-4819,10259,1455446,1311,243,1670,21958,47562,XRF1,2,2022-12-14,12:55:54,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,985.0,405.685,410.14500000000004,44859652,SHLF10868001,10,0.16,6,11,10,12,No-Filter,387531,-75,1379,14811,386,965,34221,-5277,11027,1509721,1371,182,2030,25138,46928,XRF1,2,2022-12-14,12:56:15,YEON,2023-01-02 18:51:37,
390C,U1557,B,44,X,3,A,990.0,405.69,410.15000000000003,44741162,SHLF10868001,10,0.16,6,9,10,12,No-Filter,307162,-55,453,11496,287,1912,69049,-1613,6438,1123216,1153,487,1994,23893,44431,XRF2,1,2021-09-17,17:26:07,HERTZBERG,2021-09-22 21:03:31,
390C,U1557,B,44,X,4,A,100.0,406.3,410.76000000000005,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,360470,-70,1525,16627,842,537,23027,-3669,10583,1412384,1492,137,2422,21226,45922,XRF1,2,2022-12-14,10:32:07,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,120.0,406.32,410.78000000000003,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,340232,-63,1452,15378,793,709,21385,-3693,10119,1332606,1560,179,1963,20336,44848,XRF1,2,2022-12-14,10:32:26,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,140.0,406.34,410.8,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,337252,13,1300,13870,462,611,25613,-3912,9400,1318411,1264,379,1908,19576,44341,XRF1,2,2022-12-14,10:32:46,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,150.0,406.34999999999997,410.81,44741172,SHLF10868031,10,0.16,6,9,10,12,No-Filter,262512,-91,501,11741,334,1578,63340,122,4779,942201,1224,278,1755,18363,42141,XRF2,1,2021-09-17,16:59:50,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,160.0,406.36,410.82000000000005,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,372093,-65,1514,15292,863,644,25481,-4769,9632,1463918,1379,456,2336,20857,45132,XRF1,2,2022-12-14,10:33:06,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,180.0,406.38,410.84000000000003,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,387163,-72,1471,15926,727,699,27519,-4593,10598,1520140,1165,279,2283,21587,46333,XRF1,2,2022-12-14,10:33:26,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,185.0,406.385,410.845,44741172,SHLF10868031,10,0.16,6,9,10,12,No-Filter,295812,-74,506,12128,360,1839,65940,-1502,5664,1079452,1360,309,1909,19563,45007,XRF2,1,2021-09-17,17:00:08,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,200.0,406.4,410.86,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,378257,-48,1690,17649,806,610,26465,-5022,10709,1476946,1419,178,2226,21958,48310,XRF1,2,2022-12-14,10:33:46,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,220.0,406.42,410.88000000000005,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,378574,-46,1608,15613,648,693,28418,-5265,10460,1482306,1300,205,2123,20539,48034,XRF1,2,2022-12-14,10:34:06,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,240.0,406.44,410.90000000000003,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,383931,-83,1309,13972,669,601,27523,-5169,9825,1511278,1287,429,2580,19981,47432,XRF1,2,2022-12-14,10:34:26,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,242.0,406.442,410.90200000000004,44741172,SHLF10868031,10,0.16,6,9,10,12,No-Filter,295073,-88,432,11224,366,1855,71038,-2202,5405,1070026,1090,484,2190,19145,44986,XRF2,1,2021-09-17,17:00:30,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,260.0,406.46,410.92,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,364639,-72,1510,15180,729,576,26416,-4741,9923,1427938,1452,424,2454,20214,47010,XRF1,2,2022-12-14,10:34:46,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,280.0,406.47999999999996,410.94,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,354062,-23,1275,14056,596,552,24997,-4053,9355,1394257,1178,304,2280,19165,43490,XRF1,2,2022-12-14,10:35:06,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,310.0,406.51,410.97,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,347136,-43,1370,14146,616,642,21387,-4746,9593,1372784,1041,185,1758,18415,43249,XRF1,2,2022-12-14,10:35:29,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,320.0,406.52,410.98,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,398360,-66,1574,17786,842,481,22979,-5335,10533,1572469,1261,78,2231,20652,48524,XRF1,2,2022-12-14,10:35:48,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,340.0,406.53999999999996,411.0,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,371438,-71,1381,15043,916,760,24297,-5144,9386,1467371,947,559,2511,19390,45169,XRF1,2,2022-12-14,10:36:09,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,360.0,406.56,411.02000000000004,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,378067,-55,1339,14343,693,712,24084,-4668,9596,1497806,1068,303,2002,19289,45293,XRF1,2,2022-12-14,10:36:29,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,372.0,406.572,411.03200000000004,44741172,SHLF10868031,10,0.16,6,10,10,12,No-Filter,332434,-80,386,11989,442,2094,71706,-2925,5668,1228780,1195,137,2288,19280,46371,XRF2,1,2021-09-17,17:00:52,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,380.0,406.58,411.04,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,379602,-42,1349,12946,866,626,22891,-4619,9236,1507572,1200,389,2402,19100,44588,XRF1,2,2022-12-14,10:36:49,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,390.0,406.59,411.05,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,382390,-75,1283,13281,969,864,23116,-4916,9062,1518646,1496,221,2098,18868,45251,XRF1,2,2022-12-14,10:37:09,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,420.0,406.62,411.08000000000004,44859662,SHLF10868031,10,0.16,6,9,10,12,No-Filter,300119,-11,1035,10688,706,776,20686,-3521,7251,1182085,667,320,1977,15200,39691,XRF1,2,2022-12-14,10:37:32,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,440.0,406.64,411.1,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,363408,-77,1345,14764,801,657,24281,-4686,9631,1431945,1456,280,2350,18865,45232,XRF1,2,2022-12-14,10:37:51,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,460.0,406.65999999999997,411.12,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,353065,-66,1446,14540,717,631,22511,-4471,9318,1394607,1168,537,2082,17848,44114,XRF1,2,2022-12-14,10:38:11,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,480.0,406.68,411.14000000000004,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,345120,-79,1319,11851,611,836,19727,-4367,6822,1374843,797,-29,2189,13953,43245,XRF1,2,2022-12-14,10:38:31,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,500.0,406.7,411.16,44741172,SHLF10868031,10,0.16,6,10,10,12,No-Filter,316099,-70,458,11750,427,1284,42070,-1711,2078,1236098,676,241,2119,10370,42024,XRF2,1,2021-09-17,17:01:14,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,500.0,406.7,411.16,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,360126,-42,872,6967,380,698,15196,-4223,3677,1467767,668,628,2093,10391,42499,XRF1,2,2022-12-14,10:38:50,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,510.0,406.71,411.17,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,353110,17,977,7298,536,802,14470,-3577,4009,1437245,707,651,1890,11287,41321,XRF1,2,2022-12-14,10:39:10,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,520.0,406.71999999999997,411.18,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,349315,-28,1084,8664,684,684,15072,-3545,5038,1418828,816,762,1640,12119,40169,XRF1,2,2022-12-14,10:39:30,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,530.0,406.72999999999996,411.19,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,380938,-71,1802,20253,566,701,25953,-5092,13454,1483265,1800,135,2573,26418,45129,XRF1,2,2022-12-14,10:39:52,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,540.0,406.74,411.20000000000005,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,396498,-60,1774,19998,815,645,26712,-5254,12003,1546283,1567,334,2535,26697,47714,XRF1,2,2022-12-14,10:40:13,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,550.0,406.75,411.21000000000004,44741172,SHLF10868031,10,0.16,6,10,10,12,No-Filter,333503,-41,630,14107,377,1239,59606,-2377,6634,1248257,1250,267,2180,24846,44642,XRF2,1,2021-09-17,17:01:37,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,560.0,406.76,411.22,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,377125,-72,1335,13546,529,953,34079,-5046,9587,1467882,1032,413,2720,22147,47061,XRF1,2,2022-12-14,10:40:33,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,580.0,406.78,411.24,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,363152,-78,1317,13128,789,1024,28971,-4118,7823,1427211,974,287,2440,17033,45664,XRF1,2,2022-12-14,10:40:53,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,60.0,406.26,410.72,44859662,SHLF10868031,10,0.16,6,11,10,12,No-Filter,387422,-66,1604,18129,670,505,25500,-5210,11078,1513969,1292,281,2502,23129,48565,XRF1,2,2022-12-14,10:31:27,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,4,A,80.0,406.28,410.74,44741172,SHLF10868031,10,0.16,6,9,10,12,No-Filter,248178,-57,460,12127,445,1091,50046,1123,4375,904057,1067,368,1924,17515,39385,XRF2,1,2021-09-17,16:59:30,HERTZBERG,2021-09-22 21:03:33,
390C,U1557,B,44,X,4,A,80.0,406.28,410.74,44859662,SHLF10868031,10,0.16,6,10,10,12,No-Filter,334246,-60,1385,13698,820,620,22013,-3934,8854,1315650,1274,564,2099,19007,42596,XRF1,2,2022-12-14,10:31:47,YEON,2023-01-02 18:51:39,
390C,U1557,B,44,X,CC,A,100.0,406.90000000000003,411.36,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,384689,-26,1539,16298,483,661,26513,-4975,10915,1509478,1497,205,3639,18862,47453,XRF1,2,2022-12-14,10:13:13,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,120.0,406.92,411.38,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,393563,-71,1652,18324,511,700,26267,-4991,12740,1535899,1671,245,3490,24141,46870,XRF1,2,2022-12-14,10:13:33,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,130.0,406.93,411.39,44741182,SHLF10868061,10,0.16,6,10,10,12,No-Filter,317409,-22,546,12865,508,1567,62699,-2778,7022,1168157,1496,259,2977,22854,45974,XRF2,1,2021-09-17,17:11:48,HERTZBERG,2021-09-22 21:03:35,
390C,U1557,B,44,X,CC,A,140.0,406.94,411.4,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,403980,-67,1715,18557,607,732,25274,-5271,11317,1582492,1476,224,3162,24887,47378,XRF1,2,2022-12-14,10:13:53,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,160.0,406.96000000000004,411.42,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,404147,-66,1389,16572,700,908,26784,-4911,11132,1585964,1458,71,2986,25533,47117,XRF1,2,2022-12-14,10:14:16,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,180.0,406.98,411.44,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,408017,-74,1495,16023,767,1046,26073,-4604,9507,1611384,1282,191,3158,22603,47417,XRF1,2,2022-12-14,10:14:40,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,185.0,406.985,411.445,44741182,SHLF10868061,10,0.16,6,10,10,12,No-Filter,365637,-77,456,12487,558,1619,63289,-3788,5901,1377479,1387,431,2899,21849,48627,XRF2,1,2021-09-17,17:12:09,HERTZBERG,2021-09-22 21:03:35,
390C,U1557,B,44,X,CC,A,200.0,407.0,411.46,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,375401,-60,1491,15811,740,740,24479,-4312,10355,1477359,1360,169,2992,19784,46588,XRF1,2,2022-12-14,10:15:03,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,220.0,407.02000000000004,411.48,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,361025,-66,2084,22987,774,531,22980,-4630,16599,1390173,1760,143,3521,28821,45031,XRF1,2,2022-12-14,10:15:23,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,230.0,407.03000000000003,411.49,44741182,SHLF10868061,10,0.16,6,10,10,12,No-Filter,341659,-50,772,16409,617,1486,59540,-2549,10648,1258519,1977,347,3302,27430,46777,XRF2,1,2021-09-17,17:12:30,HERTZBERG,2021-09-22 21:03:35,
390C,U1557,B,44,X,CC,A,240.0,407.04,411.5,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,371821,-77,1840,19586,845,581,23641,-4746,13618,1443412,1550,163,3722,25290,46500,XRF1,2,2022-12-14,10:15:43,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,260.0,407.06,411.52,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,340133,-53,1394,14626,790,596,19610,-2881,10793,1335512,1136,249,2943,19759,43231,XRF1,2,2022-12-14,10:16:06,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,280.0,407.08,411.53999999999996,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,355517,-88,1386,13768,548,682,22271,-3200,9347,1398937,1275,269,3404,17825,44822,XRF1,2,2022-12-14,10:16:25,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,290.0,407.09000000000003,411.55,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,362509,-52,1490,14814,594,494,25603,-3921,10312,1423077,1400,308,3192,18312,44810,XRF1,2,2022-12-14,10:16:45,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,60.0,406.86,411.32,44859672,SHLF10868061,10,0.16,6,11,10,12,No-Filter,381892,-33,2059,20175,723,646,22707,-4840,13081,1489294,1971,406,3711,21759,46878,XRF1,2,2022-12-14,10:12:32,YEON,2023-01-02 18:51:41,
390C,U1557,B,44,X,CC,A,80.0,406.88,411.34,44859672,SHLF10868061,10,0.16,6,10,10,12,No-Filter,361497,-71,1580,15317,631,744,25227,-4385,10608,1419987,1444,94,3318,17955,45410,XRF1,2,2022-12-14,10:12:53,YEON,2023-01-02 18:51:41,
390C,U1557,B,45,X,1,A,100.0,411.40000000000003,415.86,44859682,SHLF10868201,10,0.16,6,11,10,12,No-Filter,398833,-83,1222,11580,507,1318,40765,-5420,10250,1548246,1277,993,2559,19477,49804,XRF1,2,2022-12-13,17:36:29,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1000.0,412.3,416.76,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,361934,-83,1168,12230,559,1483,47428,-5385,10525,1379357,1358,296,2261,22997,48950,XRF1,2,2022-12-13,17:47:31,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1015.0,412.315,416.775,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,346393,-46,966,9629,440,1384,51626,-4942,9988,1312736,1354,989,1984,22076,47465,XRF1,2,2022-12-13,17:47:51,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1035.0,412.33500000000004,416.795,44741192,SHLF10868201,10,0.16,6,10,10,12,No-Filter,333136,-84,670,14372,500,1559,60831,-2502,6939,1240694,1462,672,1996,23729,45894,XRF2,1,2021-09-17,16:37:27,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1040.0,412.34000000000003,416.8,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,354977,-71,1008,8091,345,1772,58535,-5370,9466,1331778,1217,925,1887,23178,47778,XRF1,2,2022-12-13,17:48:10,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1060.0,412.36,416.82,44741192,SHLF10868201,10,0.16,6,10,10,12,No-Filter,348041,-29,682,14041,483,1836,67230,-3669,7465,1289267,1267,390,2251,25283,48060,XRF2,1,2021-09-17,16:37:48,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1060.0,412.36,416.82,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,357085,-53,860,8501,336,2002,62669,-5952,9851,1338738,1344,953,2175,23298,48513,XRF1,2,2022-12-13,17:48:29,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1080.0,412.38,416.84,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,369040,-72,1136,12396,528,1358,46540,-5599,10541,1409889,1337,216,1941,23603,49108,XRF1,2,2022-12-13,17:48:49,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1100.0,412.40000000000003,416.86,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,334448,-64,987,8761,334,1754,55087,-5286,9154,1258919,1384,630,1766,21968,46077,XRF1,2,2022-12-13,17:49:09,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1120.0,412.42,416.88,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,338199,-51,1052,8775,532,1817,57724,-4946,9152,1266973,1398,767,1802,22952,47077,XRF1,2,2022-12-13,17:49:28,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1135.0,412.435,416.895,44741192,SHLF10868201,10,0.16,6,10,10,12,No-Filter,323699,-29,626,13639,498,1693,65830,-2536,7090,1190603,1244,535,1915,23658,46767,XRF2,1,2021-09-17,16:38:10,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1140.0,412.44,416.9,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,359569,-73,1002,10109,313,1865,56350,-5415,10409,1356975,1497,1092,2123,22882,48675,XRF1,2,2022-12-13,17:49:48,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,120.0,411.42,415.88,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,355047,-3,1270,12525,677,1404,35808,-4954,9277,1377320,1194,158,2295,18482,45278,XRF1,2,2022-12-13,17:36:52,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1240.0,412.54,417.0,44859682,SHLF10868201,10,0.16,6,9,10,12,No-Filter,289162,-68,1124,10108,435,748,32469,-2639,8079,1107475,1032,269,1562,16656,42211,XRF1,2,2022-12-13,17:50:10,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,125.0,411.425,415.885,44741192,SHLF10868201,10,0.16,6,9,10,12,No-Filter,247627,-87,284,9115,256,2659,83060,-1220,4615,836219,1210,262,2137,17376,44388,XRF2,1,2021-09-17,16:33:49,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1300.0,412.6,417.06,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,324302,-54,970,9545,437,1570,49497,-4184,9383,1219598,1261,737,1574,20766,47630,XRF1,2,2022-12-13,17:50:32,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1305.0,412.605,417.065,44741192,SHLF10868201,10,0.16,6,9,10,12,No-Filter,306082,-52,571,13209,319,1764,66222,-2709,6865,1112878,1400,358,2238,21789,45786,XRF2,1,2021-09-17,16:38:34,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1340.0,412.64,417.09999999999997,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,346714,-27,784,6747,446,2193,64092,-5499,9584,1297216,1197,493,1856,21723,48658,XRF1,2,2022-12-13,17:50:54,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1350.0,412.65000000000003,417.11,44741192,SHLF10868201,10,0.16,6,10,10,12,No-Filter,322172,-65,468,11313,357,2141,77905,-3320,6966,1166962,1386,513,1818,23131,47378,XRF2,1,2021-09-17,16:38:54,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1360.0,412.66,417.12,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,344936,-69,873,6896,405,2246,69360,-5520,9571,1278340,1554,494,1777,21705,48980,XRF1,2,2022-12-13,17:51:13,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1380.0,412.68,417.14,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,357501,-52,884,8896,401,1767,59196,-5285,9672,1346975,1339,738,1849,22160,48591,XRF1,2,2022-12-13,17:51:33,YEON,2023-01-02 18:51:44,
390C,U1557,B,45,X,1,A,1400.0,412.7,417.15999999999997,44741192,SHLF10868201,10,0.16,6,10,10,12,No-Filter,324105,-69,457,11007,250,2072,79501,-3425,7418,1172502,1558,469,1756,23129,47856,XRF2,1,2021-09-17,16:39:15,HERTZBERG,2021-09-22 21:03:36,
390C,U1557,B,45,X,1,A,1400.0,412.7,417.15999999999997,44859682,SHLF10868201,10,0.16,6,10,10,12,No-Filter,358464,-63,955,8248,546,2006,59807,-4600,9691,1348989,1374,909,2166,22490,48229,XRF1,2,2022-12-13,17:51:53,YEON,2023-01-02 18:51:44,
