Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,C,2,H,2,A,1060.0,11.06,18.621,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,86703,8649,2461,3501,54,242,137,8410,162,524,76,126,436634,1525,XRF2,1,2022-11-11,13:26:51,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1080.0,11.08,18.641,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,86736,8854,2265,3572,47,173,175,8147,77,637,39,74,437193,1912,XRF2,1,2022-11-11,13:27:16,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1100.0,11.1,18.661,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,87349,9074,2424,3496,85,164,165,8604,115,586,71,72,437898,1755,XRF2,1,2022-11-11,13:27:40,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1120.0,11.120000000000001,18.681,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,87430,9101,2382,3502,37,163,147,8689,166,501,48,111,437407,1704,XRF2,1,2022-11-11,13:28:05,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1140.0,11.14,18.701,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,87371,9204,2430,3580,74,183,137,8725,109,543,63,97,436463,1647,XRF2,1,2022-11-11,13:28:30,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1160.0,11.16,18.721,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,87416,9259,2313,3546,69,210,144,8745,129,571,80,35,436257,1531,XRF2,1,2022-11-11,13:28:54,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1180.0,11.18,18.741,44854912,SHLF11641241,50,0.75,10,14,10,12,Cu,87551,9254,2471,3435,87,172,180,8857,128,543,37,14,437403,1796,XRF2,1,2022-11-11,13:29:19,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1200.0,11.2,18.761,44854912,SHLF11641241,50,0.75,10,13,10,12,Cu,68046,1192,412,2681,26,58,67,1186,72,241,30,37,441015,516,XRF2,1,2022-11-11,13:29:44,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1220.0,11.22,18.781,44854912,SHLF11641241,50,0.75,10,13,10,12,Cu,61476,185,90,2371,24,48,76,74,10,157,49,62,444334,134,XRF2,1,2022-11-11,13:30:07,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,2,A,1240.0,11.24,18.801,44854912,SHLF11641241,50,0.75,10,13,10,12,Cu,62212,148,122,2326,42,42,51,31,8,185,77,87,449759,115,XRF2,1,2022-11-11,13:30:29,YEON,2022-12-15 20:22:39,
393,U1583,C,2,H,3,A,20.0,11.52,19.081,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90568,1772,13562,3618,144,209,657,3245,614,1501,119,256,435885,3894,XRF2,1,2022-11-11,14:41:08,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,40.0,11.54,19.101,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90193,1496,14417,3678,156,230,687,3150,586,1514,146,295,433128,3629,XRF2,1,2022-11-11,14:41:33,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,60.0,11.56,19.121,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90712,1850,14286,3798,120,228,732,3123,588,1696,95,221,434446,3972,XRF2,1,2022-11-11,14:41:57,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,80.0,11.58,19.141,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90661,1072,16453,3779,151,241,803,2344,678,1643,100,310,432034,4063,XRF2,1,2022-11-11,14:42:22,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,100.0,11.6,19.161,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90910,1196,16136,3812,156,189,778,2631,605,1671,166,321,432579,3938,XRF2,1,2022-11-11,14:42:47,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,120.0,11.62,19.181,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91359,1142,16544,3762,122,160,811,2216,603,1739,164,329,433864,4021,XRF2,1,2022-11-11,14:43:12,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,140.0,11.64,19.201,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91518,1055,16742,3934,116,226,822,2176,620,1766,104,317,434841,4668,XRF2,1,2022-11-11,14:43:37,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,160.0,11.66,19.221,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91924,690,17646,3743,152,241,865,1927,665,1869,199,335,435818,4260,XRF2,1,2022-11-11,14:44:02,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,180.0,11.68,19.241,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91841,651,17950,3662,173,242,850,1555,664,1828,149,272,436096,4224,XRF2,1,2022-11-11,14:44:27,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,200.0,11.7,19.261,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92176,414,18137,3942,152,197,851,1664,584,1828,161,326,436147,4210,XRF2,1,2022-11-11,14:44:52,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,220.0,11.72,19.281,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92208,499,18268,3903,168,277,836,1538,680,1782,83,284,438927,4597,XRF2,1,2022-11-11,14:45:16,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,240.0,11.74,19.301,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91595,613,17471,3776,147,246,894,1517,629,1832,143,360,437222,4140,XRF2,1,2022-11-11,14:45:41,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,260.0,11.76,19.321,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91434,484,18149,3685,143,224,944,1676,636,1782,122,286,436188,4166,XRF2,1,2022-11-11,14:46:06,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,280.0,11.78,19.341,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92143,609,18417,3844,162,250,797,1562,673,1861,115,350,438476,4007,XRF2,1,2022-11-11,14:46:31,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,300.0,11.8,19.361,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92126,566,18219,3723,94,228,822,1659,649,1798,147,323,435637,4296,XRF2,1,2022-11-11,14:46:55,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,320.0,11.82,19.381,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92217,545,18502,3727,145,242,781,1645,664,1830,85,313,436990,4460,XRF2,1,2022-11-11,14:47:20,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,340.0,11.84,19.401,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91919,578,18482,3769,112,221,869,1634,602,1930,174,296,435760,4033,XRF2,1,2022-11-11,14:47:45,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,360.0,11.86,19.421,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91270,687,17703,3727,162,211,836,1629,629,1905,134,286,437091,3971,XRF2,1,2022-11-11,14:48:10,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,380.0,11.88,19.441,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91634,513,18082,3684,178,291,913,1540,663,1879,126,310,435505,4215,XRF2,1,2022-11-11,14:48:35,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,400.0,11.9,19.461,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91922,652,18501,3739,182,219,873,1634,616,1994,76,395,435882,4142,XRF2,1,2022-11-11,14:49:00,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,420.0,11.92,19.481,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91311,628,18481,3572,170,274,777,1657,629,1881,160,339,435079,4291,XRF2,1,2022-11-11,14:49:25,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,440.0,11.94,19.501,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91118,588,18274,3640,195,257,829,1544,559,1885,110,294,434673,4338,XRF2,1,2022-11-11,14:49:50,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,460.0,11.96,19.521,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90754,696,18110,3660,194,219,836,1627,597,1844,162,425,435221,4469,XRF2,1,2022-11-11,14:50:14,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,480.0,11.98,19.541,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,90854,500,18819,3895,139,261,847,1589,610,1906,136,294,434177,4419,XRF2,1,2022-11-11,14:50:39,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,500.0,12.0,19.561,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91976,659,18791,3770,164,268,925,1661,553,1890,140,269,434161,4784,XRF2,1,2022-11-11,14:51:04,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,520.0,12.02,19.581,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91415,507,18258,3792,101,289,905,1600,608,1872,125,266,432329,4764,XRF2,1,2022-11-11,14:51:29,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,550.0,12.05,19.611,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91862,532,18054,3677,126,200,902,1601,623,1899,137,340,435543,4421,XRF2,1,2022-11-11,14:51:54,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,560.0,12.06,19.621,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91449,648,17714,3697,161,208,858,1498,597,1837,148,339,434378,4396,XRF2,1,2022-11-11,14:52:18,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,580.0,12.08,19.641,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91779,610,17906,3742,205,281,864,1618,705,1931,113,280,435645,4294,XRF2,1,2022-11-11,14:52:43,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,600.0,12.1,19.661,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91935,606,18185,3621,163,278,850,1536,635,1793,184,286,436196,4781,XRF2,1,2022-11-11,14:53:08,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,610.0,12.11,19.671,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91766,543,18397,3852,147,260,831,1570,574,1810,144,301,435948,4611,XRF2,1,2022-11-11,14:53:33,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,640.0,12.14,19.701,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91997,561,18052,3733,127,265,944,1522,640,1927,106,251,436835,4629,XRF2,1,2022-11-11,14:53:58,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,660.0,12.16,19.721,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92032,624,18229,3719,167,244,864,1704,660,1876,169,299,436441,4568,XRF2,1,2022-11-11,14:54:23,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,680.0,12.18,19.741,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92289,614,18240,3881,131,272,827,1666,658,1830,211,405,436654,4196,XRF2,1,2022-11-11,14:54:48,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,700.0,12.2,19.761,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92462,640,18577,3855,189,275,832,1573,712,1899,181,338,436968,4337,XRF2,1,2022-11-11,14:55:13,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,720.0,12.22,19.781,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92581,602,18378,3669,171,272,900,1584,623,1892,240,318,438098,4413,XRF2,1,2022-11-11,14:55:38,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,740.0,12.24,19.801,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92090,642,18082,3675,152,212,801,1606,638,1885,87,274,437929,4207,XRF2,1,2022-11-11,14:56:03,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,760.0,12.26,19.821,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92165,540,18303,3738,135,241,930,1732,739,1908,82,271,437937,3914,XRF2,1,2022-11-11,14:56:27,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,780.0,12.28,19.841,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91943,599,18457,3679,134,209,859,1592,645,1898,191,325,437029,4506,XRF2,1,2022-11-11,14:56:52,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,800.0,12.3,19.861,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92064,580,18060,3734,188,237,868,1716,623,1825,119,367,436499,4130,XRF2,1,2022-11-11,14:57:17,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,820.0,12.32,19.881,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92248,807,18318,3791,185,272,844,1602,679,1927,128,330,436313,4101,XRF2,1,2022-11-11,14:57:42,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,840.0,12.34,19.901,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92406,760,18518,3753,203,263,853,1675,716,1791,188,228,435480,3894,XRF2,1,2022-11-11,14:58:07,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,860.0,12.36,19.921,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92566,669,18327,3793,163,213,855,1663,683,1895,150,339,437198,4268,XRF2,1,2022-11-11,14:58:32,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,880.0,12.38,19.941,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91889,695,17905,3892,188,207,881,1583,720,1921,174,330,437928,4134,XRF2,1,2022-11-11,14:58:57,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,910.0,12.41,19.971,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91716,752,18066,3780,129,232,925,1557,692,1904,234,380,435937,4224,XRF2,1,2022-11-11,14:59:22,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,920.0,12.42,19.981,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91964,536,18016,3850,149,264,869,1557,667,1935,187,255,436765,3976,XRF2,1,2022-11-11,14:59:47,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,940.0,12.44,20.001,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92189,563,18313,3722,134,196,970,1632,656,1900,180,320,436413,4033,XRF2,1,2022-11-11,15:00:12,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,960.0,12.46,20.021,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92422,607,18754,3859,157,236,830,1540,634,1910,99,335,437277,4145,XRF2,1,2022-11-11,15:00:36,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,970.0,12.47,20.031,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92420,595,18629,3676,137,206,857,1602,672,1821,140,398,437406,3916,XRF2,1,2022-11-11,15:01:01,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1000.0,12.5,20.061,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92393,670,18808,3713,194,251,905,1656,770,1846,125,383,437052,3801,XRF2,1,2022-11-11,15:01:26,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1020.0,12.52,20.081,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92796,557,18684,3866,167,245,933,1656,701,1813,167,331,437390,4379,XRF2,1,2022-11-11,15:01:51,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1040.0,12.54,20.101,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92627,525,18705,3708,179,193,855,1620,726,1976,146,369,437257,4160,XRF2,1,2022-11-11,15:02:16,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1060.0,12.56,20.121,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92352,554,18442,3833,153,291,820,1579,605,1897,173,368,435422,3991,XRF2,1,2022-11-11,15:02:41,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1080.0,12.58,20.141,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92495,595,18769,3722,182,252,933,1596,696,1895,179,380,438841,4070,XRF2,1,2022-11-11,15:03:06,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1100.0,12.6,20.161,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91886,607,18632,3723,247,277,817,1702,695,1830,156,314,437136,4126,XRF2,1,2022-11-11,15:03:31,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1130.0,12.629999999999999,20.191,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92017,747,19142,3821,169,302,849,1482,673,1870,149,318,436650,4232,XRF2,1,2022-11-11,15:03:56,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1140.0,12.64,20.201,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92178,622,19156,3678,103,232,858,1631,696,1849,198,346,436564,3726,XRF2,1,2022-11-11,15:04:21,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1160.0,12.66,20.221,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92320,675,19266,3710,167,311,844,1633,709,1931,160,401,436087,3912,XRF2,1,2022-11-11,15:04:46,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1180.0,12.68,20.241,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92714,581,19961,3839,181,219,837,1584,695,1911,123,369,437936,4095,XRF2,1,2022-11-11,15:05:10,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1200.0,12.7,20.261,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91879,586,19443,3601,190,186,839,1682,674,1738,151,332,437677,3872,XRF2,1,2022-11-11,15:05:36,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1220.0,12.72,20.281,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91821,610,19488,3869,194,245,816,1598,710,1827,125,315,436621,3652,XRF2,1,2022-11-11,15:06:01,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1240.0,12.74,20.301,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91996,585,19461,3774,163,203,840,1604,670,1840,103,332,437140,4077,XRF2,1,2022-11-11,15:06:26,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1260.0,12.76,20.321,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91684,588,19649,3702,132,231,902,1566,634,1900,197,311,435228,4073,XRF2,1,2022-11-11,15:06:51,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1280.0,12.78,20.341,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91801,580,19405,3752,150,252,921,1598,717,1662,155,323,439067,3865,XRF2,1,2022-11-11,15:07:16,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1315.0,12.815,20.376,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91230,598,18716,3821,164,227,864,1628,735,1818,123,330,436156,3933,XRF2,1,2022-11-11,15:07:42,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1320.0,12.82,20.381,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91372,724,19072,3835,219,272,842,1564,700,1793,116,347,436891,3676,XRF2,1,2022-11-11,15:08:06,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1340.0,12.84,20.401,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91246,480,18769,3704,171,292,910,1652,712,1882,142,266,435632,3856,XRF2,1,2022-11-11,15:08:32,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1360.0,12.86,20.421,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91478,535,19038,3733,213,275,855,1587,679,1774,119,341,435727,3578,XRF2,1,2022-11-11,15:08:57,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1380.0,12.879999999999999,20.441,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91428,546,18787,3793,173,273,810,1550,688,1873,213,378,434645,3745,XRF2,1,2022-11-11,15:09:21,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1400.0,12.9,20.461,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91570,591,18890,3691,167,217,841,1578,644,1852,121,302,434178,3976,XRF2,1,2022-11-11,15:09:46,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1420.0,12.92,20.481,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,92029,585,18953,3770,180,188,899,1613,692,1916,142,313,436134,3859,XRF2,1,2022-11-11,15:10:11,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1440.0,12.94,20.501,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91440,561,18176,3679,189,227,879,1529,652,1774,96,368,438840,3472,XRF2,1,2022-11-11,15:10:36,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,3,A,1460.0,12.96,20.521,44854922,SHLF11641271,50,0.75,10,14,10,12,Cu,91134,590,17810,3619,187,222,847,1505,672,1767,154,330,440510,4056,XRF2,1,2022-11-11,15:11:01,YEON,2022-12-15 20:22:42,
393,U1583,C,2,H,4,A,20.0,13.02,20.581,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,90945,633,18088,3858,125,232,839,1563,624,1750,155,280,441009,3669,XRF2,1,2022-11-11,16:20:12,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,40.0,13.04,20.601,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,90650,545,18099,3599,173,241,821,1460,625,1706,97,312,436144,3936,XRF2,1,2022-11-11,16:20:37,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,60.0,13.06,20.621,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91299,603,18249,3714,146,251,819,1590,657,1777,163,325,437055,3908,XRF2,1,2022-11-11,16:21:02,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,80.0,13.08,20.641,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,90800,537,18327,3632,145,213,899,1589,612,1875,180,333,434196,3769,XRF2,1,2022-11-11,16:21:27,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,100.0,13.1,20.661,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91463,587,18726,3736,175,308,855,1557,726,1804,109,247,434885,3793,XRF2,1,2022-11-11,16:21:52,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,120.0,13.12,20.681,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91339,604,18525,3659,133,207,914,1477,649,1839,171,296,434337,3863,XRF2,1,2022-11-11,16:22:17,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,140.0,13.14,20.701,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91029,549,18385,3651,130,260,897,1523,621,1900,133,286,435103,3825,XRF2,1,2022-11-11,16:22:42,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,160.0,13.16,20.721,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91751,559,18371,3649,160,266,897,1530,642,1850,159,372,436408,3689,XRF2,1,2022-11-11,16:23:07,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,180.0,13.18,20.741,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91965,582,18747,3732,139,238,854,1534,664,1842,120,357,436041,3780,XRF2,1,2022-11-11,16:23:32,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,200.0,13.2,20.761,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91732,551,18322,3903,216,191,908,1600,652,1823,113,340,438936,3358,XRF2,1,2022-11-11,16:23:57,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,215.0,13.215,20.776,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91215,625,18253,3685,144,306,860,1484,721,1839,143,320,437507,3584,XRF2,1,2022-11-11,16:24:22,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,240.0,13.24,20.801,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91227,550,18368,3743,143,214,804,1495,751,1811,107,346,438168,3751,XRF2,1,2022-11-11,16:24:46,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,260.0,13.26,20.821,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91441,491,18387,3629,181,176,844,1625,670,1752,133,343,436942,3491,XRF2,1,2022-11-11,16:25:11,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,280.0,13.28,20.841,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,90924,549,18592,3546,185,209,855,1601,630,1715,155,361,435515,3704,XRF2,1,2022-11-11,16:25:36,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,290.0,13.29,20.851,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91209,658,18826,3781,147,207,883,1492,688,1823,203,346,434998,3577,XRF2,1,2022-11-11,16:26:01,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,320.0,13.32,20.881,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,92217,559,19215,3915,211,245,858,1554,683,1923,114,294,438162,3642,XRF2,1,2022-11-11,16:26:26,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,340.0,13.34,20.901,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,92103,603,18933,3809,195,203,911,1539,662,1925,144,272,437917,3541,XRF2,1,2022-11-11,16:26:51,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,360.0,13.36,20.921,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91987,663,19076,3690,189,264,919,1567,699,1836,126,300,437599,4152,XRF2,1,2022-11-11,16:27:16,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,380.0,13.38,20.941,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91647,619,18716,3903,165,249,911,1392,647,1799,201,309,436935,3866,XRF2,1,2022-11-11,16:27:41,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,400.0,13.4,20.961,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91986,560,19020,3789,206,214,869,1547,649,1814,143,352,438472,4050,XRF2,1,2022-11-11,16:28:06,YEON,2022-12-15 20:22:46,
393,U1583,C,2,H,4,A,420.0,13.42,20.981,44854932,SHLF11641301,50,0.75,10,14,10,12,Cu,91446,612,18860,3951,213,247,782,1540,718,1875,124,325,437101,3801,XRF2,1,2022-11-11,16:28:31,YEON,2022-12-15 20:22:46,
