Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,2,H,2,A,350.0,5.85,6.85,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,87581,8555,2234,3708,50,180,151,8543,105,506,18,47,441655,2121,XRF2,1,2022-11-20,11:54:47,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,400.0,5.9,6.9,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86904,9377,1611,3644,58,163,153,8871,127,452,41,45,438696,1789,XRF2,1,2022-11-20,11:55:12,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,450.0,5.95,6.95,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86632,9419,1711,3649,40,198,118,8907,139,489,60,74,437133,1693,XRF2,1,2022-11-20,11:55:36,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,500.0,6.0,7.0,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,87309,8926,2039,3581,118,174,132,8984,105,381,32,44,437703,2258,XRF2,1,2022-11-20,11:56:00,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,550.0,6.05,7.05,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86786,10548,1258,3568,83,163,146,9108,121,514,59,51,434480,1717,XRF2,1,2022-11-20,11:56:24,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,600.0,6.1,7.1,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86446,10117,1408,3496,68,230,78,9283,143,434,80,75,431984,1636,XRF2,1,2022-11-20,11:56:49,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,650.0,6.15,7.15,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86584,10504,1237,3627,52,150,75,9316,132,452,50,85,433432,1851,XRF2,1,2022-11-20,11:57:13,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,700.0,6.2,7.2,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,85967,10488,1032,3370,54,191,108,8978,49,402,72,108,435683,1780,XRF2,1,2022-11-20,11:57:37,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,750.0,6.25,7.25,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86518,7381,2812,3536,47,182,172,7487,107,587,60,52,435430,2934,XRF2,1,2022-11-20,11:58:02,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,800.0,6.3,7.3,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86354,9534,1737,3531,92,169,161,8996,116,450,5,37,435077,1831,XRF2,1,2022-11-20,11:58:26,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,850.0,6.35,7.35,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86075,8337,2375,3497,78,190,206,8263,97,546,71,70,434923,2850,XRF2,1,2022-11-20,11:58:50,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,900.0,6.4,7.4,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,85900,8531,2154,3456,59,161,199,8369,102,493,32,64,433798,2783,XRF2,1,2022-11-20,11:59:14,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,920.0,6.42,7.42,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86127,9129,1734,3564,37,181,154,8710,129,550,45,96,433465,2538,XRF2,1,2022-11-20,11:59:39,YEON,2022-12-15 20:53:23,
393,U1583,C,1,H,1,A,850.0,0.85,7.463,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,86475,7278,2473,3608,23,159,183,7780,75,581,44,73,435233,2755,XRF2,1,2022-11-10,12:28:28,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,900.0,0.9,7.513000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,86729,7837,2072,3478,99,200,185,8494,87,491,33,43,434844,2766,XRF2,1,2022-11-10,12:28:52,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,950.0,0.95,7.563000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,85984,8827,1319,3538,80,160,93,8719,129,457,20,24,434056,1981,XRF2,1,2022-11-10,12:29:16,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1000.0,1.0,7.613,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,87387,7601,2694,3451,60,160,215,8468,111,616,103,30,435037,3417,XRF2,1,2022-11-10,12:29:40,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1030.0,1.03,7.643000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,87496,8851,1575,3634,64,209,120,8880,130,464,87,72,436751,2553,XRF2,1,2022-11-10,12:30:04,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1100.0,1.1,7.713000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,83087,7656,897,3361,50,168,76,7862,86,397,19,45,439203,1578,XRF2,1,2022-11-10,12:30:31,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1150.0,1.15,7.763,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,84990,7921,1140,3515,64,209,76,8134,95,387,19,38,440042,1815,XRF2,1,2022-11-10,12:30:54,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1200.0,1.2,7.813000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,85050,8620,896,3527,36,166,85,8747,102,391,71,87,438106,1451,XRF2,1,2022-11-10,12:31:18,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1250.0,1.25,7.863,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,85222,8579,1368,3535,81,197,143,8403,72,405,47,32,437262,1547,XRF2,1,2022-11-10,12:31:42,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1300.0,1.3,7.913,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,85621,8782,1542,3530,42,200,144,8389,55,414,34,82,432854,1934,XRF2,1,2022-11-10,12:32:06,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1350.0,1.35,7.963000000000001,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,85301,8699,1398,3508,40,172,143,8397,65,444,61,104,432906,1924,XRF2,1,2022-11-10,12:32:30,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1400.0,1.4,8.013,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,86611,9036,1397,3490,52,172,165,8997,107,425,30,61,435113,1835,XRF2,1,2022-11-10,12:32:54,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1450.0,1.45,8.063,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,86085,9361,1151,3378,89,138,128,8500,75,430,40,25,437941,1767,XRF2,1,2022-11-10,12:33:18,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,1,A,1500.0,1.5,8.113,44854852,SHLF11640381,50,0.75,10,14,10,12,Cu,83188,7432,1057,3370,63,154,101,7001,88,438,40,57,441440,1583,XRF2,1,2022-11-10,12:33:42,YEON,2022-12-15 20:22:17,
393,U1583,C,1,H,2,A,50.0,1.55,8.163,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86593,8488,1498,3755,37,156,152,8532,127,421,15,56,437700,2153,XRF2,1,2022-11-10,13:53:55,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,100.0,1.6,8.213,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,87131,7835,1835,3456,59,173,163,8250,80,542,50,72,437445,2225,XRF2,1,2022-11-10,13:54:19,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,150.0,1.65,8.263,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86259,9010,888,3640,46,233,124,8722,59,389,70,88,434129,1386,XRF2,1,2022-11-10,13:54:43,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,200.0,1.7,8.312999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86293,9091,1095,3545,58,131,97,8663,100,369,25,72,434288,1568,XRF2,1,2022-11-10,13:55:07,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,250.0,1.75,8.363,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86267,9063,943,3513,42,209,101,8935,103,346,18,50,435923,1356,XRF2,1,2022-11-10,13:55:31,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,290.0,1.79,8.402999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86457,9467,1016,3615,54,192,146,8910,148,407,17,22,435893,1240,XRF2,1,2022-11-10,13:55:55,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,340.0,1.84,8.453,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86361,8002,1166,3567,49,210,137,8624,137,390,22,24,436056,1441,XRF2,1,2022-11-10,13:56:19,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,400.0,1.9,8.513,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86297,7889,1520,3631,40,214,128,8413,134,492,52,78,435120,1797,XRF2,1,2022-11-10,13:56:43,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,450.0,1.95,8.562999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86438,7681,2056,3515,72,188,182,8184,136,582,42,69,433548,2123,XRF2,1,2022-11-10,13:57:07,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,500.0,2.0,8.613,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86608,7471,1940,3536,80,261,160,8360,134,506,30,50,434283,2230,XRF2,1,2022-11-10,13:57:31,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,550.0,2.05,8.663,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,87145,8699,1672,3536,82,191,98,8692,114,466,70,105,433786,2376,XRF2,1,2022-11-10,13:57:55,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,600.0,2.1,8.713,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86917,8530,1424,3587,62,217,129,8722,157,438,36,95,432797,1889,XRF2,1,2022-11-10,13:58:19,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,650.0,2.15,8.763,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86309,8665,1380,3677,69,201,119,8521,143,495,54,71,434594,1738,XRF2,1,2022-11-10,13:58:43,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,700.0,2.2,8.812999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86513,9352,1630,3470,80,185,94,8449,98,505,19,106,436060,2266,XRF2,1,2022-11-10,13:59:07,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,740.0,2.24,8.853,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86700,8732,1538,3619,79,171,120,8514,129,376,48,85,436088,2322,XRF2,1,2022-11-10,13:59:31,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,800.0,2.3,8.913,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,87381,8274,1888,3603,45,266,145,8410,160,504,36,73,436700,2518,XRF2,1,2022-11-10,13:59:55,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,850.0,2.35,8.963,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86781,8919,1305,3626,47,196,148,8840,119,363,69,123,435853,1721,XRF2,1,2022-11-10,14:00:19,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,900.0,2.4,9.013,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86332,8887,1062,3569,61,222,141,8816,69,493,39,58,435004,1189,XRF2,1,2022-11-10,14:00:43,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,950.0,2.45,9.062999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86682,8989,1496,3515,63,194,177,8634,36,475,65,49,435515,1457,XRF2,1,2022-11-10,14:01:07,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1000.0,2.5,9.113,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86793,8533,1928,3521,73,155,182,8407,86,604,44,24,435990,2291,XRF2,1,2022-11-10,14:01:31,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1050.0,2.55,9.163,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,87967,7849,2728,3617,58,225,246,7954,138,656,47,82,436200,3144,XRF2,1,2022-11-10,14:01:56,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1100.0,2.6,9.213,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86715,9270,1510,3574,107,167,140,8898,140,430,27,62,435280,1900,XRF2,1,2022-11-10,14:02:20,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1150.0,2.65,9.263,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86679,9741,1310,3526,67,212,111,9048,96,473,21,52,438224,1370,XRF2,1,2022-11-10,14:02:45,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1200.0,2.7,9.312999999999999,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86452,9162,1325,3538,78,174,163,9082,113,443,17,54,437514,1660,XRF2,1,2022-11-10,14:03:09,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1250.0,2.75,9.363,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86395,9194,1161,3641,79,177,134,9122,130,413,49,89,435100,2318,XRF2,1,2022-11-10,14:03:34,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1300.0,2.8,9.413,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86125,8784,1084,3622,39,135,72,9460,122,462,30,77,434128,1511,XRF2,1,2022-11-10,14:03:58,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1350.0,2.85,9.463,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86429,8694,1280,3524,40,205,102,9238,104,464,69,19,434767,1713,XRF2,1,2022-11-10,14:04:22,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,2,A,1400.0,2.9,9.513,44854862,SHLF11640411,50,0.75,10,14,10,12,Cu,86017,9203,887,3467,61,161,74,9120,126,405,7,30,435544,1321,XRF2,1,2022-11-10,14:04:46,YEON,2022-12-15 20:22:19,
393,U1583,C,1,H,3,A,60.0,3.06,9.673,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85668,10363,807,3458,58,118,106,9113,104,424,43,53,434830,1165,XRF2,1,2022-11-10,15:18:32,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,80.0,3.08,9.693,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85797,9967,800,3424,84,161,104,9351,68,410,60,135,432557,1277,XRF2,1,2022-11-10,15:18:56,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,100.0,3.1,9.713,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86129,9957,799,3526,58,177,106,9329,132,389,67,78,432682,1416,XRF2,1,2022-11-10,15:19:20,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,120.0,3.12,9.732999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85891,9746,800,3470,44,237,47,9182,61,441,74,41,435397,1449,XRF2,1,2022-11-10,15:19:44,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,140.0,3.14,9.753,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85984,9996,843,3529,31,168,104,8905,64,305,32,35,436384,1064,XRF2,1,2022-11-10,15:20:08,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,160.0,3.16,9.773,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85702,9786,813,3585,30,165,132,9033,72,356,43,48,436583,1287,XRF2,1,2022-11-10,15:20:32,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,180.0,3.18,9.793,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85959,9913,1035,3721,18,147,98,8999,101,411,34,45,438230,1267,XRF2,1,2022-11-10,15:20:57,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,200.0,3.2,9.812999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85691,9577,1041,3457,70,173,182,9081,86,456,48,27,438264,1466,XRF2,1,2022-11-10,15:21:21,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,220.0,3.22,9.833,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85692,10243,1167,3467,50,194,93,8647,122,372,41,37,439333,1419,XRF2,1,2022-11-10,15:21:45,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,240.0,3.24,9.853,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85827,9881,1151,3432,52,132,66,8584,92,454,29,39,439861,1557,XRF2,1,2022-11-10,15:22:09,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,260.0,3.26,9.873,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85725,9238,1485,3551,52,191,168,8376,177,398,31,69,439728,1830,XRF2,1,2022-11-10,15:22:33,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,280.0,3.2800000000000002,9.892999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85813,8934,1553,3373,62,165,138,8387,148,512,51,86,439760,2320,XRF2,1,2022-11-10,15:22:58,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,300.0,3.3,9.913,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85507,9312,1443,3450,67,161,146,8658,113,499,74,61,440034,2421,XRF2,1,2022-11-10,15:23:22,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,320.0,3.32,9.933,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85564,8697,1692,3396,57,179,132,8295,82,531,92,135,439240,2503,XRF2,1,2022-11-10,15:23:46,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,340.0,3.34,9.953,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85634,8782,1985,3435,40,144,168,8367,100,553,50,96,439764,2831,XRF2,1,2022-11-10,15:24:10,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,360.0,3.36,9.972999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85728,8544,1976,3581,100,186,196,8357,86,535,64,50,437965,2890,XRF2,1,2022-11-10,15:24:34,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,380.0,3.38,9.993,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85670,9510,1354,3578,76,174,116,9024,141,460,34,51,439935,1870,XRF2,1,2022-11-10,15:24:58,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,400.0,3.4,10.013,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85991,9456,1545,3436,51,152,86,8781,74,470,48,124,438769,1777,XRF2,1,2022-11-10,15:25:23,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,420.0,3.42,10.033,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85941,10181,1267,3575,81,153,89,8891,56,472,17,23,439187,1555,XRF2,1,2022-11-10,15:25:47,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,440.0,3.44,10.052999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86052,9867,1094,3438,22,206,129,9186,85,362,43,52,440871,1507,XRF2,1,2022-11-10,15:26:11,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,460.0,3.46,10.073,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85877,9113,1434,3546,59,175,178,8420,80,438,87,114,442451,2003,XRF2,1,2022-11-10,15:26:35,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,480.0,3.48,10.093,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85880,8566,1908,3502,46,123,187,8331,135,486,11,42,439655,2227,XRF2,1,2022-11-10,15:26:59,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,500.0,3.5,10.113,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86187,8186,2065,3502,72,181,122,8434,73,535,106,51,440002,2781,XRF2,1,2022-11-10,15:27:23,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,520.0,3.52,10.133,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86185,8232,1880,3554,53,190,173,8466,124,567,71,89,439062,2427,XRF2,1,2022-11-10,15:27:47,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,540.0,3.54,10.152999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85882,9814,1269,3399,37,150,112,9291,68,413,28,75,438731,1941,XRF2,1,2022-11-10,15:28:12,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,560.0,3.56,10.173,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85941,9583,1549,3625,47,211,103,8775,118,513,55,64,437827,1865,XRF2,1,2022-11-10,15:28:36,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,580.0,3.58,10.193,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86168,8976,1593,3581,37,135,142,8695,121,548,21,27,440690,1766,XRF2,1,2022-11-10,15:29:00,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,600.0,3.6,10.213,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86453,8299,2017,3431,35,205,146,8452,149,685,62,42,440603,2512,XRF2,1,2022-11-10,15:29:24,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,620.0,3.62,10.232999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86137,8724,1788,3489,49,159,158,8666,73,554,40,68,440597,2525,XRF2,1,2022-11-10,15:29:49,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,640.0,3.64,10.253,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85702,9520,1465,3511,78,159,138,8609,103,427,59,59,440128,1880,XRF2,1,2022-11-10,15:30:13,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,660.0,3.66,10.273,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85284,10614,961,3517,33,143,136,8890,87,436,35,54,438456,1418,XRF2,1,2022-11-10,15:30:37,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,680.0,3.68,10.293,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85324,11014,702,3490,54,126,116,8936,45,364,22,61,438935,1351,XRF2,1,2022-11-10,15:31:01,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,700.0,3.7,10.312999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85659,10876,815,3531,34,158,57,9112,56,381,25,50,437470,1295,XRF2,1,2022-11-10,15:31:25,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,720.0,3.7199999999999998,10.333,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85918,11369,852,3483,34,169,72,8967,60,328,32,68,438714,1400,XRF2,1,2022-11-10,15:31:49,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,740.0,3.74,10.353,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86060,11201,684,3461,57,103,109,9223,86,374,45,71,440002,1555,XRF2,1,2022-11-10,15:32:14,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,760.0,3.76,10.373,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85976,10747,766,3492,59,182,113,9086,44,428,35,39,438954,1532,XRF2,1,2022-11-10,15:32:38,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,780.0,3.7800000000000002,10.392999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85855,10850,774,3544,15,208,108,9080,68,378,32,82,437259,1621,XRF2,1,2022-11-10,15:33:02,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,800.0,3.8,10.413,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86224,10916,777,3465,73,144,139,9211,73,370,71,144,437141,1142,XRF2,1,2022-11-10,15:33:26,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,820.0,3.82,10.433,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86138,10594,787,3519,26,189,77,9095,84,430,56,91,436483,1357,XRF2,1,2022-11-10,15:33:51,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,840.0,3.84,10.453,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86280,10744,855,3470,91,178,87,9256,153,471,36,64,436614,1520,XRF2,1,2022-11-10,15:34:15,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,860.0,3.86,10.472999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86279,10414,965,3570,63,158,85,9173,54,394,21,34,436613,1561,XRF2,1,2022-11-10,15:34:39,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,880.0,3.88,10.493,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86566,10017,1018,3587,48,161,121,8949,90,517,44,49,436470,1479,XRF2,1,2022-11-10,15:35:03,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,900.0,3.9,10.513,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86016,9658,1081,3539,52,182,116,8909,86,438,42,77,438406,1296,XRF2,1,2022-11-10,15:35:27,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,910.0,3.91,10.523,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86149,9392,1190,3557,38,159,121,8728,99,511,39,48,438871,1399,XRF2,1,2022-11-10,15:35:51,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,940.0,3.94,10.552999999999999,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,85746,9095,1361,3565,36,103,136,8524,106,308,24,93,439310,1617,XRF2,1,2022-11-10,15:36:15,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,960.0,3.96,10.573,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,87007,7771,2514,3548,91,146,196,8023,110,655,89,115,440066,2554,XRF2,1,2022-11-10,15:36:40,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,980.0,3.98,10.593,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86933,7572,2721,3640,43,173,244,8080,131,597,43,74,436653,3205,XRF2,1,2022-11-10,15:37:04,YEON,2022-12-15 20:22:25,
393,U1583,C,1,H,3,A,1000.0,4.0,10.613,44854872,SHLF11640441,50,0.75,10,14,10,12,Cu,86852,8784,2028,3590,46,193,173,8533,120,610,57,67,437727,2517,XRF2,1,2022-11-10,15:37:28,YEON,2022-12-15 20:22:25,
