Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390,U1559,C,6,H,4,A,1200.0,48.010000000000005,59.717000000000006,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87013,9749,1001,3640,76,166,94,8049,62,395,46,80,438435,1296,XRF2,1,2022-09-21,16:26:05,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1250.0,48.06,59.767,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86991,9997,1048,3570,96,186,92,8129,57,348,82,89,436462,1246,XRF2,1,2022-09-21,16:26:29,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1300.0,48.11,59.817,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87127,9941,1052,3636,54,175,107,8061,50,280,44,109,436636,1290,XRF2,1,2022-09-21,16:26:52,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1350.0,48.160000000000004,59.867000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86713,10091,934,3648,73,181,88,8030,90,289,33,79,441486,1045,XRF2,1,2022-09-21,16:27:15,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1400.0,48.21,59.917,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87278,11062,997,3715,78,111,81,8094,68,338,59,23,443080,1147,XRF2,1,2022-09-21,16:27:38,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,5,A,50.0,48.29,59.997,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85578,10802,1172,3481,62,142,102,7921,79,351,47,19,433395,963,XRF2,1,2022-09-22,12:11:41,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,100.0,48.34,60.047000000000004,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85708,10887,1062,3570,48,123,116,7963,38,269,45,67,432828,1445,XRF2,1,2022-09-22,12:12:04,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,150.0,48.39,60.097,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85915,11027,984,3440,47,197,88,7932,52,326,79,64,435508,1342,XRF2,1,2022-09-22,12:12:27,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,200.0,48.440000000000005,60.147000000000006,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86333,11498,1007,3529,54,194,105,7980,30,389,33,25,433752,1567,XRF2,1,2022-09-22,12:12:50,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,250.0,48.49,60.197,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86284,11352,1088,3592,61,201,67,8100,87,326,60,93,435239,1230,XRF2,1,2022-09-22,12:13:13,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,300.0,48.54,60.247,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86420,11788,1080,3611,44,159,84,8112,35,299,31,70,436218,1446,XRF2,1,2022-09-22,12:13:35,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,350.0,48.59,60.297000000000004,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85877,11666,1115,3541,86,154,70,8019,102,330,19,90,433472,1169,XRF2,1,2022-09-22,12:13:58,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,400.0,48.64,60.347,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85531,11107,1079,3551,59,174,86,7870,60,369,40,50,432660,1223,XRF2,1,2022-09-22,12:14:21,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,450.0,48.690000000000005,60.397000000000006,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85647,10061,1148,3641,67,193,120,7968,76,255,44,68,434118,1230,XRF2,1,2022-09-22,12:14:46,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,500.0,48.74,60.447,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85412,10268,1062,3501,45,189,53,7828,70,402,36,54,430895,1475,XRF2,1,2022-09-22,12:15:09,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,550.0,48.79,60.497,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85980,10866,1191,3603,73,166,74,7931,88,456,52,47,431357,1324,XRF2,1,2022-09-22,12:15:33,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,600.0,48.84,60.547000000000004,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86200,11853,1179,3520,54,178,15,7940,58,377,33,109,434410,1220,XRF2,1,2022-09-22,12:15:56,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,650.0,48.89,60.597,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86605,10889,1251,3456,35,175,44,8010,70,360,54,66,434211,1414,XRF2,1,2022-09-22,12:16:19,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,700.0,48.940000000000005,60.647000000000006,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86017,11966,867,3548,93,188,51,8021,45,339,34,80,435497,1401,XRF2,1,2022-09-22,12:16:42,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,750.0,48.99,60.697,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85451,11437,879,3434,62,160,75,7764,38,319,32,69,435483,1194,XRF2,1,2022-09-22,12:17:05,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,800.0,49.04,60.747,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85771,10912,859,3555,62,167,76,8027,96,325,23,65,434561,1153,XRF2,1,2022-09-22,12:17:28,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,850.0,49.09,60.797000000000004,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86005,10724,816,3691,35,157,57,7998,53,310,60,77,434536,1138,XRF2,1,2022-09-22,12:17:51,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,900.0,49.14,60.847,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85911,12157,729,3555,61,163,88,8032,98,340,26,8,433705,1038,XRF2,1,2022-09-22,12:18:14,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,950.0,49.190000000000005,60.897000000000006,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85678,11978,792,3595,46,148,116,7991,28,359,39,75,432310,1243,XRF2,1,2022-09-22,12:18:37,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1000.0,49.24,60.947,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,85829,12170,744,3568,32,193,113,8005,30,303,26,60,435822,1062,XRF2,1,2022-09-22,12:19:00,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1050.0,49.29,60.997,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86092,12236,693,3490,24,175,76,8054,44,352,65,56,436480,1025,XRF2,1,2022-09-22,12:19:23,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1100.0,49.34,61.047000000000004,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86254,11932,852,3437,36,194,92,8065,87,379,28,98,436433,1021,XRF2,1,2022-09-22,12:19:46,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1150.0,49.39,61.097,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86259,12016,938,3472,65,156,74,8185,44,288,51,62,436855,1405,XRF2,1,2022-09-22,12:20:09,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1200.0,49.440000000000005,61.147000000000006,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86078,12079,929,3539,48,160,97,8046,53,252,33,68,434453,1108,XRF2,1,2022-09-22,12:20:32,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1250.0,49.49,61.197,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86051,11185,972,3608,59,126,97,8094,29,320,52,90,433412,952,XRF2,1,2022-09-22,12:20:55,YEON,2022-09-26 21:11:23,
390,U1559,C,6,H,5,A,1300.0,49.54,61.247,44838362,SHLF11584121,50,0.75,10,14,10,12,Cu,86042,11389,798,3537,44,138,50,8053,76,442,48,130,434096,1104,XRF2,1,2022-09-22,12:21:18,YEON,2022-09-26 21:11:23,
390C,U1559,A,7,X,2,A,600.0,53.300000000000004,61.297000000000004,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85139,10363,772,3560,38,191,95,7784,4,421,52,72,435073,1392,XRF2,1,2022-09-22,12:58:06,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,650.0,53.35,61.347,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85341,11409,870,3597,17,156,39,7631,40,320,64,84,433847,1201,XRF2,1,2022-09-22,12:58:29,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,700.0,53.400000000000006,61.397000000000006,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85821,11021,832,3643,55,154,112,7665,40,289,26,90,435255,1244,XRF2,1,2022-09-22,12:58:52,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,750.0,53.45,61.447,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86237,10815,919,3487,52,147,74,7943,57,294,55,105,435465,1134,XRF2,1,2022-09-22,12:59:15,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,800.0,53.5,61.497,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85619,9034,911,3566,39,176,61,7768,68,359,41,107,434417,1279,XRF2,1,2022-09-22,12:59:39,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,850.0,53.550000000000004,61.547000000000004,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85263,7659,784,3555,75,159,89,7595,37,250,65,57,434040,1307,XRF2,1,2022-09-22,13:00:02,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,900.0,53.6,61.597,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86144,10168,930,3435,26,162,83,7800,64,354,68,48,433962,1134,XRF2,1,2022-09-22,13:00:25,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,950.0,53.650000000000006,61.647000000000006,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86373,10070,785,3505,30,187,61,7874,82,267,20,84,434328,1102,XRF2,1,2022-09-22,13:00:48,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1000.0,53.7,61.697,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86556,10946,722,3544,41,217,39,8077,17,397,47,109,436590,1141,XRF2,1,2022-09-22,13:01:11,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1050.0,53.75,61.747,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86670,9692,661,3562,54,194,53,8139,29,356,36,99,437612,1199,XRF2,1,2022-09-22,13:01:34,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1100.0,53.800000000000004,61.797000000000004,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85940,10346,569,3384,61,180,63,7739,63,374,20,68,437101,1083,XRF2,1,2022-09-22,13:01:57,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1150.0,53.85,61.847,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86633,11422,639,3678,86,146,65,8000,34,310,60,93,436586,1101,XRF2,1,2022-09-22,13:02:20,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1200.0,53.900000000000006,61.897000000000006,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86151,11034,664,3466,47,172,102,7793,35,326,21,102,436028,962,XRF2,1,2022-09-22,13:02:43,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1250.0,53.95,61.947,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,85682,10050,764,3565,44,142,78,7913,40,298,47,86,435459,1162,XRF2,1,2022-09-22,13:03:06,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1300.0,54.0,61.997,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86767,10794,874,3684,66,178,57,7996,55,290,54,102,433487,1298,XRF2,1,2022-09-22,13:03:31,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1350.0,54.050000000000004,62.047000000000004,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86758,11642,972,3618,70,187,92,8108,26,324,41,66,434375,1427,XRF2,1,2022-09-22,13:03:55,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1400.0,54.1,62.097,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,86279,10624,965,3595,58,169,47,7635,49,424,47,71,437959,1536,XRF2,1,2022-09-22,13:04:18,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,2,A,1450.0,54.150000000000006,62.147000000000006,44838632,SHLF10888961,50,0.75,10,14,10,12,Cu,88032,10387,1132,3499,102,230,68,7908,112,407,28,93,446177,1793,XRF2,1,2022-09-22,13:04:41,YEON,2022-09-26 21:12:48,
390C,U1559,A,7,X,3,A,50.0,54.26,62.257,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85212,9570,818,3535,71,182,53,7788,69,336,54,66,435766,1533,XRF2,1,2022-09-22,13:44:24,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,100.0,54.31,62.307,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85751,9807,774,3469,81,207,31,7831,33,398,41,98,435577,1428,XRF2,1,2022-09-22,13:44:48,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,150.0,54.36,62.357,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85972,10744,719,3455,70,120,85,7950,86,394,21,71,436388,1632,XRF2,1,2022-09-22,13:45:11,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,200.0,54.410000000000004,62.407000000000004,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86038,11143,697,3578,65,199,105,8218,116,308,13,37,435533,2044,XRF2,1,2022-09-22,13:45:34,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,250.0,54.46,62.457,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86309,10953,742,3477,32,229,56,7956,82,354,21,102,436273,1690,XRF2,1,2022-09-22,13:45:57,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,300.0,54.51,62.507,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86216,10948,824,3486,69,171,47,8146,26,375,45,81,434912,1714,XRF2,1,2022-09-22,13:46:20,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,350.0,54.56,62.557,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86285,10663,962,3581,53,178,98,8179,19,297,43,72,434929,1328,XRF2,1,2022-09-22,13:46:43,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,390.0,54.6,62.597,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85963,10218,958,3643,43,167,70,7960,36,333,76,57,435477,1289,XRF2,1,2022-09-22,13:47:06,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,400.0,54.61,62.607,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85968,9945,934,3593,70,206,86,8132,62,364,35,111,434570,1126,XRF2,1,2022-09-22,13:47:29,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,450.0,54.660000000000004,62.657000000000004,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85715,9463,910,3320,67,174,81,8072,69,360,74,118,434442,1165,XRF2,1,2022-09-22,13:47:52,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,500.0,54.71,62.707,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85801,9174,909,3507,46,189,105,7880,60,369,35,116,435471,1328,XRF2,1,2022-09-22,13:48:16,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,550.0,54.76,62.757,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86676,9873,938,3599,57,224,140,8355,80,296,29,40,436409,792,XRF2,1,2022-09-22,13:48:39,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,600.0,54.81,62.807,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85965,11049,798,3617,32,164,90,8136,37,316,76,79,435309,664,XRF2,1,2022-09-22,13:49:02,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,650.0,54.86,62.857,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86040,10990,791,3670,42,149,82,7884,101,373,60,134,437563,855,XRF2,1,2022-09-22,13:49:25,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,700.0,54.910000000000004,62.907000000000004,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86731,10896,793,3646,54,193,145,8229,50,385,53,135,438873,938,XRF2,1,2022-09-22,13:49:48,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,750.0,54.96,62.957,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86837,10073,786,3586,79,219,71,8221,72,402,39,61,437122,1023,XRF2,1,2022-09-22,13:50:11,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,780.0,54.99,62.987,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86005,9861,694,3548,40,226,59,8031,15,256,34,71,435963,954,XRF2,1,2022-09-22,13:50:34,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,800.0,55.01,63.007,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86041,9171,679,3488,56,181,57,7837,46,372,33,10,437879,832,XRF2,1,2022-09-22,13:50:57,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,820.0,55.03,63.027,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85980,8912,634,3371,27,164,73,7882,100,318,34,47,437583,922,XRF2,1,2022-09-22,13:51:21,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,850.0,55.06,63.057,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85386,9365,594,3541,51,190,83,7896,3,216,39,60,437921,1224,XRF2,1,2022-09-22,13:51:44,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,900.0,55.11,63.107,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85120,9233,587,3474,43,190,88,7681,50,338,53,49,437198,973,XRF2,1,2022-09-22,13:52:07,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,950.0,55.160000000000004,63.157000000000004,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85007,10977,720,3394,134,233,96,7691,32,261,44,59,437443,1187,XRF2,1,2022-09-22,13:52:30,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1000.0,55.21,63.207,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85849,10592,670,3477,65,162,59,8046,36,290,48,108,437220,1085,XRF2,1,2022-09-22,13:52:53,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1050.0,55.26,63.257,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85740,10934,781,3487,31,212,34,7769,101,335,63,84,437832,1152,XRF2,1,2022-09-22,13:53:16,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1100.0,55.31,63.307,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85496,10509,829,3531,69,160,74,7553,43,315,42,96,438078,1232,XRF2,1,2022-09-22,13:53:39,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1150.0,55.36,63.357,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86091,10298,1013,3447,71,222,63,7829,83,316,37,79,437260,914,XRF2,1,2022-09-22,13:54:03,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1200.0,55.410000000000004,63.407000000000004,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85314,9530,871,3354,37,218,75,7472,51,290,22,56,438494,1413,XRF2,1,2022-09-22,13:54:26,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1250.0,55.46,63.457,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85344,9711,822,3457,34,183,55,7680,61,363,24,93,437219,919,XRF2,1,2022-09-22,13:54:49,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1300.0,55.51,63.507,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,85710,8973,849,3483,51,179,62,7773,46,462,58,66,436074,976,XRF2,1,2022-09-22,13:55:12,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1350.0,55.56,63.557,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86361,9454,859,3489,34,222,59,8071,69,343,30,77,436388,1037,XRF2,1,2022-09-22,13:55:35,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,3,A,1400.0,55.61,63.607,44838642,SHLF10888991,50,0.75,10,14,10,12,Cu,86799,10496,736,3556,39,223,79,8251,110,317,43,71,439294,1116,XRF2,1,2022-09-22,13:55:58,YEON,2022-09-26 21:12:50,
390C,U1559,A,7,X,4,A,50.0,55.75,63.747,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86354,9859,836,3596,67,212,93,8166,101,339,50,23,434902,1196,XRF2,1,2022-09-22,14:23:15,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,100.0,55.800000000000004,63.797000000000004,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,85811,9061,926,3456,68,242,81,8081,54,322,31,44,435771,1411,XRF2,1,2022-09-22,14:23:46,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,150.0,55.85,63.847,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,87032,10152,986,3720,97,178,73,8222,90,392,38,77,435968,1102,XRF2,1,2022-09-22,14:24:09,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,200.0,55.900000000000006,63.897000000000006,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86860,11115,1148,3506,41,191,79,8153,65,411,46,112,435972,1173,XRF2,1,2022-09-22,14:24:32,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,250.0,55.95,63.947,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86779,11591,1036,3570,65,186,61,8245,73,362,40,96,435214,1103,XRF2,1,2022-09-22,14:24:55,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,300.0,56.0,63.997,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86356,10375,867,3518,33,156,108,7998,23,299,16,63,435863,1080,XRF2,1,2022-09-22,14:25:19,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,350.0,56.050000000000004,64.047,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86309,8443,751,3354,93,232,67,8037,27,287,47,59,436926,856,XRF2,1,2022-09-22,14:25:42,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,400.0,56.1,64.09700000000001,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,85814,9606,833,3396,72,166,69,8248,55,260,32,75,433168,1129,XRF2,1,2022-09-22,14:26:05,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,450.0,56.150000000000006,64.147,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86505,10049,880,3633,56,291,79,8120,58,361,55,25,435456,911,XRF2,1,2022-09-22,14:26:28,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,500.0,56.2,64.197,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86126,11204,871,3595,20,149,113,8101,76,348,18,77,435583,706,XRF2,1,2022-09-22,14:26:51,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,550.0,56.25,64.247,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86980,10446,1045,3461,59,229,63,8304,71,434,20,76,435636,1284,XRF2,1,2022-09-22,14:27:14,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,600.0,56.300000000000004,64.297,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86398,10565,878,3420,57,160,93,7995,46,342,84,48,434943,759,XRF2,1,2022-09-22,14:27:37,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,650.0,56.35,64.34700000000001,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,85577,9620,890,3668,31,198,80,7936,49,394,51,67,435946,969,XRF2,1,2022-09-22,14:28:01,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,700.0,56.400000000000006,64.397,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86123,9375,771,3527,42,184,69,7964,47,389,27,78,435116,857,XRF2,1,2022-09-22,14:28:24,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,750.0,56.45,64.447,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86550,10684,769,3561,67,181,90,8237,75,325,33,126,434665,1057,XRF2,1,2022-09-22,14:28:47,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,800.0,56.5,64.497,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86611,11120,689,3542,82,170,85,8114,57,415,32,106,435742,1057,XRF2,1,2022-09-22,14:29:10,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,850.0,56.550000000000004,64.547,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86722,10555,811,3647,73,188,55,8226,64,286,65,88,436183,863,XRF2,1,2022-09-22,14:29:33,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,900.0,56.6,64.59700000000001,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86149,11068,703,3364,40,181,87,8217,76,363,45,146,437389,907,XRF2,1,2022-09-22,14:29:56,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,950.0,56.650000000000006,64.647,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86471,9614,726,3567,55,218,92,8165,72,300,47,40,435466,1017,XRF2,1,2022-09-22,14:30:20,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,1000.0,56.7,64.697,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86614,9822,827,3536,33,214,75,7979,124,419,41,114,437228,901,XRF2,1,2022-09-22,14:30:43,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,1050.0,56.75,64.747,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,86946,9729,843,3538,52,168,138,8112,76,291,74,79,438443,1140,XRF2,1,2022-09-22,14:31:06,YEON,2022-09-26 21:12:52,
390C,U1559,A,7,X,4,A,1100.0,56.800000000000004,64.797,44838652,SHLF10889021,50,0.75,10,14,10,12,Cu,88123,10816,999,3736,36,229,132,8548,100,394,36,79,438874,1046,XRF2,1,2022-09-22,14:31:29,YEON,2022-09-26 21:12:52,
