Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1560-AC-20220803-ac (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1560,C,4,H,5,A,500.0,24.53,29.085,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,397147,-94,746,3847,141,1816,61246,-5030,1753,1537886,524,531,1189,7888,53633,XRF1,1,2022-11-21,16:38:05,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,520.0,24.55,29.105,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,395842,-105,805,3486,443,2059,63191,-4802,1866,1531655,572,387,1148,7872,52970,XRF1,1,2022-11-21,16:38:23,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,540.0,24.57,29.125,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,379014,-92,817,3658,351,1922,67190,-4748,2272,1450114,836,401,1234,8306,52610,XRF1,1,2022-11-21,16:38:43,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,560.0,24.59,29.145,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,376555,-87,663,2921,466,2374,67405,-4579,2039,1441587,498,425,1090,7921,52422,XRF1,1,2022-11-21,16:39:01,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,580.0,24.61,29.165,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,372578,-91,644,2923,314,2432,68304,-4910,1979,1423369,705,462,1231,8005,52309,XRF1,1,2022-11-21,16:39:19,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,600.0,24.630000000000003,29.185000000000002,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,369287,-90,755,2902,362,2321,72817,-4931,2138,1404029,590,487,1198,7466,52100,XRF1,1,2022-11-21,16:39:36,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,620.0,24.650000000000002,29.205000000000002,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,346789,-69,592,2313,257,2745,79784,-4927,2164,1292020,553,468,1045,7216,52437,XRF1,1,2022-11-21,16:39:55,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,640.0,24.67,29.225,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,361327,-93,698,2647,341,2705,75692,-4853,1786,1362691,834,503,1224,7174,52220,XRF1,1,2022-11-21,16:40:15,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,660.0,24.69,29.245,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,388029,-58,757,3114,369,2289,67084,-5592,1753,1490983,754,675,1077,7330,53688,XRF1,1,2022-11-21,16:40:32,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,680.0,24.71,29.265,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,395689,-105,707,3230,331,2187,63538,-4486,2070,1530453,767,660,1162,7475,52883,XRF1,1,2022-11-21,16:40:50,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,700.0,24.73,29.285,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,390268,-89,615,2971,330,2374,68837,-4980,1523,1499044,585,560,1039,7721,53352,XRF1,1,2022-11-21,16:41:08,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,720.0,24.75,29.305,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,390797,-61,726,3105,247,2165,67647,-5392,1826,1500721,617,325,1005,7555,54318,XRF1,1,2022-11-21,16:41:26,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,740.0,24.77,29.325,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,350646,-73,751,2342,479,2845,79821,-4600,2183,1307217,523,324,839,6936,53094,XRF1,1,2022-11-21,16:41:45,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,760.0,24.790000000000003,29.345000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,390724,-56,746,3211,563,2344,67405,-4794,2013,1502993,607,587,1454,7520,53527,XRF1,1,2022-11-21,16:42:04,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,780.0,24.810000000000002,29.365000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,402912,-101,742,3410,216,2031,63055,-4949,1903,1562153,867,724,1271,7817,53681,XRF1,1,2022-11-21,16:42:25,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,800.0,24.830000000000002,29.385,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,400176,-95,746,3766,322,1986,62500,-5020,2345,1548690,594,469,1247,8322,53604,XRF1,1,2022-11-21,16:42:44,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,820.0,24.85,29.405,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,399043,-78,864,3808,351,2066,63778,-4957,1713,1542439,755,666,1498,7829,54088,XRF1,1,2022-11-21,16:43:02,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,840.0,24.87,29.425,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,393320,-76,695,3852,300,1861,63304,-4906,2676,1517038,752,426,1160,8203,53754,XRF1,1,2022-11-21,16:43:22,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,860.0,24.89,29.445,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,385020,-65,836,4369,306,1981,62940,-4807,2967,1482038,639,611,1240,8763,53088,XRF1,1,2022-11-21,16:43:41,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,880.0,24.91,29.465,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,387779,-78,799,4331,366,1960,61008,-5360,2507,1496482,798,664,1542,8610,52799,XRF1,1,2022-11-21,16:44:01,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,900.0,24.93,29.485,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,384828,-84,722,4586,409,2134,60812,-5069,2555,1483569,791,533,962,8947,53077,XRF1,1,2022-11-21,16:44:20,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,920.0,24.950000000000003,29.505000000000003,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,376575,-96,827,4827,524,1996,61049,-5074,2822,1446955,688,445,1460,9580,51564,XRF1,1,2022-11-21,16:44:39,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,940.0,24.970000000000002,29.525000000000002,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,379027,-88,850,5975,407,2154,62304,-5111,3375,1448928,692,368,1387,10979,51833,XRF1,1,2022-11-21,16:44:58,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,960.0,24.990000000000002,29.545,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,383048,-94,1028,6700,417,2052,58664,-4925,4003,1470250,1023,825,1399,12041,51987,XRF1,1,2022-11-21,16:45:16,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,980.0,25.01,29.565,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,380030,-92,1090,7775,349,1921,58360,-4724,4764,1457078,1128,974,1460,12818,51016,XRF1,1,2022-11-21,16:45:34,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1000.0,25.03,29.585,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,383587,-74,979,7897,462,1914,54744,-5082,4508,1476939,1037,704,1791,13394,51030,XRF1,1,2022-11-21,16:45:51,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1020.0,25.05,29.605,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,368113,-37,911,6993,254,2165,60375,-5106,4270,1405787,925,586,1344,12120,50510,XRF1,1,2022-11-21,16:46:09,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1040.0,25.07,29.625,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,377086,-94,1035,8891,555,1911,56115,-5039,4955,1443762,1047,703,2314,13726,50936,XRF1,1,2022-11-21,16:46:27,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1060.0,25.09,29.645,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,368771,-86,1043,8431,445,2135,56570,-5106,4571,1406325,1216,984,2165,14787,49834,XRF1,1,2022-11-21,16:46:44,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1080.0,25.11,29.665,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,345192,-88,1138,7798,414,2355,63198,-4760,5060,1295048,1231,688,2040,14363,49607,XRF1,1,2022-11-21,16:47:02,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1100.0,25.130000000000003,29.685000000000002,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,367933,-53,1063,7592,442,1993,60322,-5317,4745,1398667,1272,709,1967,13849,51064,XRF1,1,2022-11-21,16:47:21,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1120.0,25.150000000000002,29.705000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,382589,-93,942,6683,398,2302,61095,-4936,4043,1465315,798,758,1767,12367,51573,XRF1,1,2022-11-21,16:47:41,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1140.0,25.17,29.725,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,369598,-43,869,5043,373,2444,67380,-4998,3400,1402020,867,490,1583,10733,52763,XRF1,1,2022-11-21,16:48:00,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1160.0,25.19,29.745,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,377544,-65,824,4640,462,2572,69350,-5487,3613,1435916,997,787,1498,10604,52796,XRF1,1,2022-11-21,16:48:19,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1180.0,25.21,29.765,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,380755,-56,827,4632,463,2209,67691,-5375,3023,1452648,775,645,1122,10026,53328,XRF1,1,2022-11-21,16:48:37,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1200.0,25.23,29.785,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,372645,-74,740,4001,254,2276,71859,-5326,3175,1410231,585,591,1074,9325,54033,XRF1,1,2022-11-21,16:48:56,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1220.0,25.25,29.805,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,393556,-90,766,4164,357,2176,65536,-4825,2525,1513916,815,757,1138,9219,52933,XRF1,1,2022-11-21,16:49:17,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1240.0,25.27,29.825,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,397937,-72,856,4411,484,2160,62518,-4711,3086,1536047,880,922,1131,9189,53633,XRF1,1,2022-11-21,16:49:36,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1260.0,25.290000000000003,29.845000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,400161,-88,949,5404,442,1968,57226,-5134,3296,1554772,669,821,1152,9755,52727,XRF1,1,2022-11-21,16:49:54,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1280.0,25.310000000000002,29.865000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,402570,-77,849,4889,425,1793,56945,-5220,2431,1565563,829,625,877,9151,53099,XRF1,1,2022-11-21,16:50:13,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1300.0,25.330000000000002,29.885,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,391123,-83,850,4409,372,2481,65027,-5085,3003,1510821,678,737,968,8748,52577,XRF1,1,2022-11-21,16:50:32,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1320.0,25.35,29.905,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,376149,-87,723,3789,240,2273,64158,-5175,1688,1446174,667,792,1092,8283,51538,XRF1,1,2022-11-21,16:50:50,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1340.0,25.37,29.925,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,393736,-82,759,3821,412,1997,60959,-5143,2137,1525692,618,513,1126,8271,52920,XRF1,1,2022-11-21,16:51:08,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1360.0,25.39,29.945,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,401779,-95,789,3672,374,2070,61423,-4934,1945,1560009,610,522,1176,8074,53332,XRF1,1,2022-11-21,16:51:25,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1380.0,25.41,29.965,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,384079,-78,841,3343,498,2417,60672,-4503,1868,1489421,703,416,744,7075,51317,XRF1,1,2022-11-21,16:51:44,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1400.0,25.43,29.985,44847632,SHLF11686661,10,0.16,6,10,10,12,No-Filter,370166,-85,703,2940,608,2336,64140,-5091,1847,1423456,585,551,892,6970,52156,XRF1,1,2022-11-21,16:52:02,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1420.0,25.450000000000003,30.005000000000003,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,396510,-101,753,3658,405,1909,57269,-4666,1984,1545964,752,601,1066,7232,52056,XRF1,1,2022-11-21,16:52:20,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1440.0,25.470000000000002,30.025000000000002,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,404320,-76,835,3984,415,1446,50283,-5251,1683,1589666,614,525,946,7126,52422,XRF1,1,2022-11-21,16:52:39,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1460.0,25.490000000000002,30.045,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,402856,-54,791,3744,598,1826,53896,-4824,1709,1574924,459,851,1146,7542,52427,XRF1,1,2022-11-21,16:52:58,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,5,A,1480.0,25.51,30.065,44847632,SHLF11686661,10,0.16,6,11,10,12,No-Filter,395524,-94,848,3776,417,1547,53890,-4697,2056,1543745,513,749,1220,8046,51584,XRF1,1,2022-11-21,16:53:16,YEON,2022-12-08 20:14:07,
393,U1560,C,4,H,6,A,20.0,25.56,30.115,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,366098,-68,756,3295,517,2480,68235,-4573,2535,1396614,741,728,1079,7440,51079,XRF1,1,2022-11-22,10:32:54,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,40.0,25.58,30.134999999999998,44847642,SHLF11686691,10,0.16,6,11,10,12,No-Filter,389109,-89,735,3488,211,1999,63899,-4834,2248,1500986,415,400,1383,8091,53351,XRF1,1,2022-11-22,10:33:13,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,60.0,25.599999999999998,30.154999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,376091,-82,708,3335,259,2233,70110,-5142,2227,1432629,956,466,1097,8248,53434,XRF1,1,2022-11-22,10:33:31,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,80.0,25.619999999999997,30.174999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,361644,-81,664,3417,335,2278,69723,-4830,2683,1375954,746,573,1252,8407,51184,XRF1,1,2022-11-22,10:33:49,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,100.0,25.64,30.195,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,366547,-54,725,3463,391,2198,66868,-5526,2476,1400490,531,471,1389,8616,51885,XRF1,1,2022-11-22,10:34:07,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,120.0,25.66,30.215,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,366199,-51,686,3459,492,2347,68415,-5256,2650,1394145,663,398,1036,8963,52171,XRF1,1,2022-11-22,10:34:25,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,140.0,25.68,30.235,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,374944,-47,728,4360,448,2068,59118,-4804,2657,1448140,626,529,1216,9288,51400,XRF1,1,2022-11-22,10:34:43,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,160.0,25.7,30.255,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,366296,-88,734,3954,344,2022,62334,-4736,2562,1406101,829,693,1429,9072,50816,XRF1,1,2022-11-22,10:35:01,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,180.0,25.72,30.275,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,369398,-92,786,4218,527,2106,61649,-4798,2949,1416100,833,601,1105,8674,52589,XRF1,1,2022-11-22,10:35:22,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,200.0,25.74,30.294999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,371090,-16,840,4169,486,2101,59176,-4531,2788,1431193,837,671,1256,8570,51720,XRF1,1,2022-11-22,10:35:40,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,220.0,25.759999999999998,30.314999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,364032,-92,742,3689,314,1979,61349,-4728,2740,1400449,649,653,1243,8001,50863,XRF1,1,2022-11-22,10:35:58,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,240.0,25.779999999999998,30.334999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,358506,-80,738,3590,202,1884,63297,-4736,2318,1371805,685,523,1234,8166,51514,XRF1,1,2022-11-22,10:36:15,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,260.0,25.8,30.355,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,343947,-78,668,3297,353,2184,63437,-4496,2013,1310566,389,452,1139,8046,49949,XRF1,1,2022-11-22,10:36:35,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,280.0,25.82,30.375,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,349128,-85,600,3104,313,2233,65261,-4604,1837,1332530,651,409,1363,8201,50053,XRF1,1,2022-11-22,10:36:53,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,300.0,25.84,30.395,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,358524,-94,620,3035,545,2304,67416,-4727,2401,1371360,458,415,1236,7684,50368,XRF1,1,2022-11-22,10:37:14,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,320.0,25.86,30.415,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,343919,-75,635,2427,415,2267,69527,-4831,2084,1303091,520,451,876,7233,50208,XRF1,1,2022-11-22,10:37:32,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,340.0,25.88,30.435,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,351288,-49,663,2517,355,2330,70204,-4481,1933,1334800,311,603,1083,7278,50713,XRF1,1,2022-11-22,10:37:50,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,360.0,25.9,30.455,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,331321,-73,595,2006,272,2747,76459,-4828,1914,1235262,443,531,1244,7059,50359,XRF1,1,2022-11-22,10:38:08,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,380.0,25.919999999999998,30.474999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,320306,-52,667,2062,267,2977,79271,-4839,1965,1182451,464,346,1128,6869,50359,XRF1,1,2022-11-22,10:38:29,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,400.0,25.939999999999998,30.494999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,352019,-89,655,2483,366,2444,71485,-4778,1315,1334242,822,519,1007,7336,50596,XRF1,1,2022-11-22,10:38:47,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,420.0,25.96,30.515,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,360473,-90,671,2858,441,2055,65727,-4591,2192,1381947,295,514,1030,7349,50659,XRF1,1,2022-11-22,10:39:06,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,440.0,25.98,30.535,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,377429,-94,797,3383,359,1936,59591,-4424,1884,1465924,357,665,1083,7686,50319,XRF1,1,2022-11-22,10:39:25,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,460.0,26.0,30.555,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,366529,-77,709,3333,597,1820,57270,-4551,1556,1422718,704,588,989,7400,49908,XRF1,1,2022-11-22,10:39:43,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,480.0,26.02,30.575,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,374352,-88,792,3306,355,1936,58158,-4516,2196,1456849,540,472,622,6827,50898,XRF1,1,2022-11-22,10:40:03,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,500.0,26.04,30.595,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,373762,-50,728,3127,496,1950,58784,-4576,2036,1450600,501,719,936,6710,51331,XRF1,1,2022-11-22,10:40:22,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,520.0,26.06,30.615,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,362337,-53,690,2908,169,2010,60509,-4673,1626,1400238,438,497,1245,6583,50361,XRF1,1,2022-11-22,10:40:40,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,540.0,26.08,30.634999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,367566,-75,694,3009,237,1748,60009,-5029,2003,1423591,714,436,531,6521,50660,XRF1,1,2022-11-22,10:41:00,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,560.0,26.099999999999998,30.654999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,377417,-83,764,3094,380,2062,60133,-4777,2004,1465113,510,401,883,6890,51182,XRF1,1,2022-11-22,10:41:19,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,580.0,26.119999999999997,30.674999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,375671,-91,780,2991,108,1817,59769,-4419,1933,1459083,751,585,990,6458,50649,XRF1,1,2022-11-22,10:41:37,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,600.0,26.14,30.695,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,373062,-33,630,2825,506,1898,62594,-4715,1644,1442270,602,456,1173,6752,51272,XRF1,1,2022-11-22,10:41:55,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,620.0,26.16,30.715,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,358755,-87,650,2696,476,2376,64713,-5216,1756,1375796,678,724,974,6642,51007,XRF1,1,2022-11-22,10:42:13,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,640.0,26.18,30.735,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,358411,-84,680,2750,350,2036,62393,-4979,1844,1380143,357,264,999,6676,50087,XRF1,1,2022-11-22,10:42:31,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,660.0,26.2,30.755,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,378353,-82,764,3259,293,1740,55433,-4731,1478,1477273,697,402,915,6868,50435,XRF1,1,2022-11-22,10:42:50,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,680.0,26.22,30.775,44847642,SHLF11686691,10,0.16,6,11,10,12,No-Filter,391087,-82,661,3582,504,1749,52692,-4496,1762,1533093,691,610,868,6992,52093,XRF1,1,2022-11-22,10:43:08,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,700.0,26.24,30.794999999999998,44847642,SHLF11686691,10,0.16,6,11,10,12,No-Filter,390959,-82,813,3584,384,1828,54304,-4638,1935,1532546,509,674,904,7112,51353,XRF1,1,2022-11-22,10:43:28,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,720.0,26.259999999999998,30.814999999999998,44847642,SHLF11686691,10,0.16,6,11,10,12,No-Filter,381653,-51,744,3503,329,1753,55221,-5085,1880,1491499,606,787,1159,7026,51502,XRF1,1,2022-11-22,10:43:46,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,740.0,26.279999999999998,30.834999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,375550,-79,679,3354,448,1974,57356,-4278,2524,1463011,726,622,803,6624,50492,XRF1,1,2022-11-22,10:44:04,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,760.0,26.3,30.855,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,361834,-80,668,2864,419,2146,61402,-4826,1546,1396189,394,301,746,6085,50627,XRF1,1,2022-11-22,10:44:23,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,780.0,26.32,30.875,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,373713,-60,764,3544,321,2102,58371,-4876,1994,1450799,829,513,804,7053,50383,XRF1,1,2022-11-22,10:44:43,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,800.0,26.34,30.895,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,380045,-77,781,4014,723,2237,57253,-4813,1869,1479780,574,394,1200,7776,50971,XRF1,1,2022-11-22,10:45:01,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,820.0,26.36,30.915,44847642,SHLF11686691,10,0.16,6,11,10,12,No-Filter,381325,-82,932,4142,484,1946,58262,-4264,2320,1480620,539,621,973,7851,50547,XRF1,1,2022-11-22,10:45:22,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,840.0,26.38,30.935,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,367946,-87,737,3898,325,2038,57887,-4746,2084,1423879,811,687,1139,7377,50551,XRF1,1,2022-11-22,10:45:39,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,860.0,26.4,30.955,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,372055,-99,734,4034,589,1885,55537,-4544,1828,1444795,736,795,1238,8070,50776,XRF1,1,2022-11-22,10:45:57,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,880.0,26.419999999999998,30.974999999999998,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,378005,-63,885,4627,243,1773,55258,-4438,2475,1470076,520,685,1229,9169,50480,XRF1,1,2022-11-22,10:46:17,YEON,2022-12-08 20:14:10,
393,U1560,C,4,H,6,A,900.0,26.439999999999998,30.994999999999997,44847642,SHLF11686691,10,0.16,6,10,10,12,No-Filter,378808,-88,805,4232,468,1839,56825,-4665,2481,1471392,706,707,1294,8462,51265,XRF1,1,2022-11-22,10:46:35,YEON,2022-12-08 20:14:10,
