Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,5,X,2,A,700.0,34.2,43.147000000000006,44837522,SHLF10888181,10,0.15,6,15,10,12,No-Filter,377251,-27,777,19079,488,2245,60275,-3758,1161,1421471,1128,437,1634,11305,54685,XRF2,1,2022-09-15,15:58:36,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,750.0,34.25,43.197,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,356692,-85,688,17497,534,2402,65375,-2909,537,1327920,1059,516,1224,9815,54381,XRF2,1,2022-09-15,15:59:02,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,800.0,34.3,43.247,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,352735,-59,711,17447,615,2744,72076,-3233,745,1299336,1067,467,1058,9537,54719,XRF2,1,2022-09-15,15:59:26,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,850.0,34.35,43.297000000000004,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,335758,-47,690,18646,749,2514,67694,-3247,1237,1227130,951,580,1206,11818,53140,XRF2,1,2022-09-15,15:59:51,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,900.0,34.4,43.347,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,346823,-38,842,20201,597,2550,69767,-3761,2429,1262348,1203,705,1055,14646,54367,XRF2,1,2022-09-15,16:00:15,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,950.0,34.45,43.397000000000006,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,335514,-66,478,17595,540,2270,64059,-2136,1082,1239426,978,424,1283,8635,52824,XRF2,1,2022-09-15,16:00:40,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1000.0,34.5,43.447,44837522,SHLF10888181,10,0.15,6,15,10,12,No-Filter,365761,-63,691,17513,494,2597,70083,-3555,665,1361943,938,425,1338,7695,55253,XRF2,1,2022-09-15,16:01:04,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1050.0,34.55,43.497,44837522,SHLF10888181,10,0.15,6,15,10,12,No-Filter,381649,-69,705,17665,560,2502,69252,-4008,788,1434108,1082,639,1063,8293,55299,XRF2,1,2022-09-15,16:01:29,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1100.0,34.6,43.547000000000004,44837522,SHLF10888181,10,0.15,6,16,10,12,No-Filter,392850,-80,727,18129,603,2485,68967,-3919,1075,1475778,811,721,1551,8739,55981,XRF2,1,2022-09-15,16:01:54,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1150.0,34.65,43.597,44837522,SHLF10888181,10,0.15,6,15,10,12,No-Filter,377697,-52,699,17982,455,2771,69516,-3703,1142,1410513,1104,526,1564,9786,55374,XRF2,1,2022-09-15,16:02:20,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1200.0,34.7,43.647000000000006,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,354342,-64,590,17965,627,2787,68019,-3081,1014,1312885,1289,743,1339,8614,54068,XRF2,1,2022-09-15,16:02:45,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1250.0,34.75,43.697,44837522,SHLF10888181,10,0.15,6,15,10,12,No-Filter,369766,-70,666,18111,606,2509,66080,-3089,1110,1383940,1088,329,1750,9735,54438,XRF2,1,2022-09-15,16:03:09,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1300.0,34.8,43.747,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,359123,-66,710,18686,453,2985,77588,-4642,2056,1308386,1322,774,1300,11484,55581,XRF2,1,2022-09-15,16:03:34,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1350.0,34.85,43.797000000000004,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,345878,-55,592,17606,667,2886,74459,-3478,1145,1264036,1202,547,1561,8959,54369,XRF2,1,2022-09-15,16:03:59,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1400.0,34.9,43.847,44837522,SHLF10888181,10,0.15,6,14,10,12,No-Filter,347887,-18,622,18236,526,2526,65814,-3259,1442,1288232,1322,608,1452,10160,53133,XRF2,1,2022-09-15,16:04:23,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,2,A,1450.0,34.95,43.897000000000006,44837522,SHLF10888181,10,0.15,6,11,10,12,No-Filter,229816,-74,612,17868,424,1953,51293,493,1262,750855,1159,416,1225,7649,45047,XRF2,1,2022-09-15,16:04:48,YEON,2022-09-26 21:01:03,
390C,U1559,A,5,X,3,A,50.0,35.05,43.997,44837532,SHLF10888211,10,0.15,6,13,10,12,No-Filter,298379,-41,668,17482,531,2726,68074,-2149,981,1067346,1075,421,1382,8972,49352,XRF2,1,2022-09-16,08:35:20,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,100.0,35.1,44.047000000000004,44837532,SHLF10888211,10,0.15,6,13,10,12,No-Filter,328325,-39,628,17796,525,2347,66772,-2565,992,1202147,1029,283,1751,8851,52001,XRF2,1,2022-09-16,08:35:43,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,150.0,35.15,44.097,44837532,SHLF10888211,10,0.15,6,15,10,12,No-Filter,371255,-39,663,19056,708,2272,55390,-3443,1215,1411180,1252,589,1591,9231,53098,XRF2,1,2022-09-16,08:36:07,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,200.0,35.2,44.147000000000006,44837532,SHLF10888211,10,0.15,6,14,10,12,No-Filter,353154,-16,879,19988,548,2183,55493,-2863,2028,1327312,1316,564,1456,11010,51649,XRF2,1,2022-09-16,08:36:32,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,250.0,35.25,44.197,44837532,SHLF10888211,10,0.15,6,14,10,12,No-Filter,346981,-53,819,20851,542,2195,55166,-3046,2334,1296936,1572,842,1563,13018,51086,XRF2,1,2022-09-16,08:36:56,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,300.0,35.3,44.247,44837532,SHLF10888211,10,0.15,6,15,10,12,No-Filter,375467,-53,801,19929,649,1814,51124,-3046,1639,1434105,1093,474,1790,10598,52202,XRF2,1,2022-09-16,08:37:21,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,350.0,35.35,44.297000000000004,44837532,SHLF10888211,10,0.15,6,15,10,12,No-Filter,377598,-69,760,19613,543,1972,50648,-2773,1386,1442716,1125,562,1523,10935,52047,XRF2,1,2022-09-16,08:37:46,YEON,2022-09-26 21:01:05,
390C,U1559,A,5,X,3,A,400.0,35.4,44.347,44837532,SHLF10888211,10,0.15,6,15,10,12,No-Filter,360785,-69,989,21914,615,1824,51621,-3302,2898,1357845,1535,507,1685,14109,52068,XRF2,1,2022-09-16,08:38:12,YEON,2022-09-26 21:01:05,
390,U1559,C,5,H,2,A,500.0,34.8,44.415,44837212,SHLF11583701,10,0.15,6,14,10,12,No-Filter,346938,-27,1064,23367,551,3269,79617,-5208,6129,1219259,2330,578,1304,24267,55102,XRF2,1,2022-09-16,09:23:19,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,550.0,34.849999999999994,44.464999999999996,44837212,SHLF11583701,10,0.15,6,15,10,12,No-Filter,384014,-61,975,20577,668,2726,69252,-4851,2345,1421295,1381,630,1445,15817,55894,XRF2,1,2022-09-16,09:23:44,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,600.0,34.9,44.515,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,396321,-37,873,19378,579,2531,64870,-4209,1650,1491072,911,802,1676,13204,55533,XRF2,1,2022-09-16,09:24:09,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,650.0,34.949999999999996,44.565,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,409952,-71,746,17840,576,2370,62853,-3404,745,1560514,774,598,1841,9856,56469,XRF2,1,2022-09-16,09:24:35,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,700.0,35.0,44.615,44837212,SHLF11583701,10,0.15,6,17,10,12,No-Filter,421257,-61,715,17470,705,2607,65587,-4648,716,1606755,749,749,1321,8732,57078,XRF2,1,2022-09-16,09:25:01,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,750.0,35.05,44.665,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,407593,-35,550,17185,688,2675,68162,-4364,470,1543486,666,353,1555,8536,56713,XRF2,1,2022-09-16,09:25:29,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,800.0,35.099999999999994,44.714999999999996,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,404302,-73,620,17496,685,2530,66235,-3967,414,1533040,1031,382,1489,10236,55835,XRF2,1,2022-09-16,09:25:56,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,850.0,35.15,44.765,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,391416,-36,668,17295,401,2533,71554,-3992,861,1467338,921,377,1181,10216,55833,XRF2,1,2022-09-16,09:26:22,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,900.0,35.199999999999996,44.815,44837212,SHLF11583701,10,0.15,6,14,10,12,No-Filter,347567,-40,546,16402,575,3487,90457,-4282,1331,1240910,1144,644,1522,10511,56231,XRF2,1,2022-09-16,09:26:47,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,950.0,35.25,44.865,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,405874,-19,749,17697,749,2674,70090,-4428,881,1531896,931,486,2169,10515,56420,XRF2,1,2022-09-16,09:27:12,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1000.0,35.3,44.915,44837212,SHLF11583701,10,0.15,6,17,10,12,No-Filter,436485,-39,651,17518,594,2174,59301,-4360,122,1682135,925,711,1960,11159,56395,XRF2,1,2022-09-16,09:27:39,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1050.0,35.349999999999994,44.964999999999996,44837212,SHLF11583701,10,0.15,6,17,10,12,No-Filter,422147,-35,661,17118,712,2434,64734,-4238,395,1611883,1040,806,1912,10335,57443,XRF2,1,2022-09-16,09:28:08,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1100.0,35.4,45.015,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,406660,-52,654,17178,641,2424,68184,-4391,394,1539336,1186,607,1464,9917,55834,XRF2,1,2022-09-16,09:28:36,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1150.0,35.449999999999996,45.065,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,398950,-14,693,17684,670,2503,66567,-4125,884,1505809,1086,261,1607,10884,55875,XRF2,1,2022-09-16,09:29:02,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1200.0,35.5,45.115,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,397325,-40,789,18523,447,2514,66134,-4011,1183,1501086,1085,615,1585,9981,55442,XRF2,1,2022-09-16,09:29:28,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1250.0,35.55,45.165,44837212,SHLF11583701,10,0.15,6,15,10,12,No-Filter,363022,-38,688,18006,363,3086,75263,-4222,1175,1334269,1066,488,1194,9946,55897,XRF2,1,2022-09-16,09:29:54,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1300.0,35.599999999999994,45.214999999999996,44837212,SHLF11583701,10,0.15,6,15,10,12,No-Filter,380347,-48,792,20029,561,2697,73614,-4950,2638,1400931,1365,756,1583,12963,56023,XRF2,1,2022-09-16,09:30:19,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1350.0,35.65,45.265,44837212,SHLF11583701,10,0.15,6,17,10,12,No-Filter,418396,-33,761,18237,778,2541,67496,-4937,915,1588019,949,331,1650,9105,57073,XRF2,1,2022-09-16,09:30:44,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1400.0,35.699999999999996,45.315,44837212,SHLF11583701,10,0.15,6,15,10,12,No-Filter,388081,-28,784,19256,661,2738,68755,-4387,1287,1453481,1060,369,1120,9389,55569,XRF2,1,2022-09-16,09:31:11,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,2,A,1450.0,35.75,45.365,44837212,SHLF11583701,10,0.15,6,16,10,12,No-Filter,397034,-36,655,17329,517,3115,78488,-4139,604,1483005,997,521,1646,7529,55787,XRF2,1,2022-09-16,09:31:36,YEON,2022-09-26 20:59:27,
390,U1559,C,5,H,3,A,50.0,35.849999999999994,45.464999999999996,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,328310,-57,624,16903,392,3172,85691,-4160,1225,1160176,874,655,1364,7636,56911,XRF2,1,2022-09-16,10:01:37,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,100.0,35.9,45.515,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,328469,-73,684,17130,397,3282,81130,-3823,1193,1170749,736,761,1638,7983,55045,XRF2,1,2022-09-16,10:02:01,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,150.0,35.949999999999996,45.565,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,307066,-50,505,17007,469,3764,98749,-4644,1487,1037314,1352,729,1280,8633,56487,XRF2,1,2022-09-16,10:02:25,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,200.0,36.0,45.615,44837222,SHLF11583731,10,0.15,6,14,10,12,No-Filter,359139,-56,687,18225,524,3170,84995,-4790,1936,1289547,1244,720,1423,9947,58545,XRF2,1,2022-09-16,10:02:48,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,250.0,36.05,45.665,44837222,SHLF11583731,10,0.15,6,15,10,12,No-Filter,378162,-28,704,18640,474,2829,77592,-5040,1780,1388516,1090,636,1502,10808,56704,XRF2,1,2022-09-16,10:03:13,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,300.0,36.099999999999994,45.714999999999996,44837222,SHLF11583731,10,0.15,6,15,10,12,No-Filter,368034,-42,731,18695,511,2988,80194,-4400,1921,1338352,1502,648,1345,11056,57600,XRF2,1,2022-09-16,10:03:38,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,350.0,36.15,45.765,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,309473,-19,634,16412,239,4164,104261,-4910,1335,1036100,1108,811,1161,8432,56621,XRF2,1,2022-09-16,10:04:03,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,400.0,36.199999999999996,45.815,44837222,SHLF11583731,10,0.15,6,12,10,12,No-Filter,266704,-3,423,15774,412,4624,121082,-5202,1796,808793,944,513,1207,7165,57957,XRF2,1,2022-09-16,10:04:26,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,450.0,36.25,45.865,44837222,SHLF11583731,10,0.15,6,14,10,12,No-Filter,341444,-53,559,16359,597,3576,98455,-5446,1354,1191823,965,749,1449,7452,58559,XRF2,1,2022-09-16,10:04:48,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,500.0,36.3,45.915,44837222,SHLF11583731,10,0.15,6,12,10,12,No-Filter,265747,30,417,15696,126,4506,118407,-5542,1266,807358,938,370,1460,5940,59386,XRF2,1,2022-09-16,10:05:13,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,550.0,36.349999999999994,45.964999999999996,44837222,SHLF11583731,10,0.15,6,14,10,12,No-Filter,348323,-45,525,16439,542,3267,87849,-4280,841,1242120,997,782,1422,7008,56484,XRF2,1,2022-09-16,10:05:34,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,600.0,36.4,46.015,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,389528,-69,642,16880,377,2949,80403,-4463,530,1440083,855,690,1246,6594,57718,XRF2,1,2022-09-16,10:05:59,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,650.0,36.449999999999996,46.065,44837222,SHLF11583731,10,0.15,6,17,10,12,No-Filter,429779,-67,575,17132,534,2403,68828,-4404,83,1637907,835,512,1446,5996,58148,XRF2,1,2022-09-16,10:06:24,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,700.0,36.5,46.115,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,401245,-71,747,16910,721,2685,77119,-4548,333,1502834,734,595,1527,6385,56892,XRF2,1,2022-09-16,10:06:53,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,750.0,36.55,46.165,44837222,SHLF11583731,10,0.15,6,15,10,12,No-Filter,387475,-48,645,17012,373,2940,82340,-5283,522,1430399,791,672,1750,7447,58574,XRF2,1,2022-09-16,10:07:19,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,800.0,36.599999999999994,46.214999999999996,44837222,SHLF11583731,10,0.15,6,14,10,12,No-Filter,343534,-37,581,16537,550,3413,97678,-5295,1173,1202435,860,656,1329,7601,59117,XRF2,1,2022-09-16,10:07:44,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,850.0,36.65,46.265,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,327700,-63,503,15923,425,3839,105046,-5135,1350,1121639,853,1009,1415,9013,59631,XRF2,1,2022-09-16,10:08:09,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,900.0,36.699999999999996,46.315,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,319277,-63,428,16486,265,4064,107241,-5907,1583,1071347,889,425,1395,7905,60001,XRF2,1,2022-09-16,10:08:33,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,950.0,36.75,46.365,44837222,SHLF11583731,10,0.15,6,13,10,12,No-Filter,305082,-52,519,16143,154,4345,110678,-5486,1769,1005110,1153,433,1471,8273,58711,XRF2,1,2022-09-16,10:08:56,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1000.0,36.8,46.415,44837222,SHLF11583731,10,0.15,6,15,10,12,No-Filter,382820,-32,806,19874,266,2846,73904,-5108,2577,1410975,1421,534,1702,13335,56412,XRF2,1,2022-09-16,10:09:19,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1050.0,36.849999999999994,46.464999999999996,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,403176,-43,1054,21772,637,2187,62417,-4939,2475,1515798,1531,470,1623,14490,56052,XRF2,1,2022-09-16,10:09:45,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1100.0,36.9,46.515,44837222,SHLF11583731,10,0.15,6,17,10,12,No-Filter,419966,-60,874,20743,628,2375,64294,-4923,1672,1585563,1414,506,3756,13091,57210,XRF2,1,2022-09-16,10:10:10,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1150.0,36.949999999999996,46.565,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,403999,30,733,18647,616,2941,71916,-4830,1358,1509708,1171,452,1941,10922,56961,XRF2,1,2022-09-16,10:10:37,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1200.0,37.0,46.615,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,390016,-21,745,19325,744,2718,73719,-4835,1713,1446306,1285,586,1761,11253,56043,XRF2,1,2022-09-16,10:11:03,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1250.0,37.05,46.665,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,403297,-46,859,20740,514,2857,71818,-5050,2774,1501586,1619,883,1809,13603,56174,XRF2,1,2022-09-16,10:11:28,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1300.0,37.099999999999994,46.714999999999996,44837222,SHLF11583731,10,0.15,6,16,10,12,No-Filter,389547,20,953,21092,404,3099,78391,-4942,3506,1424350,1574,538,1770,15630,56450,XRF2,1,2022-09-16,10:11:54,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1350.0,37.15,46.765,44837222,SHLF11583731,10,0.15,6,12,10,12,No-Filter,271056,-88,720,19053,486,1937,51111,811,3369,969390,1576,674,1052,12833,46518,XRF2,1,2022-09-16,10:12:20,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,3,A,1400.0,37.199999999999996,46.815,44837222,SHLF11583731,10,0.15,6,7,10,12,No-Filter,64573,-76,252,15712,18,223,8495,11059,-30,58683,3592,-218,426,571,33526,XRF2,1,2022-09-16,10:12:42,YEON,2022-09-26 20:59:33,
390,U1559,C,5,H,4,A,50.0,37.349999999999994,46.964999999999996,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,368657,-13,695,18182,346,2822,75550,-4173,1478,1352062,1308,451,1818,14631,55483,XRF2,1,2022-09-16,10:45:30,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,100.0,37.4,47.015,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,361492,9,578,16436,479,3142,89346,-4915,624,1296422,1053,594,1395,13193,58066,XRF2,1,2022-09-16,10:45:55,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,150.0,37.449999999999996,47.065,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,375542,-69,615,16821,629,3265,89075,-5448,913,1354314,702,721,1751,12978,58349,XRF2,1,2022-09-16,10:46:20,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,200.0,37.5,47.115,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,388906,-4,632,16837,513,2891,82902,-4766,781,1427622,683,458,1102,12125,58056,XRF2,1,2022-09-16,10:46:45,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,250.0,37.55,47.165,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,396236,-17,619,17276,677,2849,77289,-4794,647,1469278,873,438,1720,11754,57432,XRF2,1,2022-09-16,10:47:10,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,300.0,37.599999999999994,47.214999999999996,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,387000,-67,705,17161,763,3047,79377,-5048,680,1428780,1097,792,1407,11611,56959,XRF2,1,2022-09-16,10:47:36,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,350.0,37.65,47.265,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,364774,-75,664,16544,463,3142,88825,-5303,1010,1311503,1009,790,1291,11650,58126,XRF2,1,2022-09-16,10:48:01,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,400.0,37.699999999999996,47.315,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,390943,-77,566,17124,524,2572,81905,-5174,1010,1441427,1030,456,1581,12385,57305,XRF2,1,2022-09-16,10:48:26,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,450.0,37.75,47.365,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,364439,-21,614,16610,464,3213,90616,-5004,959,1309874,984,721,1493,11886,57459,XRF2,1,2022-09-16,10:48:52,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,470.0,37.769999999999996,47.385,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,383093,-65,681,17238,529,2855,79492,-4747,977,1411396,776,468,1341,11869,57437,XRF2,1,2022-09-16,10:49:15,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,500.0,37.8,47.415,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,372064,-49,629,17104,674,2960,79186,-4391,1040,1364438,915,363,1252,11658,56614,XRF2,1,2022-09-16,10:49:39,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,550.0,37.849999999999994,47.464999999999996,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,378095,-40,684,17087,597,2956,82511,-4740,1252,1384482,921,724,1471,11161,56833,XRF2,1,2022-09-16,10:50:04,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,600.0,37.9,47.515,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,391532,-66,670,17266,558,2794,78349,-4709,1272,1452408,1014,595,1090,10882,56842,XRF2,1,2022-09-16,10:50:30,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,650.0,37.949999999999996,47.565,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,383350,-63,654,17045,724,2953,77752,-4294,991,1419339,1183,534,999,10044,57122,XRF2,1,2022-09-16,10:50:55,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,700.0,38.0,47.615,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,386616,-39,646,17474,547,2741,73829,-4184,808,1438710,1080,840,1600,10001,56669,XRF2,1,2022-09-16,10:51:21,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,750.0,38.05,47.665,44837232,SHLF11583761,10,0.15,6,15,10,12,No-Filter,375827,1,626,17304,617,3191,82797,-4957,1090,1375286,1008,909,1412,10810,57808,XRF2,1,2022-09-16,10:51:46,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,800.0,38.099999999999994,47.714999999999996,44837232,SHLF11583761,10,0.15,6,13,10,12,No-Filter,308038,-60,482,16236,432,3916,103576,-4764,1203,1032320,801,538,1172,8413,57194,XRF2,1,2022-09-16,10:52:11,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,850.0,38.15,47.765,44837232,SHLF11583761,10,0.15,6,13,10,12,No-Filter,317953,-57,542,16322,542,4216,104065,-5174,1089,1075309,679,759,965,8852,57727,XRF2,1,2022-09-16,10:52:34,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,900.0,38.199999999999996,47.815,44837232,SHLF11583761,10,0.15,6,13,10,12,No-Filter,308182,-35,440,16202,386,4042,106129,-5320,1037,1029212,907,903,1352,8227,58307,XRF2,1,2022-09-16,10:52:57,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,950.0,38.25,47.865,44837232,SHLF11583761,10,0.15,6,13,10,12,No-Filter,324267,-60,601,16058,315,3831,102522,-4865,1000,1110024,792,446,1066,8912,56771,XRF2,1,2022-09-16,10:53:20,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,1000.0,38.3,47.915,44837232,SHLF11583761,10,0.15,6,14,10,12,No-Filter,352530,-46,611,16213,429,3584,92353,-5144,778,1255817,745,858,1255,9777,56602,XRF2,1,2022-09-16,10:53:45,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,1050.0,38.349999999999994,47.964999999999996,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,393621,-25,679,17190,487,2669,76324,-4904,941,1461932,634,602,1781,11158,57140,XRF2,1,2022-09-16,10:54:10,YEON,2022-09-26 20:59:37,
390,U1559,C,5,H,4,A,1100.0,38.4,48.015,44837232,SHLF11583761,10,0.15,6,16,10,12,No-Filter,397031,13,699,17850,747,2673,73345,-4779,1049,1480382,1016,616,1729,12498,56217,XRF2,1,2022-09-16,10:54:36,YEON,2022-09-26 20:59:37,
