Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,5,A,700.0,22.9,22.9,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,188292,3896,1375,2991,9436,169555,1991,4619,719,1658,224,540,1584,6284,6808,3164,11731,536,686,34590,66838,XRF2,1,2022-08-26,15:06:05,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,750.0,22.95,22.95,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,186931,3745,1427,2851,9612,172211,2496,4707,728,1806,300,532,1391,6424,6723,3074,11738,1070,789,34452,64960,XRF2,1,2022-08-26,15:06:26,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,800.0,23.0,23.0,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,186370,3708,1429,2776,9042,169418,2244,4539,777,1636,261,493,1506,6188,6742,2911,11453,897,762,34196,65965,XRF2,1,2022-08-26,15:06:46,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,850.0,23.05,23.05,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,184319,3741,1413,2653,8925,167822,2289,4505,754,1784,236,491,1471,6234,6578,2910,11429,872,737,33377,65052,XRF2,1,2022-08-26,15:07:07,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,898.0,23.098,23.098,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,181938,3723,1477,2657,8798,165038,2150,4271,703,1814,208,437,1577,5918,6227,2760,11247,818,719,33985,65269,XRF2,1,2022-08-26,15:07:28,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,950.0,23.15,23.15,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,182635,3762,1514,2610,8797,164637,2331,4611,806,1763,230,511,1469,5947,6364,2840,11253,725,379,33390,64698,XRF2,1,2022-08-26,15:07:49,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1000.0,23.2,23.2,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,183495,3584,1516,2637,8518,165579,2247,4486,812,1736,209,496,1497,5983,6463,3094,11586,868,652,33658,65480,XRF2,1,2022-08-26,15:08:09,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1050.0,23.25,23.25,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,185785,3766,1498,2625,9360,168680,2234,4526,821,1774,239,530,1487,6066,6888,3007,12053,1018,994,34219,65617,XRF2,1,2022-08-26,15:08:30,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1100.0,23.3,23.3,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,183495,3740,1584,2710,10524,170763,2258,4740,804,1694,211,588,1570,5799,6843,3344,11686,613,795,33357,64763,XRF2,1,2022-08-26,15:08:51,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1125.0,23.325,23.325,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,185703,3623,1660,2506,13100,173560,2222,4606,895,1626,255,627,1669,5260,7328,3344,11255,1048,858,32861,65665,XRF2,1,2022-08-26,15:09:12,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1150.0,23.349999999999998,23.349999999999998,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,185960,3602,1733,2448,13506,176698,2397,4732,933,1722,149,735,1567,5330,7236,3263,11306,1049,850,33690,65449,XRF2,1,2022-08-26,15:09:33,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1175.0,23.375,23.375,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,181218,3487,1741,2526,11959,168275,2032,4699,835,1589,196,522,1446,5586,7040,3210,11354,1093,723,32769,63030,XRF2,1,2022-08-26,15:09:53,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1200.0,23.4,23.4,44834512,SHLF10903171,30,1.25,6,11,10,12,Pd-Thick,184802,3154,3213,2449,15331,176727,2237,4602,817,1715,224,771,1565,5073,7907,3852,11591,914,709,33262,64740,XRF2,1,2022-08-26,15:10:14,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1225.0,23.425,23.425,44834512,SHLF10903171,30,1.25,6,10,10,12,Pd-Thick,169914,2699,21699,1556,15023,140818,1670,4420,843,1231,125,896,1350,3275,11148,3955,8257,772,643,33140,57751,XRF2,1,2022-08-26,15:10:35,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1250.0,23.45,23.45,44834512,SHLF10903171,30,1.25,6,10,10,12,Pd-Thick,156637,2134,51371,914,11140,91234,965,4349,637,903,97,693,1193,2240,14411,2855,5872,553,894,33448,53779,XRF2,1,2022-08-26,15:10:56,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1275.0,23.474999999999998,23.474999999999998,44834512,SHLF10903171,30,1.25,6,10,10,12,Pd-Thick,150452,2070,60037,702,9073,80484,934,4289,589,797,69,568,981,2022,15403,2501,5475,337,926,32099,50419,XRF2,1,2022-08-26,15:11:17,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1300.0,23.5,23.5,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,140286,1802,75558,556,7411,57460,581,3985,413,493,47,527,783,1152,19656,1889,3407,259,866,32692,46073,XRF2,1,2022-08-26,15:11:37,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1325.0,23.525,23.525,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,139482,1547,88407,370,6810,47855,386,4021,463,521,53,582,807,926,21612,1779,3017,293,836,32357,45280,XRF2,1,2022-08-26,15:11:58,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1350.0,23.55,23.55,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,138325,1505,90305,365,6351,47030,595,4087,481,527,40,525,743,797,22748,1713,3146,195,649,32239,44641,XRF2,1,2022-08-26,15:12:19,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1375.0,23.575,23.575,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,138566,1308,90385,287,5873,47009,507,4003,428,535,43,460,843,928,22680,1784,3306,190,697,31530,44248,XRF2,1,2022-08-26,15:12:40,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1400.0,23.599999999999998,23.599999999999998,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,138888,1339,87410,306,7895,51652,448,4054,438,504,60,595,880,903,22054,1866,3294,259,897,31722,44655,XRF2,1,2022-08-26,15:13:01,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1425.0,23.625,23.625,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,139001,1409,81059,358,8198,55243,623,4018,546,590,69,737,911,931,21329,1988,3286,559,1045,31382,43983,XRF2,1,2022-08-26,15:13:21,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1450.0,23.65,23.65,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,135568,1286,84635,264,6723,48044,552,3905,337,519,33,570,801,866,23207,1610,2989,229,734,30633,44065,XRF2,1,2022-08-26,15:13:42,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1475.0,23.675,23.675,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,134645,1043,92940,195,6458,42805,421,3884,392,525,41,561,801,641,23164,1469,2453,293,726,30141,42006,XRF2,1,2022-08-26,15:14:03,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,5,A,1490.0,23.689999999999998,23.689999999999998,44834512,SHLF10903171,30,1.25,6,9,10,12,Pd-Thick,137287,883,103668,255,5709,38230,455,3936,353,407,58,471,853,562,24841,1343,2482,580,644,31127,43466,XRF2,1,2022-08-26,15:14:23,YEON,2022-09-02 18:16:59,
395E,U1561,A,3,H,6,A,25.0,23.735,23.735,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,121908,659,93205,124,3683,23986,255,3793,286,342,52,307,731,362,23500,913,1465,44,482,29193,40153,XRF2,1,2022-08-26,15:45:59,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,50.0,23.76,23.76,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,139560,715,117035,135,3795,24770,336,4103,306,338,38,384,835,373,28529,887,1725,74,484,33463,44712,XRF2,1,2022-08-26,15:46:20,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,75.0,23.785,23.785,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,139941,673,117846,125,3579,25558,226,4115,246,326,31,428,845,466,28666,822,1739,117,383,32917,44007,XRF2,1,2022-08-26,15:46:41,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,100.0,23.810000000000002,23.810000000000002,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,140676,759,116377,210,3824,27348,347,4084,258,381,30,372,803,343,27719,926,1905,84,208,32616,44123,XRF2,1,2022-08-26,15:47:01,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,125.0,23.835,23.835,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142060,769,111254,191,4468,31741,284,3970,300,413,36,521,862,481,28825,1277,2284,214,605,32799,44144,XRF2,1,2022-08-26,15:47:22,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,150.0,23.86,23.86,44834522,SHLF10903201,30,1.25,6,10,10,12,Pd-Thick,144085,876,107817,274,4757,33610,319,4058,333,415,91,446,860,536,29070,1331,2566,164,721,33909,45520,XRF2,1,2022-08-26,15:47:43,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,175.0,23.885,23.885,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142627,791,110192,152,4609,31735,325,4174,307,361,19,454,882,583,29497,1152,2246,50,565,33110,46027,XRF2,1,2022-08-26,15:48:04,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,200.0,23.91,23.91,44834522,SHLF10903201,30,1.25,6,10,10,12,Pd-Thick,145588,901,106115,188,5555,37757,447,4018,388,354,24,500,992,513,28579,1248,2261,170,525,32755,46595,XRF2,1,2022-08-26,15:48:25,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,225.0,23.935000000000002,23.935000000000002,44834522,SHLF10903201,30,1.25,6,10,10,12,Pd-Thick,145737,895,105263,214,5507,38267,511,4213,383,427,19,481,990,553,29203,1349,2343,195,231,33460,46307,XRF2,1,2022-08-26,15:48:46,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,250.0,23.96,23.96,44834522,SHLF10903201,30,1.25,6,10,10,12,Pd-Thick,144710,745,114245,159,4753,31688,337,4093,411,342,40,432,860,341,31086,1235,2142,270,601,33347,45460,XRF2,1,2022-08-26,15:49:07,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,275.0,23.985,23.985,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,143562,769,112614,204,4474,30157,294,4132,310,439,54,485,857,373,31397,1173,1797,27,448,33512,46463,XRF2,1,2022-08-26,15:49:28,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,300.0,24.01,24.01,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,143612,690,119488,156,3776,25538,176,4103,301,362,37,404,895,381,31408,1084,1870,299,718,34052,45952,XRF2,1,2022-08-26,15:49:48,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,325.0,24.035,24.035,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142876,635,117346,145,3804,25913,301,4028,344,304,32,407,906,367,31406,1048,1491,121,633,33649,44688,XRF2,1,2022-08-26,15:50:09,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,338.0,24.048000000000002,24.048000000000002,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,140782,684,113749,134,3247,24035,271,3963,244,366,45,358,817,406,31002,907,1740,220,540,32623,44619,XRF2,1,2022-08-26,15:50:29,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,375.0,24.085,24.085,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,141218,735,104470,180,4209,31892,356,4100,474,498,87,449,1035,671,28900,1277,2119,267,525,32158,46175,XRF2,1,2022-08-26,15:50:50,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,400.0,24.11,24.11,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,140070,942,99585,225,5061,35580,392,4084,347,514,38,420,938,621,27482,1338,2395,225,681,32302,45449,XRF2,1,2022-08-26,15:51:10,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,425.0,24.135,24.135,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,138840,1076,88737,342,5426,43282,440,4106,421,440,33,516,869,791,26322,1415,2548,-68,566,32054,44208,XRF2,1,2022-08-26,15:51:31,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,450.0,24.16,24.16,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142989,1290,74061,431,8019,61228,635,4199,591,718,90,762,1031,1020,23262,2286,3405,127,961,32288,48386,XRF2,1,2022-08-26,15:51:52,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,475.0,24.185000000000002,24.185000000000002,44834522,SHLF10903201,30,1.25,6,10,10,12,Pd-Thick,148551,1532,67437,463,9521,74077,898,4185,664,804,100,841,1189,1308,22399,2585,4124,32,960,32064,48744,XRF2,1,2022-08-26,15:52:13,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,500.0,24.21,24.21,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142375,1173,82536,363,6776,51326,536,4016,429,497,79,599,1117,855,25860,1990,3111,240,638,32209,46837,XRF2,1,2022-08-26,15:52:34,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,525.0,24.235,24.235,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,141396,1003,92476,261,6282,46846,529,4077,448,506,69,620,966,678,28125,1505,2512,244,813,32124,44941,XRF2,1,2022-08-26,15:52:55,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,550.0,24.26,24.26,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,141034,725,114612,160,4528,29809,311,4078,304,353,46,461,782,327,32786,1029,1890,328,581,33182,44375,XRF2,1,2022-08-26,15:53:16,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,575.0,24.285,24.285,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142798,763,114971,126,4313,30034,286,4023,326,373,65,394,876,494,33100,1041,1729,188,520,32421,45158,XRF2,1,2022-08-26,15:53:37,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,600.0,24.310000000000002,24.310000000000002,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,142830,587,119253,149,4027,26825,272,4062,359,383,47,379,823,356,34653,1005,1852,408,275,33036,45605,XRF2,1,2022-08-26,15:53:57,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,6,A,625.0,24.335,24.335,44834522,SHLF10903201,30,1.25,6,9,10,12,Pd-Thick,141998,641,112807,85,4228,29161,301,4004,399,380,18,517,905,475,33250,959,1796,-1,830,32057,44964,XRF2,1,2022-08-26,15:54:18,YEON,2022-09-02 18:17:02,
395E,U1561,A,3,H,7,A,25.0,24.415,24.415,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,118736,420,88302,111,2392,16520,217,3774,226,290,54,263,813,266,28140,579,1142,74,413,28274,39487,XRF2,1,2022-08-26,16:23:09,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,50.0,24.44,24.44,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,145654,478,116477,134,3149,22437,257,4062,265,323,30,340,961,272,35335,897,1601,192,611,33650,47268,XRF2,1,2022-08-26,16:23:29,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,75.0,24.465,24.465,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,145858,536,115176,155,2962,22647,184,4270,294,329,14,354,999,305,36451,914,1763,175,193,33690,46985,XRF2,1,2022-08-26,16:23:50,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,100.0,24.490000000000002,24.490000000000002,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,145953,468,116924,70,2736,20068,116,4203,249,362,77,281,1014,296,37576,848,1357,89,433,34769,47260,XRF2,1,2022-08-26,16:24:11,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,125.0,24.515,24.515,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,145126,561,109566,117,2901,21643,187,4163,207,384,39,233,1072,523,38118,830,1945,269,382,34422,47848,XRF2,1,2022-08-26,16:24:32,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,150.0,24.54,24.54,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,144831,678,108685,147,3002,23072,192,4108,261,384,68,267,1072,479,37889,947,1968,237,515,34080,47793,XRF2,1,2022-08-26,16:24:53,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,175.0,24.565,24.565,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,147305,851,114616,138,1960,19577,186,4148,248,387,30,160,989,727,43890,605,2178,230,238,34348,46092,XRF2,1,2022-08-26,16:25:14,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,200.0,24.59,24.59,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,147011,1006,117577,160,1567,16776,165,4289,294,371,52,185,871,607,44429,365,1961,223,471,34996,46668,XRF2,1,2022-08-26,16:25:35,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,250.0,24.64,24.64,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,144093,1001,113710,193,1370,17187,192,4068,222,394,54,120,855,609,45998,371,2164,214,155,33457,45610,XRF2,1,2022-08-26,16:25:56,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,300.0,24.69,24.69,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,142972,858,115623,158,1567,16208,129,4279,241,366,78,147,841,553,44285,523,1780,256,310,33297,45586,XRF2,1,2022-08-26,16:26:17,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,350.0,24.740000000000002,24.740000000000002,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,144558,938,110853,155,1422,17228,149,4128,189,395,43,90,1023,573,45159,406,2255,343,298,33308,45171,XRF2,1,2022-08-26,16:26:38,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,400.0,24.79,24.79,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,146288,709,115324,214,1207,12049,99,4171,220,307,61,86,1136,508,46411,443,1785,153,365,33826,47971,XRF2,1,2022-08-26,16:26:59,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,450.0,24.84,24.84,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,143969,576,115846,136,1179,10347,107,4106,151,340,61,49,1059,412,45733,252,1552,188,534,33608,47443,XRF2,1,2022-08-26,16:27:20,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,490.0,24.88,24.88,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,146710,470,116060,109,1291,11093,197,4208,204,297,60,90,1070,472,46317,336,1796,98,295,33918,47906,XRF2,1,2022-08-26,16:27:41,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,550.0,24.94,24.94,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,148145,517,117410,116,1081,10865,147,4101,160,346,62,106,1139,422,46591,343,1810,520,700,34801,48282,XRF2,1,2022-08-26,16:28:01,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,600.0,24.990000000000002,24.990000000000002,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,145648,666,112796,197,1181,12030,137,4193,142,309,36,95,1022,509,45822,369,1693,119,523,33242,49181,XRF2,1,2022-08-26,16:28:22,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,650.0,25.04,25.04,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,143702,723,110526,183,1316,14061,170,4137,204,357,14,27,976,531,45286,348,2142,104,496,33669,46755,XRF2,1,2022-08-26,16:28:43,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,700.0,25.09,25.09,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,141926,688,109232,64,1325,12915,146,4115,154,341,52,131,1048,557,45264,237,1634,89,201,32285,46467,XRF2,1,2022-08-26,16:29:04,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,750.0,25.14,25.14,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,142149,548,105728,92,1356,13730,104,4045,193,312,35,90,1051,389,45362,427,1681,502,338,32432,47612,XRF2,1,2022-08-26,16:29:25,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,800.0,25.19,25.19,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,147072,510,107590,106,1493,14598,201,4212,207,361,37,168,1181,431,46415,283,1942,263,470,33023,48939,XRF2,1,2022-08-26,16:29:46,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,840.0,25.23,25.23,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,147995,533,106183,87,1291,14389,168,4114,224,332,53,66,1191,358,45916,444,2047,76,441,32926,50693,XRF2,1,2022-08-26,16:30:07,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,900.0,25.29,25.29,44834532,SHLF10903231,30,1.25,6,10,10,12,Pd-Thick,154687,602,112870,89,1350,14841,112,4398,207,397,89,106,1359,392,48511,514,1787,121,454,35288,51107,XRF2,1,2022-08-26,16:30:28,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,950.0,25.34,25.34,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,130757,606,100206,144,1361,13970,169,3696,189,319,79,71,1125,438,41464,386,1796,153,416,31920,43472,XRF2,1,2022-08-26,16:30:49,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,7,A,1000.0,25.39,25.39,44834532,SHLF10903231,30,1.25,6,9,10,12,Pd-Thick,137977,591,103879,125,1459,14681,177,3915,195,377,36,95,1151,506,43575,421,2296,248,150,32587,45678,XRF2,1,2022-08-26,16:31:09,YEON,2022-09-02 18:17:04,
395E,U1561,A,3,H,CC,A,30.0,25.48,25.48,44834542,SHLF10903261,30,1.25,6,8,10,12,Pd-Thick,100319,431,65106,119,975,9712,70,3495,180,274,61,57,665,278,27883,299,1555,432,437,24470,34500,XRF2,1,2022-08-26,16:46:34,YEON,2022-09-02 18:17:05,
395E,U1561,A,3,H,CC,A,85.0,25.535,25.535,44834542,SHLF10903261,30,1.25,6,9,10,12,Pd-Thick,138514,521,93464,100,1207,13633,81,3920,262,412,22,47,1093,418,41571,388,3489,296,451,31815,47855,XRF2,1,2022-08-26,16:46:52,YEON,2022-09-02 18:17:05,
395E,U1561,A,3,H,CC,A,130.0,25.58,25.58,44834542,SHLF10903261,30,1.25,6,10,10,12,Pd-Thick,150010,472,70720,201,1849,26102,219,4003,340,830,93,148,1468,346,37899,360,9089,413,275,33216,55593,XRF2,1,2022-08-26,16:47:13,YEON,2022-09-02 18:17:05,
395E,U1561,A,4,H,1,A,800.0,26.5,26.5,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,150373,688,102339,124,1333,14219,202,4200,133,366,40,63,1217,672,48034,569,1722,78,131,34936,50460,XRF2,1,2022-08-26,17:00:29,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,850.0,26.55,26.55,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,147351,831,106439,131,1291,15783,197,4234,141,348,72,97,989,640,47720,414,1863,297,240,35198,47604,XRF2,1,2022-08-26,17:00:50,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,900.0,26.599999999999998,26.599999999999998,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,149469,784,109661,130,1772,18828,215,4215,210,479,38,136,952,617,48376,486,2073,162,481,34451,47252,XRF2,1,2022-08-26,17:01:11,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,950.0,26.65,26.65,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,146285,871,92216,203,1386,19849,161,4106,311,454,29,116,1155,761,45991,501,2310,121,391,34470,49315,XRF2,1,2022-08-26,17:01:32,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1000.0,26.7,26.7,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,147488,675,98110,192,1713,18150,250,4188,275,408,83,108,1199,515,46803,573,2109,228,461,34752,49125,XRF2,1,2022-08-26,17:01:53,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1050.0,26.75,26.75,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,146107,724,103841,127,1697,17266,168,4188,217,410,22,154,1113,539,46592,450,1659,151,177,34518,48171,XRF2,1,2022-08-26,17:02:14,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1100.0,26.8,26.8,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,146799,730,104958,78,1896,19478,184,4140,248,374,44,124,1072,525,45617,527,1931,239,52,34704,47983,XRF2,1,2022-08-26,17:02:35,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1150.0,26.849999999999998,26.849999999999998,44834552,SHLF10903331,30,1.25,6,10,10,12,Pd-Thick,144171,750,101205,157,1588,19179,168,4105,266,412,62,172,1082,603,44894,390,1861,259,451,33263,46562,XRF2,1,2022-08-26,17:02:56,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1200.0,26.9,26.9,44834552,SHLF10903331,30,1.25,6,9,10,12,Pd-Thick,142457,684,102137,154,1523,17654,155,4052,229,387,52,112,983,497,44509,253,1823,0,230,32927,47290,XRF2,1,2022-08-26,17:03:17,YEON,2022-09-02 18:17:07,
395E,U1561,A,4,H,1,A,1250.0,26.95,26.95,44834552,SHLF10903331,30,1.25,6,9,10,12,Pd-Thick,140216,606,96939,98,1502,17150,180,4120,266,334,53,137,1106,456,43137,379,1931,140,526,33017,47738,XRF2,1,2022-08-26,17:03:38,YEON,2022-09-02 18:17:07,
