Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,5,H,1,A,1400.0,36.6,36.6,44834632,SHLF10903751,30,1.25,6,9,10,12,Pd-Thick,140965,735,100534,160,1202,19137,195,3931,256,371,46,156,1006,541,42001,530,1792,171,19,33647,46121,XRF2,1,2022-08-30,12:57:05,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1450.0,36.650000000000006,36.650000000000006,44834632,SHLF10903751,30,1.25,6,9,10,12,Pd-Thick,138551,742,96056,141,1247,20357,119,3934,197,343,72,153,958,391,40249,348,2117,69,349,32656,47805,XRF2,1,2022-08-30,12:57:26,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1480.0,36.68,36.68,44834632,SHLF10903751,30,1.25,6,9,10,12,Pd-Thick,131563,657,97225,212,1151,16323,96,3838,162,320,12,166,833,396,38573,518,2031,270,420,31764,43230,XRF2,1,2022-08-30,12:57:46,YEON,2022-09-02 18:17:24,
395E,U1561,A,4,H,CC,A,25.0,35.324999999999996,35.324999999999996,44834622,SHLF10903541,30,1.25,6,9,10,12,Pd-Thick,139108,758,97525,168,1067,18899,155,3974,301,369,44,163,1003,625,42608,569,1772,111,191,32435,47094,XRF2,1,2022-08-30,12:26:19,YEON,2022-09-02 18:17:22,
395E,U1561,A,4,H,CC,A,75.0,35.375,35.375,44834622,SHLF10903541,30,1.25,6,10,10,12,Pd-Thick,144961,647,88192,153,1080,19132,156,4069,259,388,64,214,1204,504,44566,529,2021,229,463,34789,49314,XRF2,1,2022-08-30,12:26:40,YEON,2022-09-02 18:17:22,
395E,U1561,A,4,H,CC,A,125.0,35.425,35.425,44834622,SHLF10903541,30,1.25,6,10,10,12,Pd-Thick,142864,772,91537,166,1131,19235,257,3909,214,488,69,184,1155,591,44321,504,2315,336,456,34947,47039,XRF2,1,2022-08-30,12:27:00,YEON,2022-09-02 18:17:22,
395E,U1561,A,4,H,CC,A,175.0,35.474999999999994,35.474999999999994,44834622,SHLF10903541,30,1.25,6,10,10,12,Pd-Thick,151446,789,98962,194,1136,19871,145,4232,239,373,42,199,1300,453,47303,464,2126,247,255,35189,50721,XRF2,1,2022-08-30,12:27:19,YEON,2022-09-02 18:17:22,
395E,U1561,A,5,H,2,A,50.0,36.75,36.75,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,145715,697,109427,129,1183,18072,103,4081,179,334,41,180,1007,517,45339,584,2230,269,539,34560,47494,XRF2,1,2022-08-30,13:49:37,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,100.0,36.800000000000004,36.800000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,146142,804,99980,198,1174,19757,258,4092,203,400,51,161,1032,614,44582,293,2214,160,491,34273,47721,XRF2,1,2022-08-30,13:49:57,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,150.0,36.85,36.85,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148311,727,106890,166,1124,18887,170,4045,201,354,36,125,1074,523,45543,427,2241,235,245,34673,48711,XRF2,1,2022-08-30,13:50:17,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,200.0,36.900000000000006,36.900000000000006,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,149904,637,115752,172,1080,16340,238,4208,245,332,43,153,1154,413,46494,468,2049,346,513,34868,48549,XRF2,1,2022-08-30,13:50:36,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,250.0,36.95,36.95,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,150815,568,112575,123,1077,15619,184,4202,192,283,29,209,1180,351,47918,564,2095,269,426,35511,49093,XRF2,1,2022-08-30,13:50:56,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,300.0,37.0,37.0,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,151686,791,109767,129,943,16998,131,4062,207,311,22,70,1159,505,47575,302,2049,116,533,35322,50043,XRF2,1,2022-08-30,13:51:16,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,350.0,37.050000000000004,37.050000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,151375,718,116285,126,974,15124,133,4234,218,407,74,151,953,484,49202,400,2060,305,339,34567,47601,XRF2,1,2022-08-30,13:51:35,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,400.0,37.1,37.1,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,149319,674,114710,110,944,15236,181,4161,214,331,20,104,973,435,47530,481,2146,83,280,34918,48806,XRF2,1,2022-08-30,13:51:55,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,450.0,37.150000000000006,37.150000000000006,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148468,750,116293,115,877,14542,126,4159,194,298,34,137,1003,365,47107,447,1789,68,464,34246,46612,XRF2,1,2022-08-30,13:52:16,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,500.0,37.2,37.2,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148568,690,115831,161,935,15226,158,4288,230,351,18,111,975,554,47027,375,1997,189,150,35108,47652,XRF2,1,2022-08-30,13:52:36,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,550.0,37.25,37.25,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,147418,723,109427,207,896,14995,209,4173,185,288,40,154,1023,466,47386,561,1882,132,216,35132,47302,XRF2,1,2022-08-30,13:52:56,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,600.0,37.300000000000004,37.300000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148655,598,114190,112,905,14365,155,4229,149,301,32,125,911,453,47954,383,2104,83,237,35201,47306,XRF2,1,2022-08-30,13:53:17,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,650.0,37.35,37.35,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148980,787,115071,133,881,15214,147,4114,234,353,76,159,970,446,47539,448,2019,407,321,34566,48695,XRF2,1,2022-08-30,13:53:37,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,700.0,37.400000000000006,37.400000000000006,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,150018,687,116498,126,1003,15200,241,4293,271,402,17,132,1066,542,47526,456,1903,217,227,35009,48653,XRF2,1,2022-08-30,13:53:56,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,750.0,37.45,37.45,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148964,576,116881,182,998,15273,205,4176,233,417,33,124,957,403,47680,591,2097,132,379,34633,46755,XRF2,1,2022-08-30,13:54:17,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,800.0,37.5,37.5,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,149055,748,119004,116,944,14618,154,4133,173,343,41,109,952,409,48001,502,1924,36,150,35416,48284,XRF2,1,2022-08-30,13:54:37,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,850.0,37.550000000000004,37.550000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148092,664,118463,98,926,13683,145,4255,221,339,28,127,951,418,48353,307,1889,191,188,34296,46275,XRF2,1,2022-08-30,13:54:58,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,900.0,37.6,37.6,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,148341,703,117914,157,795,14725,201,4208,130,328,64,151,1023,369,48128,440,1937,8,179,33880,48212,XRF2,1,2022-08-30,13:55:18,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,950.0,37.650000000000006,37.650000000000006,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,146149,641,113849,197,913,15766,171,4073,216,350,68,199,1070,447,48296,426,1881,142,201,34008,46180,XRF2,1,2022-08-30,13:55:39,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1000.0,37.7,37.7,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,145998,813,113483,139,988,17070,151,4150,167,341,42,131,959,521,46956,372,2154,321,408,34321,46339,XRF2,1,2022-08-30,13:55:59,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1050.0,37.75,37.75,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,144349,630,106474,130,844,15832,174,4140,196,307,51,181,971,388,47460,581,1630,145,238,34690,46374,XRF2,1,2022-08-30,13:56:19,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1100.0,37.800000000000004,37.800000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,146797,534,108437,184,1060,15985,141,4139,203,351,22,173,1023,381,47652,472,1532,179,279,34007,47321,XRF2,1,2022-08-30,13:56:39,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1150.0,37.85,37.85,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,146503,543,111752,168,1060,16891,157,4089,233,375,45,212,1026,357,47480,466,1640,23,166,35678,47782,XRF2,1,2022-08-30,13:56:58,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1200.0,37.900000000000006,37.900000000000006,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,149706,643,116721,129,1046,17487,252,4055,299,339,19,237,1064,443,49036,506,1786,149,304,34622,47226,XRF2,1,2022-08-30,13:57:18,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1250.0,37.95,37.95,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,145204,573,114010,107,1023,16608,118,4187,216,359,33,184,1047,396,46640,504,1965,132,298,34324,45787,XRF2,1,2022-08-30,13:57:38,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1300.0,38.0,38.0,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,145178,607,115155,113,1047,15923,184,4122,221,323,47,174,1009,393,46188,576,1885,362,263,34296,45783,XRF2,1,2022-08-30,13:57:58,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1350.0,38.050000000000004,38.050000000000004,44834642,SHLF10903781,30,1.25,6,10,10,12,Pd-Thick,144077,452,113948,135,982,15791,117,4076,224,326,52,225,970,328,45755,314,1897,59,189,33517,45050,XRF2,1,2022-08-30,13:58:17,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1400.0,38.1,38.1,44834642,SHLF10903781,30,1.25,6,9,10,12,Pd-Thick,137803,538,109419,120,991,16328,188,3917,240,341,68,169,906,313,43673,314,1569,91,290,32133,45337,XRF2,1,2022-08-30,13:58:37,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,2,A,1430.0,38.13,38.13,44834642,SHLF10903781,30,1.25,6,9,10,12,Pd-Thick,134095,479,106874,112,1013,15705,98,3896,224,315,51,231,878,321,42286,351,1661,128,194,31729,43246,XRF2,1,2022-08-30,13:58:57,YEON,2022-09-02 18:17:26,
395E,U1561,A,5,H,3,A,50.0,38.25,38.25,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,145162,654,103438,165,1071,18599,208,4119,211,341,22,176,1065,459,45856,387,1959,192,252,33978,47155,XRF2,1,2022-08-30,14:33:36,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,100.0,38.300000000000004,38.300000000000004,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,148634,657,109580,166,1110,19981,178,4017,222,296,21,263,1033,509,47496,477,2091,494,630,34681,47487,XRF2,1,2022-08-30,14:33:55,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,150.0,38.35,38.35,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,147738,697,111987,144,1176,19420,143,4129,272,363,35,212,1083,472,46123,463,1881,142,516,34584,47752,XRF2,1,2022-08-30,14:34:15,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,200.0,38.400000000000006,38.400000000000006,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,146124,768,106660,164,1042,20065,241,4071,227,347,58,149,1030,550,46157,387,1836,147,301,34298,48131,XRF2,1,2022-08-30,14:34:35,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,250.0,38.45,38.45,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,147363,935,107636,250,1101,21993,162,4095,211,398,79,170,918,776,45577,497,2133,114,108,34418,47202,XRF2,1,2022-08-30,14:34:55,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,300.0,38.5,38.5,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,149337,911,116770,185,1325,22077,219,4261,306,398,34,214,974,511,46832,525,2173,92,433,34421,47555,XRF2,1,2022-08-30,14:35:15,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,350.0,38.550000000000004,38.550000000000004,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,149630,652,120404,82,1168,20223,234,4126,343,446,60,256,975,464,46969,482,2017,144,267,34619,46508,XRF2,1,2022-08-30,14:35:35,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,400.0,38.6,38.6,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,146171,863,115124,101,1114,19903,149,3883,228,344,64,211,921,646,45229,687,1989,98,287,34010,45787,XRF2,1,2022-08-30,14:35:54,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,450.0,38.650000000000006,38.650000000000006,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,147967,947,113359,150,1131,20393,154,4017,204,340,55,242,943,577,45829,580,2105,109,50,34928,46664,XRF2,1,2022-08-30,14:36:14,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,500.0,38.7,38.7,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,145491,728,113621,153,980,17660,151,4024,230,315,47,168,911,480,45913,456,2065,90,374,34247,45790,XRF2,1,2022-08-30,14:36:34,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,550.0,38.75,38.75,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,144522,618,107652,169,1030,16574,152,4071,208,319,46,232,937,406,45544,526,1979,330,313,34181,46991,XRF2,1,2022-08-30,14:36:54,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,600.0,38.800000000000004,38.800000000000004,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,147556,626,109548,120,975,16921,143,4141,253,315,16,140,1114,397,46201,461,1880,292,378,34663,48243,XRF2,1,2022-08-30,14:37:14,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,650.0,38.85,38.85,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,147913,1094,109257,183,1136,21754,124,4034,183,416,82,165,907,743,44777,554,2158,262,417,34273,46490,XRF2,1,2022-08-30,14:37:33,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,700.0,38.900000000000006,38.900000000000006,44834652,SHLF10903811,30,1.25,6,10,10,12,Pd-Thick,144848,857,108913,90,1096,19998,221,4130,156,325,43,142,921,562,44505,316,2124,131,394,33624,46912,XRF2,1,2022-08-30,14:37:53,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,750.0,38.95,38.95,44834652,SHLF10903811,30,1.25,6,9,10,12,Pd-Thick,141900,667,116651,149,1116,17167,193,3970,201,355,51,206,855,426,43804,520,1991,275,413,32667,44414,XRF2,1,2022-08-30,14:38:13,YEON,2022-09-02 18:17:28,
395E,U1561,A,5,H,3,A,775.0,38.975,38.975,44834652,SHLF10903811,30,1.25,6,9,10,12,Pd-Thick,143306,603,120484,75,1221,16827,200,4079,281,372,57,183,892,310,44554,512,1824,86,346,32411,45602,XRF2,1,2022-08-30,14:38:33,YEON,2022-09-02 18:17:28,
395E,U1561,A,6,H,1,A,50.0,44.75,44.75,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,142920,1619,95334,385,1929,32600,321,4118,188,497,28,181,931,953,34654,630,2386,218,782,33341,45850,XRF2,1,2022-08-30,15:03:39,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,100.0,44.800000000000004,44.800000000000004,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,142379,1291,102039,158,1733,28151,229,4086,309,440,39,217,875,797,35349,485,2131,180,212,33208,46302,XRF2,1,2022-08-30,15:03:59,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,150.0,44.85,44.85,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,143439,1519,99017,305,1914,31234,330,4132,296,425,79,198,869,884,35486,650,2459,104,442,33027,45657,XRF2,1,2022-08-30,15:04:19,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,200.0,44.900000000000006,44.900000000000006,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,145545,1529,102816,261,1441,30251,268,4118,255,421,25,183,894,795,36976,584,2313,63,280,34863,46879,XRF2,1,2022-08-30,15:04:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,250.0,44.95,44.95,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,139273,1325,107549,270,1300,25181,203,4039,155,373,27,175,687,795,35750,549,2141,121,125,33157,44556,XRF2,1,2022-08-30,15:04:58,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,300.0,45.0,45.0,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,142493,1397,111615,277,1470,25632,230,4048,222,420,53,226,823,708,36969,660,2274,111,328,33832,44851,XRF2,1,2022-08-30,15:05:18,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,350.0,45.050000000000004,45.050000000000004,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,140152,1359,106494,184,1615,25437,264,3997,226,349,66,192,778,736,35166,607,2245,58,162,32780,43605,XRF2,1,2022-08-30,15:05:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,400.0,45.1,45.1,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,141822,1429,102888,227,1697,27735,260,3973,261,381,59,217,871,780,36087,582,2277,256,339,34005,44305,XRF2,1,2022-08-30,15:05:58,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,450.0,45.150000000000006,45.150000000000006,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,141403,1552,101019,267,2249,29217,265,4142,264,392,43,169,776,793,34638,588,2516,440,468,33274,45577,XRF2,1,2022-08-30,15:06:18,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,500.0,45.2,45.2,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,143191,1589,99146,220,2457,28950,279,4227,284,432,82,292,866,935,35876,652,2267,5,531,33738,47282,XRF2,1,2022-08-30,15:06:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,550.0,45.25,45.25,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,144352,1292,104763,222,2146,24620,240,4118,257,400,56,255,964,777,37665,610,2107,248,213,34005,46201,XRF2,1,2022-08-30,15:06:58,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,600.0,45.300000000000004,45.300000000000004,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,145164,1336,104859,214,2567,25075,305,4123,231,396,45,311,991,721,36931,539,2203,164,310,34325,47377,XRF2,1,2022-08-30,15:07:18,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,650.0,45.35,45.35,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,146911,1462,99774,271,3036,28744,286,4143,335,445,69,262,961,936,36526,606,2399,186,563,35760,48604,XRF2,1,2022-08-30,15:07:37,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,700.0,45.400000000000006,45.400000000000006,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,147861,1504,97138,201,3164,32365,261,4164,254,400,36,319,921,850,37301,696,2629,263,261,34886,48342,XRF2,1,2022-08-30,15:07:57,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,750.0,45.45,45.45,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,147634,1381,101745,255,2756,28640,300,4115,319,428,58,303,971,781,38355,747,2294,142,425,34450,48139,XRF2,1,2022-08-30,15:08:17,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,800.0,45.5,45.5,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,146723,1393,101608,304,2467,29376,230,4181,286,428,30,320,1024,794,37806,688,2225,320,376,33919,48255,XRF2,1,2022-08-30,15:08:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,850.0,45.550000000000004,45.550000000000004,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,147435,1398,98873,237,2180,31452,234,4261,302,410,43,316,1050,733,38866,572,2274,97,412,34977,49730,XRF2,1,2022-08-30,15:08:58,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,900.0,45.6,45.6,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,146698,1396,97425,282,2068,32080,393,4268,251,452,24,276,1009,811,38683,513,2334,91,651,33829,47609,XRF2,1,2022-08-30,15:09:18,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,950.0,45.650000000000006,45.650000000000006,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,145149,1042,91296,349,1969,37775,416,4113,376,481,88,269,1111,731,35061,612,1785,169,237,32956,48328,XRF2,1,2022-08-30,15:09:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1000.0,45.7,45.7,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,142207,1023,93347,223,1886,31394,246,4010,282,431,56,276,1043,495,34776,512,2072,262,361,32511,47535,XRF2,1,2022-08-30,15:09:58,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1050.0,45.75,45.75,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,135311,1185,88915,297,2112,28264,258,3998,345,385,49,312,1082,543,31832,694,2049,89,543,31782,45147,XRF2,1,2022-08-30,15:10:18,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1100.0,45.800000000000004,45.800000000000004,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,140702,1466,84484,253,1995,31634,331,4021,312,434,74,269,1165,859,31953,639,2095,70,158,31977,47836,XRF2,1,2022-08-30,15:10:38,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1150.0,45.85,45.85,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,139626,1475,80119,224,1977,28340,295,3989,264,415,49,273,1160,764,31430,675,2166,436,607,32134,48505,XRF2,1,2022-08-30,15:10:57,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1200.0,45.900000000000006,45.900000000000006,44834662,SHLF10903911,30,1.25,6,9,10,12,Pd-Thick,139724,1291,89212,260,2032,28383,205,4044,311,425,44,322,1071,584,33205,775,1846,92,260,32739,47867,XRF2,1,2022-08-30,15:11:17,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1250.0,45.95,45.95,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,144687,1302,94415,261,2065,30154,341,4148,231,429,50,344,1130,730,34709,611,1706,312,456,33777,48889,XRF2,1,2022-08-30,15:11:37,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1300.0,46.0,46.0,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,149167,1351,95232,265,2247,32969,311,4141,293,421,51,302,1173,692,35499,604,2094,166,248,34374,50636,XRF2,1,2022-08-30,15:11:57,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1350.0,46.050000000000004,46.050000000000004,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,149565,1401,96399,238,2277,32276,285,4211,332,434,76,328,1144,666,35991,698,2329,360,583,34961,49898,XRF2,1,2022-08-30,15:12:17,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1400.0,46.1,46.1,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,148041,1237,93385,292,2218,33448,360,4209,322,455,76,364,1145,700,35048,692,1948,73,594,34264,48577,XRF2,1,2022-08-30,15:12:37,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1450.0,46.150000000000006,46.150000000000006,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,147536,1306,94183,218,2144,30730,305,4061,366,449,40,308,1123,717,35423,739,2307,37,377,34905,49592,XRF2,1,2022-08-30,15:12:57,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,1,A,1480.0,46.18,46.18,44834662,SHLF10903911,30,1.25,6,10,10,12,Pd-Thick,145055,1282,94683,301,2026,30064,335,4108,281,420,25,307,1073,675,34999,760,2165,-20,255,34021,47635,XRF2,1,2022-08-30,15:13:17,YEON,2022-09-02 18:17:30,
395E,U1561,A,6,H,2,A,80.0,46.28,46.28,44834672,SHLF10903941,30,1.25,6,10,10,12,Pd-Thick,155993,1193,85009,302,2092,36743,392,4146,300,498,26,379,1344,886,35344,576,2291,219,866,35781,53126,XRF2,1,2022-08-30,15:33:52,YEON,2022-09-02 18:17:32,
395E,U1561,A,6,H,2,A,100.0,46.300000000000004,46.300000000000004,44834672,SHLF10903941,30,1.25,6,10,10,12,Pd-Thick,154063,1210,97693,283,2222,33397,308,4187,298,419,64,378,1212,693,35964,690,2067,249,382,35269,52931,XRF2,1,2022-08-30,15:34:12,YEON,2022-09-02 18:17:32,
395E,U1561,A,6,H,2,A,150.0,46.35,46.35,44834672,SHLF10903941,30,1.25,6,10,10,12,Pd-Thick,154495,1228,86382,249,2043,31039,282,4198,307,397,51,331,1371,863,36397,620,2056,234,355,35631,53625,XRF2,1,2022-08-30,15:34:32,YEON,2022-09-02 18:17:32,
395E,U1561,A,6,H,2,A,200.0,46.400000000000006,46.400000000000006,44834672,SHLF10903941,30,1.25,6,10,10,12,Pd-Thick,155485,1064,94745,248,2128,32023,272,4350,306,425,66,359,1220,844,36390,487,2261,118,660,37163,52764,XRF2,1,2022-08-30,15:34:52,YEON,2022-09-02 18:17:32,
395E,U1561,A,6,H,2,A,250.0,46.45,46.45,44834672,SHLF10903941,30,1.25,6,10,10,12,Pd-Thick,153343,1316,90637,263,2147,33535,277,4167,344,398,74,288,1313,719,35409,760,2214,245,537,36278,52614,XRF2,1,2022-08-30,15:35:13,YEON,2022-09-02 18:17:32,
