Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,11,H,4,A,1450.0,95.48,110.75800000000001,44855312,SHLF11657691,10,0.15,6,16,10,12,No-Filter,401587,-39,1444,26991,836,1912,49094,-4725,7407,1476544,2036,689,10015,49882,53455,XRF2,1,2022-11-25,10:10:30,YEON,2022-12-15 20:31:49,
393,U1583,E,11,H,4,A,1490.0,95.52,110.798,44855312,SHLF11657691,10,0.15,6,16,10,12,No-Filter,405905,-48,1142,24396,745,2038,61702,-4882,6576,1474157,1840,588,10055,49916,54106,XRF2,1,2022-11-25,10:10:55,YEON,2022-12-15 20:31:49,
393,U1583,E,11,H,5,A,50.0,95.58,110.858,44855322,SHLF11657721,10,0.15,6,16,10,12,No-Filter,396283,-11,934,21358,768,2880,75143,-5134,4811,1421591,1617,394,8169,43277,58407,XRF2,1,2022-11-25,10:43:31,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,100.0,95.63,110.908,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,426054,-71,618,18137,412,2389,73157,-5124,1446,1599471,774,757,2566,13766,60282,XRF2,1,2022-11-25,10:43:56,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,150.0,95.68,110.95800000000001,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,436750,-70,713,17754,587,1556,56494,-3823,776,1684101,686,733,1430,8742,62368,XRF2,1,2022-11-25,10:44:21,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,200.0,95.73,111.00800000000001,44855322,SHLF11657721,10,0.15,6,18,10,12,No-Filter,440288,-67,686,17937,626,1664,52711,-3140,899,1704372,521,635,1399,8574,64039,XRF2,1,2022-11-25,10:44:49,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,250.0,95.78,111.058,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,416354,-83,773,17900,554,2076,63595,-3826,1615,1581477,650,650,1782,11995,60049,XRF2,1,2022-11-25,10:45:17,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,290.0,95.82000000000001,111.09800000000001,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,372807,-16,843,19801,441,1810,56117,-3661,2699,1405992,1147,431,2459,14581,55232,XRF2,1,2022-11-25,10:45:43,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,360.0,95.89,111.168,44855322,SHLF11657721,10,0.15,6,16,10,12,No-Filter,390083,-12,1654,29154,698,1568,44649,-3963,10264,1448988,2099,695,6155,34658,52126,XRF2,1,2022-11-25,10:46:09,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,400.0,95.93,111.20800000000001,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,369481,5,1176,24404,779,2124,55828,-4677,8372,1356170,1810,748,5312,31038,53089,XRF2,1,2022-11-25,10:46:33,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,450.0,95.98,111.25800000000001,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,374422,-26,953,22530,684,2311,57885,-4058,5575,1381786,1527,624,5849,30206,53057,XRF2,1,2022-11-25,10:46:57,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,500.0,96.03,111.308,44855322,SHLF11657721,10,0.15,6,16,10,12,No-Filter,400328,-35,1138,23831,772,1893,53335,-4601,5479,1493357,1771,718,7833,32824,53516,XRF2,1,2022-11-25,10:47:21,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,550.0,96.08,111.358,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,423328,14,1415,26621,851,1540,44481,-4499,6558,1596376,1766,880,9661,36824,53801,XRF2,1,2022-11-25,10:47:48,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,600.0,96.13,111.408,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,417594,-6,1209,25098,764,1554,42493,-4172,5475,1592250,1546,578,7092,27482,52328,XRF2,1,2022-11-25,10:48:16,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,650.0,96.18,111.45800000000001,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,426947,-63,1314,25157,933,1645,42948,-4616,5693,1631376,1672,664,5978,26998,53922,XRF2,1,2022-11-25,10:48:41,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,700.0,96.23,111.50800000000001,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,421335,-17,1314,25555,941,1963,49958,-4834,6576,1592145,1549,498,5759,27644,54140,XRF2,1,2022-11-25,10:49:09,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,750.0,96.28,111.558,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,420981,-33,1310,26849,828,1664,43011,-4747,6859,1595033,1578,817,7103,32298,53456,XRF2,1,2022-11-25,10:49:34,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,800.0,96.33,111.608,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,426107,-47,1125,24287,718,1849,51335,-5139,6180,1604437,1814,634,6862,32143,54474,XRF2,1,2022-11-25,10:50:00,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,850.0,96.38,111.658,44855322,SHLF11657721,10,0.15,6,16,10,12,No-Filter,404084,-23,1141,23511,564,1901,51906,-4195,5290,1517638,1621,477,6985,31329,53117,XRF2,1,2022-11-25,10:50:27,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,900.0,96.43,111.70800000000001,44855322,SHLF11657721,10,0.15,6,16,10,12,No-Filter,410121,-33,1199,24238,753,2089,52704,-4517,6017,1523189,1613,393,9188,41937,54270,XRF2,1,2022-11-25,10:50:53,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,960.0,96.49,111.768,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,433260,7,1223,22986,811,1774,53068,-5127,4301,1632989,1405,793,7134,32121,56476,XRF2,1,2022-11-25,10:51:19,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1000.0,96.53,111.808,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,417235,-38,800,19368,695,2376,65389,-5328,2395,1566490,1000,649,3942,18694,59830,XRF2,1,2022-11-25,10:51:47,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1050.0,96.58,111.858,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,428918,-13,824,19549,744,1750,52034,-4241,2089,1643271,1013,1010,3541,16379,59456,XRF2,1,2022-11-25,10:52:15,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1110.0,96.64,111.918,44855322,SHLF11657721,10,0.15,6,18,10,12,No-Filter,457807,-69,821,18399,723,1493,54460,-3455,1092,1768958,685,791,2513,11022,63630,XRF2,1,2022-11-25,10:52:44,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1150.0,96.68,111.95800000000001,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,387404,-54,767,17742,752,1186,39789,-1974,307,1512306,871,627,1710,8069,55940,XRF2,1,2022-11-25,10:53:13,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1200.0,96.73,112.00800000000001,44855322,SHLF11657721,10,0.15,6,19,10,12,No-Filter,473257,-59,823,17732,611,793,41536,-3230,15,1856343,529,670,1111,6084,68818,XRF2,1,2022-11-25,10:53:37,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1250.0,96.78,112.058,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,418552,3,904,21005,466,1647,53253,-4458,4003,1584623,1354,551,4063,21700,60341,XRF2,1,2022-11-25,10:54:05,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1300.0,96.83,112.108,44855322,SHLF11657721,10,0.15,6,18,10,12,No-Filter,442915,-50,759,19085,627,1590,60238,-4628,1760,1695944,754,653,2630,13702,60695,XRF2,1,2022-11-25,10:54:31,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1350.0,96.88,112.158,44855322,SHLF11657721,10,0.15,6,18,10,12,No-Filter,444018,-25,855,19538,644,1741,54862,-4727,1694,1710828,939,879,2803,12321,59888,XRF2,1,2022-11-25,10:55:01,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1400.0,96.93,112.20800000000001,44855322,SHLF11657721,10,0.15,6,17,10,12,No-Filter,427773,-69,867,21006,539,1644,53878,-4691,3102,1630204,1029,507,3845,18574,56963,XRF2,1,2022-11-25,10:55:29,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1450.0,96.98,112.25800000000001,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,364498,-11,1224,25187,581,2049,54650,-3866,7539,1316925,1887,390,8967,42011,51766,XRF2,1,2022-11-25,10:55:59,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,5,A,1500.0,97.03,112.308,44855322,SHLF11657721,10,0.15,6,15,10,12,No-Filter,362469,21,1319,26097,711,2080,58186,-4319,7936,1300613,2174,847,9046,41860,50364,XRF2,1,2022-11-25,10:56:23,YEON,2022-12-15 20:31:54,
393,U1583,E,11,H,6,A,50.0,97.1,112.378,44855332,SHLF11657751,10,0.15,6,15,10,12,No-Filter,372557,-52,1343,28040,472,1700,49861,-3581,10212,1363383,2024,651,6875,36943,50933,XRF2,1,2022-11-25,11:27:05,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,100.0,97.14999999999999,112.428,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,405586,-16,1859,30503,795,1722,48145,-4752,11582,1499681,2192,679,7486,39792,51808,XRF2,1,2022-11-25,11:27:30,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,160.0,97.21,112.488,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,399571,14,1867,30591,714,1745,48647,-5085,12226,1469415,2415,782,6923,38486,53231,XRF2,1,2022-11-25,11:27:57,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,200.0,97.25,112.528,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,404022,-8,1602,29485,594,1836,50988,-4564,10922,1489749,2017,662,7705,39762,53120,XRF2,1,2022-11-25,11:28:22,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,250.0,97.3,112.578,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,435358,-59,1445,27225,791,1763,46776,-4811,7740,1640772,1752,486,8256,34878,55102,XRF2,1,2022-11-25,11:28:49,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,300.0,97.35,112.628,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,408778,-1,1319,25302,591,1813,49481,-5179,6549,1526635,1729,673,9891,36577,52600,XRF2,1,2022-11-25,11:29:17,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,350.0,97.39999999999999,112.678,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,424514,-20,1361,26021,764,2001,50411,-4863,7040,1592106,1675,326,8584,36882,53138,XRF2,1,2022-11-25,11:29:42,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,420.0,97.47,112.748,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,402118,-15,1310,26389,758,1860,48913,-4814,7538,1504210,2017,807,6809,32346,52998,XRF2,1,2022-11-25,11:30:09,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,450.0,97.5,112.778,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,411025,-18,1376,26753,622,1673,41412,-4524,6999,1558163,1550,464,7005,32014,52348,XRF2,1,2022-11-25,11:30:35,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,500.0,97.55,112.828,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,408936,-74,1329,26730,862,1576,43780,-4352,6997,1549555,1985,658,6084,30108,52526,XRF2,1,2022-11-25,11:31:00,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,550.0,97.6,112.878,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,410850,35,1334,25741,637,1632,44997,-4576,6175,1560727,1613,719,4738,27370,53466,XRF2,1,2022-11-25,11:31:25,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,600.0,97.64999999999999,112.928,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,429053,-55,1275,25218,893,1832,44078,-4778,5407,1639544,1608,836,5399,27316,53541,XRF2,1,2022-11-25,11:31:50,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,650.0,97.7,112.97800000000001,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,419320,-49,1179,24706,685,1333,42129,-3810,4941,1604843,1301,335,5314,26425,53017,XRF2,1,2022-11-25,11:32:18,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,700.0,97.75,113.028,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,426553,-61,1175,24125,638,1660,46478,-4618,4635,1626497,1286,829,4793,27105,53845,XRF2,1,2022-11-25,11:32:44,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,750.0,97.8,113.078,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,398705,-39,1058,23896,680,1313,39930,-3629,4433,1527543,1392,901,4481,23613,51868,XRF2,1,2022-11-25,11:33:11,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,800.0,97.85,113.128,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,405563,-67,1306,25365,760,1659,43164,-4327,5824,1543070,1582,521,5228,25732,52170,XRF2,1,2022-11-25,11:33:36,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,850.0,97.89999999999999,113.178,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,393206,-44,1342,25922,821,1571,41775,-3864,7069,1490813,1696,748,4900,26638,51974,XRF2,1,2022-11-25,11:34:01,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,900.0,97.95,113.22800000000001,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,413691,-25,1371,27003,888,1402,40283,-4308,6827,1572977,1579,483,5190,26075,52158,XRF2,1,2022-11-25,11:34:26,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,950.0,98.0,113.278,44855332,SHLF11657751,10,0.15,6,16,10,12,No-Filter,408793,-20,1271,25278,786,1576,42712,-3857,5472,1555298,1437,680,5854,27688,52223,XRF2,1,2022-11-25,11:34:51,YEON,2022-12-15 20:31:59,
393,U1583,E,11,H,6,A,1000.0,98.05,113.328,44855332,SHLF11657751,10,0.15,6,17,10,12,No-Filter,436615,-4,1233,25033,777,1779,48800,-4956,5075,1659644,1411,679,6076,28785,53106,XRF2,1,2022-11-25,11:35:18,YEON,2022-12-15 20:31:59,
393,U1583,C,10,H,4,A,800.0,88.84,113.343,44853532,SHLF11648521,10,0.15,6,14,10,12,No-Filter,356557,-19,945,22398,657,2194,53760,-2974,5686,1324080,1349,422,4756,24864,50382,XRF2,1,2022-11-15,12:23:13,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,850.0,88.89,113.393,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,367079,-12,1095,23393,668,1776,52013,-3463,6357,1369844,1730,462,5153,25085,51010,XRF2,1,2022-11-15,12:23:39,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,900.0,88.94000000000001,113.44300000000001,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,384824,23,1146,24090,698,1883,47070,-3814,5223,1454897,1322,500,5971,25475,50705,XRF2,1,2022-11-15,12:24:06,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,950.0,88.99000000000001,113.49300000000001,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,387169,-18,1070,24028,769,1586,43217,-3703,4953,1469677,1734,596,5287,25807,50639,XRF2,1,2022-11-15,12:24:34,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1000.0,89.04,113.543,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,378888,-31,1103,24261,803,1583,40177,-2852,5516,1429143,1685,669,6734,33689,50134,XRF2,1,2022-11-15,12:25:00,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1050.0,89.09,113.593,44853532,SHLF11648521,10,0.15,6,16,10,12,No-Filter,389780,-17,1101,23400,832,1752,47070,-3249,5145,1469891,1558,346,6924,28869,51146,XRF2,1,2022-11-15,12:25:28,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1100.0,89.14,113.643,44853532,SHLF11648521,10,0.15,6,16,10,12,No-Filter,396684,-50,1219,24216,869,1778,47938,-4067,5892,1495963,1644,459,5709,29095,52387,XRF2,1,2022-11-15,12:25:54,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1150.0,89.19000000000001,113.69300000000001,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,385774,-41,1168,24713,781,1661,41121,-3308,5961,1462507,1654,810,5599,28283,50693,XRF2,1,2022-11-15,12:26:22,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1200.0,89.24000000000001,113.74300000000001,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,369707,1,1280,24047,661,1527,45228,-2978,6042,1383938,1492,611,5837,30050,50196,XRF2,1,2022-11-15,12:26:49,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1250.0,89.29,113.793,44853532,SHLF11648521,10,0.15,6,16,10,12,No-Filter,389676,10,1224,23850,812,2029,53399,-4504,6097,1456561,1753,556,6315,30108,52155,XRF2,1,2022-11-15,12:27:17,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1300.0,89.34,113.843,44853532,SHLF11648521,10,0.15,6,16,10,12,No-Filter,392316,-31,1119,23579,933,2228,56328,-4624,6334,1459808,1628,550,6812,32397,52637,XRF2,1,2022-11-15,12:27:45,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,4,A,1350.0,89.39,113.893,44853532,SHLF11648521,10,0.15,6,15,10,12,No-Filter,387655,-12,1233,24214,915,2117,52635,-4114,6182,1442123,1638,485,7993,33952,51378,XRF2,1,2022-11-15,12:28:13,YEON,2022-12-15 19:48:41,
393,U1583,C,10,H,6,A,50.0,91.07,115.573,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,391718,-59,1104,24549,774,1804,47872,-3920,5703,1478404,1554,762,5549,27160,50193,XRF2,1,2022-11-16,17:10:39,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,100.0,91.11999999999999,115.62299999999999,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,393303,-58,1042,23041,775,2165,52133,-4162,5368,1479998,1630,541,6054,26933,51388,XRF2,1,2022-11-16,17:11:05,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,150.0,91.17,115.673,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,392028,-69,985,23764,720,1546,42300,-2780,5168,1490294,1321,404,5523,27858,50163,XRF2,1,2022-11-16,17:11:32,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,200.0,91.22,115.723,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,426821,-2,1170,24811,766,1672,43761,-4111,5616,1637400,1628,671,5255,26986,51785,XRF2,1,2022-11-16,17:11:58,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,240.0,91.25999999999999,115.76299999999999,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,420592,-51,1294,25671,909,1409,39857,-4488,6314,1610566,1657,581,6781,31194,50618,XRF2,1,2022-11-16,17:12:25,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,300.0,91.32,115.823,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,432197,18,1460,26321,945,1658,43221,-4773,6865,1647740,1520,610,6514,31217,53181,XRF2,1,2022-11-16,17:12:51,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,350.0,91.36999999999999,115.87299999999999,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,421786,-4,1518,28133,733,1800,42304,-4665,8582,1603474,1818,814,5527,30289,52232,XRF2,1,2022-11-16,17:13:18,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,400.0,91.42,115.923,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,416253,2,2055,32549,957,1454,38241,-4828,12347,1572960,2256,717,4758,32259,51544,XRF2,1,2022-11-16,17:13:44,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,450.0,91.47,115.973,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,401589,-34,1725,31077,653,1357,42116,-4396,12368,1506106,2130,734,4254,32931,50827,XRF2,1,2022-11-16,17:14:10,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,500.0,91.52,116.023,44853552,SHLF11648581,10,0.15,6,15,10,12,No-Filter,387500,13,1431,27793,649,1442,45171,-3574,9816,1452258,1896,526,4599,29526,51530,XRF2,1,2022-11-16,17:14:37,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,550.0,91.57,116.073,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,422711,-31,1643,29870,739,1718,45720,-4987,10295,1588885,2051,680,5998,37117,51613,XRF2,1,2022-11-16,17:15:03,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,600.0,91.61999999999999,116.12299999999999,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,429875,-6,1524,27818,917,1723,43453,-4845,7562,1637639,1555,563,5912,29308,52373,XRF2,1,2022-11-16,17:15:30,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,650.0,91.67,116.173,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,426718,7,1434,26643,576,1362,42041,-4753,6302,1630725,1455,845,6539,28810,52389,XRF2,1,2022-11-16,17:15:57,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,700.0,91.72,116.223,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,420545,-5,1178,24546,741,1475,39670,-4475,5199,1614414,1384,634,7134,27713,51760,XRF2,1,2022-11-16,17:16:23,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,750.0,91.77,116.273,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,399684,-38,1222,24039,706,1788,48997,-4014,5528,1508994,1253,754,6364,28610,51830,XRF2,1,2022-11-16,17:16:49,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,800.0,91.82,116.323,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,408308,-6,1143,25009,932,1610,47137,-4028,6302,1547299,1655,787,5686,27631,51503,XRF2,1,2022-11-16,17:17:16,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,850.0,91.86999999999999,116.37299999999999,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,419434,-47,1207,24905,750,1739,49425,-4894,6504,1591922,1251,670,5793,26929,52702,XRF2,1,2022-11-16,17:17:42,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,900.0,91.92,116.423,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,425258,-22,1335,26119,971,1795,45344,-4596,6985,1617485,1513,683,6906,28741,53292,XRF2,1,2022-11-16,17:18:09,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,950.0,91.97,116.473,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,413810,-59,1270,26023,824,1649,43114,-4421,7361,1572159,1604,572,6949,30887,51769,XRF2,1,2022-11-16,17:18:35,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1000.0,92.02,116.523,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,420604,-17,1299,25786,636,1325,45281,-4356,6579,1588542,1448,884,8533,35912,52658,XRF2,1,2022-11-16,17:19:01,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1050.0,92.07,116.573,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,426398,-21,1355,25698,826,1620,45652,-4467,6148,1606643,1746,529,9326,41120,52853,XRF2,1,2022-11-16,17:19:28,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1100.0,92.11999999999999,116.62299999999999,44853552,SHLF11648581,10,0.15,6,17,10,12,No-Filter,424944,22,1223,24798,853,1691,45669,-4573,5717,1593943,1544,466,10934,47948,52515,XRF2,1,2022-11-16,17:19:54,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1150.0,92.17,116.673,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,406515,-12,1198,24229,696,2148,51544,-4620,5876,1505563,1847,430,12041,49971,52078,XRF2,1,2022-11-16,17:20:20,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1200.0,92.22,116.723,44853552,SHLF11648581,10,0.15,6,16,10,12,No-Filter,389370,-28,1185,24198,760,1848,49670,-4082,6382,1442330,1856,486,10238,45646,51266,XRF2,1,2022-11-16,17:20:47,YEON,2022-12-15 19:48:55,
393,U1583,C,10,H,6,A,1250.0,92.27,116.773,44853552,SHLF11648581,10,0.15,6,15,10,12,No-Filter,383968,9,1513,28633,531,1405,43044,-4533,9620,1420063,2018,738,8274,45294,49647,XRF2,1,2022-11-16,17:21:13,YEON,2022-12-15 19:48:55,
393,U1583,E,12,H,1,A,150.0,99.15,118.13000000000001,44855352,SHLF11658721,10,0.15,6,16,10,12,No-Filter,413312,-34,1120,25455,648,1847,47368,-4634,6328,1553234,1591,641,9100,36093,52623,XRF2,1,2022-11-25,12:21:49,YEON,2022-12-15 20:32:08,
393,U1583,E,12,H,1,A,200.0,99.2,118.18,44855352,SHLF11658721,10,0.15,6,17,10,12,No-Filter,414679,-19,1240,25566,761,1655,44966,-4701,6154,1565345,1363,387,8609,36269,52979,XRF2,1,2022-11-25,12:22:15,YEON,2022-12-15 20:32:08,
393,U1583,E,12,H,1,A,250.0,99.25,118.23,44855352,SHLF11658721,10,0.15,6,16,10,12,No-Filter,409521,-16,1369,26261,776,1612,41775,-4248,6086,1555554,1530,539,7179,29755,51947,XRF2,1,2022-11-25,12:22:40,YEON,2022-12-15 20:32:08,
393,U1583,E,12,H,1,A,310.0,99.31,118.29,44855352,SHLF11658721,10,0.15,6,16,10,12,No-Filter,388765,32,1366,25490,730,1471,38892,-3960,6167,1479314,1675,636,6474,27657,50468,XRF2,1,2022-11-25,12:23:07,YEON,2022-12-15 20:32:08,
393,U1583,E,12,H,1,A,350.0,99.35,118.33,44855352,SHLF11658721,10,0.15,6,16,10,12,No-Filter,411388,-17,1375,26639,835,1483,44557,-4474,6898,1560486,1649,831,6223,27893,52790,XRF2,1,2022-11-25,12:23:32,YEON,2022-12-15 20:32:08,
