Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,1,A,1300.0,17.5,17.5,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,191158,239,14098,135209,891,1212,28363,-2588,104656,19781,27383,763,21383,277482,44106,XRF2,1,2022-08-26,12:22:17,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1350.0,17.55,17.55,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,188475,265,13810,131899,817,1400,28343,-2373,102941,20976,27066,705,20303,271067,44310,XRF2,1,2022-08-26,12:22:38,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1400.0,17.599999999999998,17.599999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,189838,281,14147,133728,875,1462,28005,-2770,101594,21758,27382,647,23541,271739,43858,XRF2,1,2022-08-26,12:22:58,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1450.0,17.65,17.65,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,184461,276,13158,128473,941,1247,26752,-1818,97765,24385,25874,617,23345,261518,43806,XRF2,1,2022-08-26,12:23:19,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1490.0,17.689999999999998,17.689999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,194922,360,14560,137613,953,1186,28475,-3058,104276,25359,28085,633,27236,275456,44396,XRF2,1,2022-08-26,12:23:39,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,2,A,50.0,17.75,17.75,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,201471,424,15703,149140,1242,1364,26594,-3197,109363,29097,28634,442,27608,284876,45410,XRF2,1,2022-08-26,12:52:24,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,100.0,17.8,17.8,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,198535,395,15558,147499,1227,1036,26345,-3548,109512,29558,28498,701,23414,278214,46522,XRF2,1,2022-08-26,12:52:45,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,150.0,17.849999999999998,17.849999999999998,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,198592,401,15451,148975,1246,1325,26274,-3121,109927,32211,28755,824,20318,277280,46193,XRF2,1,2022-08-26,12:53:06,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,200.0,17.9,17.9,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,201050,365,15747,149716,1330,1249,27114,-3546,110913,33244,28665,917,21243,280824,46734,XRF2,1,2022-08-26,12:53:26,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,250.0,17.95,17.95,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,203432,338,15427,150119,1189,1252,26228,-3332,110956,51195,28673,705,20277,277046,46194,XRF2,1,2022-08-26,12:53:47,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,300.0,18.0,18.0,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,214489,419,14686,144717,1248,1244,26139,-3487,106051,138798,26385,909,19474,254696,46932,XRF2,1,2022-08-26,12:54:07,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,350.0,18.05,18.05,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,234506,364,13238,132311,1223,1142,25901,-3302,95959,309903,22559,1354,16395,212593,47226,XRF2,1,2022-08-26,12:54:28,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,400.0,18.099999999999998,18.099999999999998,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,253655,310,12225,124535,1309,1140,26603,-3602,89290,443761,19357,1073,13970,188404,48095,XRF2,1,2022-08-26,12:54:48,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,450.0,18.15,18.15,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,254016,346,12084,124761,1298,970,25963,-3681,89691,445130,19254,1151,14880,187097,48852,XRF2,1,2022-08-26,12:55:09,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,500.0,18.2,18.2,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,253711,276,12652,127090,1158,1079,25591,-3526,92008,429085,20367,1457,15903,194706,48370,XRF2,1,2022-08-26,12:55:30,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,550.0,18.25,18.25,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,252416,320,11684,119542,1308,1050,24819,-3404,88213,460479,18670,1287,13236,182413,46960,XRF2,1,2022-08-26,12:55:51,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,600.0,18.3,18.3,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,245220,307,12341,125567,1061,1078,25465,-3538,89539,410290,19543,1408,13386,187594,47488,XRF2,1,2022-08-26,12:56:12,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,650.0,18.349999999999998,18.349999999999998,44834142,SHLF10903081,10,0.16,6,11,10,12,No-Filter,226102,294,13342,133514,1096,1266,27359,-3250,95986,261077,23081,753,14634,221169,46283,XRF2,1,2022-08-26,12:56:33,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,700.0,18.4,18.4,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,217416,293,13623,134546,1367,1294,26473,-3460,98195,200373,23993,689,16170,233953,46491,XRF2,1,2022-08-26,12:56:53,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,750.0,18.45,18.45,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,209496,433,14204,139549,1356,1128,27207,-3241,102356,126227,26256,828,19547,253611,46261,XRF2,1,2022-08-26,12:57:14,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,800.0,18.5,18.5,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,198189,417,14797,145108,1078,962,26519,-3156,108364,39320,28315,745,20167,274999,46156,XRF2,1,2022-08-26,12:57:34,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,850.0,18.55,18.55,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,198121,363,14881,146519,1155,1132,25649,-3109,108781,32267,28867,625,21156,279297,46082,XRF2,1,2022-08-26,12:57:55,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,900.0,18.599999999999998,18.599999999999998,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,195101,305,14460,142059,1013,1071,26661,-3028,107768,27947,28456,758,18992,276600,46244,XRF2,1,2022-08-26,12:58:15,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,950.0,18.65,18.65,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,195558,316,14297,141933,1074,1234,26675,-3103,108170,27137,28479,680,20384,276994,46225,XRF2,1,2022-08-26,12:58:36,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1000.0,18.7,18.7,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,194165,427,14229,142746,1036,1134,26143,-2959,107534,26937,27763,810,19770,275810,45626,XRF2,1,2022-08-26,12:58:56,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1050.0,18.75,18.75,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,193431,413,14383,143128,941,1078,26445,-3184,107946,24778,28093,655,19590,273983,46340,XRF2,1,2022-08-26,12:59:17,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1100.0,18.8,18.8,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,190006,486,14294,138995,1023,1159,25490,-2857,106170,22016,26791,571,19429,270699,45519,XRF2,1,2022-08-26,12:59:38,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1150.0,18.849999999999998,18.849999999999998,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,191030,386,14183,140870,903,1087,26491,-3074,107308,20999,27702,699,18483,272396,45512,XRF2,1,2022-08-26,12:59:58,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1200.0,18.9,18.9,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,189718,343,14337,140493,842,955,25686,-2541,107262,18497,27296,945,18385,270562,44909,XRF2,1,2022-08-26,13:00:19,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1250.0,18.95,18.95,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,191223,317,14104,140983,869,1016,25688,-2771,106072,19643,27653,630,19209,274102,46352,XRF2,1,2022-08-26,13:00:39,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1300.0,19.0,19.0,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,189675,343,13844,138898,977,1159,25639,-1826,105964,20691,27757,1103,19885,270791,44372,XRF2,1,2022-08-26,13:01:00,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1350.0,19.05,19.05,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,189700,332,13993,138990,940,861,25132,-2343,105867,20771,27605,821,19579,271892,45104,XRF2,1,2022-08-26,13:01:20,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1400.0,19.099999999999998,19.099999999999998,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,190641,298,13746,139877,1223,1283,24981,-2416,106861,23301,27844,454,19448,271001,45373,XRF2,1,2022-08-26,13:01:41,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1450.0,19.15,19.15,44834142,SHLF10903081,10,0.16,6,10,10,12,No-Filter,187584,374,13475,137945,835,1021,24979,-2247,103317,20798,27640,902,19138,267055,45029,XRF2,1,2022-08-26,13:02:01,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,2,A,1500.0,19.2,19.2,44834142,SHLF10903081,10,0.16,6,7,10,12,No-Filter,56567,-32,355,17328,47,24,1825,12441,880,614,1430,-183,338,3577,34553,XRF2,1,2022-08-26,13:02:22,YEON,2022-09-02 18:12:00,
395E,U1561,A,3,H,3,A,50.0,19.25,19.25,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,194473,412,14587,145842,1139,1182,26385,-3022,107217,24020,28781,487,20724,276134,44740,XRF2,1,2022-08-26,13:31:15,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,100.0,19.3,19.3,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,190566,336,13760,139659,1121,1254,26443,-2539,104187,22883,27956,1173,21994,269010,45228,XRF2,1,2022-08-26,13:31:35,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,150.0,19.349999999999998,19.349999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,190896,396,13768,140165,1146,1065,26174,-2056,104389,24392,27463,734,22690,269686,44005,XRF2,1,2022-08-26,13:31:56,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,200.0,19.4,19.4,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,192468,315,14202,143003,1257,1130,26135,-2689,104856,24493,27964,753,23018,272163,45104,XRF2,1,2022-08-26,13:32:16,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,250.0,19.45,19.45,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,193913,323,14388,143839,1145,1222,26279,-3007,106263,24065,28575,393,24508,271577,45967,XRF2,1,2022-08-26,13:32:37,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,300.0,19.5,19.5,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,193597,350,14014,141950,1081,1158,26630,-2892,105573,24166,28048,737,23108,275106,44106,XRF2,1,2022-08-26,13:32:57,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,350.0,19.55,19.55,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,196993,318,14250,144650,1188,1237,27282,-2986,108037,24937,28363,540,24206,278673,45734,XRF2,1,2022-08-26,13:33:18,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,400.0,19.599999999999998,19.599999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,196896,405,14300,145138,986,1082,27381,-2717,107995,24558,28220,615,24913,277997,45424,XRF2,1,2022-08-26,13:33:38,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,450.0,19.65,19.65,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,195535,358,14337,145329,843,1226,27059,-3004,108830,23495,28600,678,20237,278106,45873,XRF2,1,2022-08-26,13:33:59,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,500.0,19.7,19.7,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,197400,432,14576,145214,908,1214,28283,-3251,108691,22753,28683,589,22081,281376,45700,XRF2,1,2022-08-26,13:34:20,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,550.0,19.75,19.75,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,199776,415,15225,150062,950,1002,28002,-3317,111494,22646,29086,1080,19283,283745,47029,XRF2,1,2022-08-26,13:34:40,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,600.0,19.8,19.8,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,198163,362,14992,148836,948,1235,27666,-3517,111481,22192,28621,604,19809,281872,46586,XRF2,1,2022-08-26,13:35:01,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,650.0,19.849999999999998,19.849999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,199634,368,15045,150268,960,1154,27177,-3446,112391,23345,29536,911,18729,285354,46575,XRF2,1,2022-08-26,13:35:21,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,700.0,19.9,19.9,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,200015,378,15151,150219,1016,904,27739,-3525,111290,23480,28656,738,21995,282186,46798,XRF2,1,2022-08-26,13:35:42,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,750.0,19.95,19.95,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,200502,446,15421,150647,1001,1213,28327,-3677,112699,22539,29159,1029,20275,284766,46727,XRF2,1,2022-08-26,13:36:03,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,800.0,20.0,20.0,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,200459,449,15082,149282,962,1226,28066,-3276,110961,24524,29247,634,22169,284352,46545,XRF2,1,2022-08-26,13:36:23,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,850.0,20.05,20.05,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,185692,297,13181,133905,938,1319,26211,-2283,101086,22454,27119,295,19942,260152,45319,XRF2,1,2022-08-26,13:36:44,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,900.0,20.099999999999998,20.099999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,189767,372,13837,138965,985,973,27582,-2627,102933,24606,27677,796,21152,267507,45382,XRF2,1,2022-08-26,13:37:04,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,950.0,20.15,20.15,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,191005,364,13790,140490,1069,1187,26700,-2306,104447,24737,27581,455,20975,268387,45343,XRF2,1,2022-08-26,13:37:25,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,990.0,20.189999999999998,20.189999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,193262,286,13826,142087,973,887,27230,-2866,104633,26133,28228,662,22040,272500,45547,XRF2,1,2022-08-26,13:37:46,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1050.0,20.25,20.25,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,201384,372,14684,149352,1155,1296,28714,-3469,110164,28380,28384,877,24208,282738,46816,XRF2,1,2022-08-26,13:38:06,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1100.0,20.3,20.3,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,201436,368,15204,149381,1139,1292,28327,-3684,109971,28556,28723,964,22700,283169,47185,XRF2,1,2022-08-26,13:38:27,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1150.0,20.349999999999998,20.349999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,199331,396,15003,147485,1129,1217,28561,-3554,110337,23881,28700,789,22343,282467,46486,XRF2,1,2022-08-26,13:38:47,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1200.0,20.4,20.4,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,197336,356,14323,143627,1109,1169,28550,-2965,107875,27085,27798,568,21524,278445,45356,XRF2,1,2022-08-26,13:39:08,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1250.0,20.45,20.45,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,194670,385,14064,142002,985,1194,28026,-3125,105429,26886,27457,501,22199,273160,45531,XRF2,1,2022-08-26,13:39:29,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1300.0,20.5,20.5,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,194910,358,14106,143849,1109,1110,28178,-3019,105925,27225,27532,584,21954,273822,45039,XRF2,1,2022-08-26,13:39:49,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1350.0,20.55,20.55,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,192600,403,13921,142727,952,1110,27753,-3027,104676,26687,26790,1024,22343,269056,44925,XRF2,1,2022-08-26,13:40:10,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1400.0,20.599999999999998,20.599999999999998,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,191538,439,14087,140295,992,1283,27850,-2874,105072,26163,26561,826,20234,268715,44449,XRF2,1,2022-08-26,13:40:30,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1450.0,20.65,20.65,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,187600,325,13487,137075,1007,1035,26119,-2281,102116,26850,26393,705,20467,262128,43773,XRF2,1,2022-08-26,13:40:51,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,3,A,1475.0,20.675,20.675,44834152,SHLF10903111,10,0.16,6,10,10,12,No-Filter,193523,349,13756,140654,1076,1109,27226,-2395,105527,25473,26973,825,22595,271870,45321,XRF2,1,2022-08-26,13:41:11,YEON,2022-09-02 18:12:02,
395E,U1561,A,3,H,4,A,50.0,20.75,20.75,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,189980,370,14246,142272,1069,1070,24379,-2438,104843,25540,26894,722,22865,266573,45226,XRF2,1,2022-08-26,14:09:20,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,100.0,20.8,20.8,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,187705,388,13405,138807,1078,1105,25761,-2562,102520,25598,26170,660,23206,259591,45796,XRF2,1,2022-08-26,14:09:41,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,150.0,20.849999999999998,20.849999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,188649,332,13476,139197,908,1103,25905,-2395,103282,24593,26392,648,24390,262147,45676,XRF2,1,2022-08-26,14:10:02,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,200.0,20.9,20.9,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,188156,339,13941,138686,744,1004,25805,-2331,103405,22996,26249,689,24011,262007,44761,XRF2,1,2022-08-26,14:10:22,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,250.0,20.95,20.95,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,187799,328,13466,138449,801,1085,26402,-2595,102665,23143,26173,625,23237,261197,45068,XRF2,1,2022-08-26,14:10:43,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,300.0,21.0,21.0,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,186599,415,13338,136457,879,1198,25946,-2640,101822,22995,26002,988,24028,261602,44669,XRF2,1,2022-08-26,14:11:04,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,350.0,21.05,21.05,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185969,331,12919,134686,861,1054,26071,-2098,102593,22147,25599,647,24114,260367,44657,XRF2,1,2022-08-26,14:11:24,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,400.0,21.099999999999998,21.099999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185147,299,13102,133912,919,1008,25195,-2376,100884,23238,25751,641,24134,259520,45021,XRF2,1,2022-08-26,14:11:45,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,450.0,21.15,21.15,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185358,392,13041,134628,941,1155,25792,-2039,100693,24218,25782,813,24999,257069,44464,XRF2,1,2022-08-26,14:12:06,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,500.0,21.2,21.2,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185408,353,12809,133617,824,1028,26581,-1702,100404,23911,25579,391,25242,259084,44609,XRF2,1,2022-08-26,14:12:27,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,550.0,21.25,21.25,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,187215,372,12970,134061,932,1242,26516,-2417,100846,24420,25984,574,25929,260300,45287,XRF2,1,2022-08-26,14:12:47,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,600.0,21.3,21.3,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,190318,348,13385,137829,936,1159,27181,-2831,101876,24990,26485,625,26634,264925,45428,XRF2,1,2022-08-26,14:13:08,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,650.0,21.349999999999998,21.349999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,191646,358,13555,140019,1108,1085,26842,-3043,102843,27144,26314,602,26666,265861,45518,XRF2,1,2022-08-26,14:13:29,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,700.0,21.4,21.4,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,189868,396,13724,140739,992,1025,26768,-2440,102829,26207,26752,533,17566,267443,45002,XRF2,1,2022-08-26,14:13:49,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,750.0,21.45,21.45,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,192023,396,13505,139953,1132,1183,27665,-2939,102112,26007,26492,795,25886,267481,45831,XRF2,1,2022-08-26,14:14:10,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,800.0,21.5,21.5,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,197032,364,14254,144123,1141,1307,28066,-3163,104489,27069,27596,801,27137,278107,46218,XRF2,1,2022-08-26,14:14:31,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,850.0,21.55,21.55,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,197243,367,14226,144220,1133,1079,28215,-3483,104344,27535,28152,565,27105,276565,46532,XRF2,1,2022-08-26,14:14:51,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,900.0,21.599999999999998,21.599999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,198721,345,13815,143754,1093,1207,28937,-2977,105260,27654,27666,578,27478,279539,46536,XRF2,1,2022-08-26,14:15:12,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,940.0,21.64,21.64,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,197758,344,13998,142171,1104,1269,28889,-2949,104411,25783,27627,929,26051,280903,45451,XRF2,1,2022-08-26,14:15:33,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1000.0,21.7,21.7,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,196858,339,13939,142013,1038,1166,28881,-3265,102615,26208,27389,666,27091,276441,46221,XRF2,1,2022-08-26,14:15:53,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1050.0,21.75,21.75,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,196135,383,13974,141091,1050,1101,28311,-3081,103355,26391,26914,570,26997,276170,44876,XRF2,1,2022-08-26,14:16:14,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1100.0,21.8,21.8,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,196105,353,13868,141361,1009,1185,28448,-2801,103124,26812,27316,842,27598,276102,44578,XRF2,1,2022-08-26,14:16:35,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1150.0,21.849999999999998,21.849999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,196913,347,13802,141762,952,1183,28035,-2852,104004,25133,27457,321,30017,280585,44703,XRF2,1,2022-08-26,14:16:56,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1200.0,21.9,21.9,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,192194,363,13391,136410,955,1277,28076,-2326,99977,24810,27149,891,27325,272714,44008,XRF2,1,2022-08-26,14:17:16,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1250.0,21.95,21.95,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185014,258,12328,130510,910,1129,27051,-1833,97001,23848,26282,525,23780,262903,43060,XRF2,1,2022-08-26,14:17:37,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1300.0,22.0,22.0,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,180227,259,11816,126074,829,1048,25784,-1720,94006,22455,25499,570,23569,254354,43100,XRF2,1,2022-08-26,14:17:58,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1350.0,22.05,22.05,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,182538,260,12193,127181,834,1189,27027,-1788,95194,22947,25800,537,26818,256204,43420,XRF2,1,2022-08-26,14:18:18,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1400.0,22.099999999999998,22.099999999999998,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,183370,341,12218,131110,912,1137,25284,-1946,96325,22528,25596,392,24806,259271,43261,XRF2,1,2022-08-26,14:18:39,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,4,A,1430.0,22.13,22.13,44834162,SHLF10903141,10,0.16,6,10,10,12,No-Filter,185739,273,12484,130442,718,1068,27063,-1855,96170,21618,25690,941,28935,261965,43645,XRF2,1,2022-08-26,14:19:00,YEON,2022-09-02 18:12:04,
